Finished reading inputs
Log likelihood: -36942.6
Log likelihood: -879.642
Log likelihood: -8918.25
Log likelihood: -933.484
Log likelihood: -380.9
Log likelihood: -1058.09
Log likelihood: -3751.24
Log likelihood: -2187.57
Log likelihood: -18766.5
Log likelihood: -1084.19
Log likelihood: -10706.3
Log likelihood: -13060.7
Log likelihood: -2090.6
Log likelihood: -10759.2
Log likelihood: -4888.25
Log likelihood: -3434.83
Log likelihood: -237.069
Log likelihood: -2578.77
Log likelihood: -8508.07
Log likelihood: -1486.7
Log likelihood: -11054.5
Log likelihood: -4287.59
Log likelihood: -893.784
Log likelihood: -1325.65
Log likelihood: -3872.05
Log likelihood: -12820.9
Log likelihood: -1794.4
Log likelihood: -680.512
Log likelihood: -15107
Log likelihood: -20379.8
Log likelihood: -1168.88
Log likelihood: -8627.55
Log likelihood: -938.388
Log likelihood: -1056.39
Log likelihood: -966.259
Log likelihood: -1240.37
Log likelihood: -192.597
Log likelihood: -26905.3
Log likelihood: -14563.3
Log likelihood: -803.742
Log likelihood: -1233.19
Log likelihood: -16837.6
Log likelihood: -461.915
Log likelihood: -1407.08
Log likelihood: -2484.66
Log likelihood: -789.208
Log likelihood: -14675
Log likelihood: -1086.86
Log likelihood: -32359.8
Log likelihood: -818.759
Log likelihood: -153.588
Log likelihood: -1503.41
Log likelihood: -220.05
Log likelihood: -5913.81
Log likelihood: -484.375
Log likelihood: -2312.76
Log likelihood: -18868.2
Log likelihood: -2003.5
Log likelihood: -2224.47
Log likelihood: -33717.2
Log likelihood: -245.137
Log likelihood: -22116.9
Log likelihood: -983.061
Log likelihood: -546.365
Log likelihood: -25719.5
Log likelihood: -10515.4
Log likelihood: -28682.6
Log likelihood: -999.457
Log likelihood: -396.483
Log likelihood: -2844.53
Log likelihood: -887.138
Log likelihood: -649.291
Log likelihood: -2092.43
Log likelihood: -23356.4
Log likelihood: -1499.48
Log likelihood: -588.743
Log likelihood: -559.378
Log likelihood: -4211.31
Log likelihood: -3997.23
Log likelihood: -1162.02
Log likelihood: -482.164
Log likelihood: -27885
Log likelihood: -9692.71
Log likelihood: -3213.17
Log likelihood: -9404.17
Log likelihood: -1950.78
Log likelihood: -485.409
Log likelihood: -1677.8
Log likelihood: -3508.25
Log likelihood: -29758.4
Log likelihood: -2298.03
Log likelihood: -1774.68
Log likelihood: -1146.02
Log likelihood: -15359.8
Completed simulation 801
Log likelihood: -15864.6
Log likelihood: -467.254
Log likelihood: -10520.3
Log likelihood: -3160.77
Log likelihood: -12576.3
Log likelihood: -1745.03
Log likelihood: -8065.63
Log likelihood: -711.146
Log likelihood: -1886.33
Log likelihood: -3734.08
Log likelihood: -609.712
Log likelihood: -13974.7
Log likelihood: -1341.8
Log likelihood: -1351.1
Log likelihood: -206.834
Log likelihood: -851.805
Log likelihood: -18177.5
Log likelihood: -4728.59
Log likelihood: -1706.11
Log likelihood: -8329.71
Log likelihood: -2340.24
Log likelihood: -20615.2
Log likelihood: -475.389
Log likelihood: -2004.5
Log likelihood: -535.916
Log likelihood: -868.393
Log likelihood: -5617.69
Log likelihood: -3788.79
Log likelihood: -750.997
Log likelihood: -12632.9
Log likelihood: -8423.76
Log likelihood: -2034.46
Log likelihood: -2689.03
Log likelihood: -2316.35
Log likelihood: -6513.91
Log likelihood: -1356.59
Log likelihood: -2080.54
Log likelihood: -493.47
Log likelihood: -2111.96
Log likelihood: -504.572
Log likelihood: -1757.46
Log likelihood: -8770.01
Log likelihood: -186.56
Log likelihood: -6231.25
Log likelihood: -1403.14
Log likelihood: -665.018
Log likelihood: -12737.4
Log likelihood: -3716.91
Log likelihood: -5101.28
Log likelihood: -2056.97
Log likelihood: -2633.03
Log likelihood: -1789.06
Log likelihood: -537.628
Log likelihood: -740.382
Log likelihood: -6752.89
Log likelihood: -12788.7
Log likelihood: -642.068
Log likelihood: -8679.22
Log likelihood: -2298.06
Log likelihood: -181.136
Log likelihood: -14333.5
Log likelihood: -1920.49
Log likelihood: -1132.01
Log likelihood: -20498.8
Log likelihood: -4368.66
Log likelihood: -742.564
Log likelihood: -525.054
Log likelihood: -14514
Log likelihood: -5464.35
Log likelihood: -392.971
Log likelihood: -1539.93
Log likelihood: -1026.63
Log likelihood: -590.134
Log likelihood: -1496.11
Log likelihood: -1007.96
Log likelihood: -21077.4
Log likelihood: -346.278
Log likelihood: -1474.75
Log likelihood: -1166.01
Log likelihood: -1660.26
Log likelihood: -17890.4
Log likelihood: -40002
Log likelihood: -3763.34
Log likelihood: -30378.1
Log likelihood: -980.842
Log likelihood: -1232.62
Log likelihood: -778.02
Log likelihood: -640.761
Log likelihood: -1753.95
Log likelihood: -1827.93
Log likelihood: -542.726
