	              0	        1.00083	       0.393527	       0.582047	       0.508306	       0.466916	        0.51783	        0.48091	       0.508925	       0.527933	       0.443164	       0.314382	       0.322395	       0.245346
	              0	        1.09152	        1.21771	        1.19969	        1.16099	       0.401158	      -0.956504	      -0.276931	       0.301961	        1.19578	       0.500396	        1.23218	       0.942044	       0.125384
	              0	       -4.51478	        -4.3463	       -4.45534	       -4.42848	       -4.45547	       -4.37808	       -4.46748	       -4.44729	       -4.49484	       -4.42262	       -4.54178	       -4.40789	       -4.41574
	              0	       -4.95773	       -5.21734	       -4.95874	       -5.05551	       -5.01182	        -5.1159	       -4.96819	       -4.94461	       -4.91406	       -5.01983	       -4.87115	       -4.96734	       -4.95442
	              0	      0.0930361	        0.33648	       0.333697	       0.252135	        0.26405	       0.189028	        0.23096	       0.211486	       0.330002	       0.258495	       0.257961	       0.252109	       0.263753
	              0	        3.48902	         3.6095	        3.61618	         3.5652	        3.54983	        3.50083	        3.50713	        3.54296	        3.57361	        3.48531	        3.58558	        3.52825	        3.56792
	              0	        2.98136	         3.1929	        3.12606	        3.12718	         3.1078	        3.04766	        2.97453	        3.02065	         3.0905	        2.94368	        3.11238	        2.98387	        3.04398
	              0	         1.4704	        1.82268	        1.56804	         1.7009	        1.63002	        1.78084	        1.53215	        1.54874	        1.48013	        1.59346	        1.34088	        1.62238	         1.5092
	              0	       -1.82439	       -0.17969	      -0.442615	      -0.446735	      -0.736568	       -0.88774	      -0.886753	      -0.616499	       -1.00165	       -1.36793	       -1.08925	      -0.523084	      -0.441698
	              0	       -6.30897	       -6.26384	       -6.72385	       -6.58132	       -6.63766	       -6.65171	        -6.6977	        -6.8001	       -6.68952	       -6.91275	       -6.45083	       -6.94053	       -6.68644
	              0	        1.45202	        1.03264	        1.50223	        1.51342	        1.69712	         1.8421	        1.94239	        1.88068	        1.69112	        2.10365	        1.57781	        1.85356	        1.71966
