Read input files
Log likelihood: -68.8304
Log likelihood: -65.925
Log likelihood: -63.8052
Log likelihood: -72.8187
Log likelihood: -65.0554
Log likelihood: -69.6649
Log likelihood: -68.7598
Log likelihood: -66.0704
Log likelihood: -71.9361
Log likelihood: -73.2855
Log likelihood: -62.6777
Log likelihood: -74.0288
Log likelihood: -66.2316
Log likelihood: -65.6767
Log likelihood: -66.7121
Log likelihood: -62.3274
Log likelihood: -79.5483
Log likelihood: -65.7742
Log likelihood: -67.9105
Log likelihood: -62.1812
Log likelihood: -69.8289
Log likelihood: -67.1492
Log likelihood: -65.1548
Log likelihood: -70.3966
Log likelihood: -66.8119
Log likelihood: -63.688
Log likelihood: -66.6769
Log likelihood: -65.9599
Log likelihood: -64.3175
Log likelihood: -64.72
Log likelihood: -68.2073
Log likelihood: -69.5258
Log likelihood: -70.014
Log likelihood: -71.079
Log likelihood: -67.814
Log likelihood: -83.775
Log likelihood: -67.0671
Log likelihood: -75.8221
Log likelihood: -70.1547
Log likelihood: -64.0849
Log likelihood: -64.9587
Log likelihood: -64.185
Log likelihood: -62.3532
Log likelihood: -71.2061
Log likelihood: -63.5406
Log likelihood: -71.9585
Log likelihood: -75.0783
Log likelihood: -66.5075
Log likelihood: -65.8507
Log likelihood: -68.1879
Log likelihood: -75.8221
Log likelihood: -66.0747
Log likelihood: -73.5667
Log likelihood: -64.4522
Log likelihood: -63.6991
Log likelihood: -79.7562
Log likelihood: -67.9137
Log likelihood: -64.7037
Log likelihood: -70.4163
Log likelihood: -65.7069
Log likelihood: -66.5075
Log likelihood: -68.9665
Log likelihood: -71.1042
Log likelihood: -73.2855
Log likelihood: -64.4361
Log likelihood: -69.8236
Log likelihood: -65.3067
Log likelihood: -71.9361
Log likelihood: -67.9105
Log likelihood: -73.9664
Log likelihood: -67.1885
Log likelihood: -69.8236
Log likelihood: -63.9717
Log likelihood: -66.985
Log likelihood: -68.2073
Log likelihood: -72.072
Log likelihood: -71.2574
Log likelihood: -68.6366
Log likelihood: -69.8454
Log likelihood: -66.4621
Log likelihood: -68.6797
Log likelihood: -66.5075
Log likelihood: -68.7085
Log likelihood: -67.9105
Log likelihood: -64.3833
Log likelihood: -68.6166
Log likelihood: -74.8557
Log likelihood: -65.4536
Log likelihood: -69.7283
Log likelihood: -71.9361
Log likelihood: -71.3492
Log likelihood: -65.1828
Log likelihood: -64.6759
Log likelihood: -71.4149
Log likelihood: -65.925
Log likelihood: -66.0704
Log likelihood: -71.9361
Log likelihood: -71.4264
Log likelihood: -64.5401
Log likelihood: -73.2855
Completed simulation 100
Log likelihood: -67.3329
Log likelihood: -64.9517
Log likelihood: -73.7705
Log likelihood: -63.1343
Log likelihood: -66.1313
Log likelihood: -75.7107
Log likelihood: -63.6991
Log likelihood: -65.0991
Log likelihood: -62.0772
Log likelihood: -72.3797
Log likelihood: -66.7708
Log likelihood: -63.8052
Log likelihood: -68.036
Log likelihood: -63.6389
Log likelihood: -63.6991
Log likelihood: -68.6366
Log likelihood: -74.0288
Log likelihood: -64.2744
Log likelihood: -68.6366
Log likelihood: -66.0014
Log likelihood: -69.8236
Log likelihood: -64.1411
Log likelihood: -63.6991
Log likelihood: -65.7742
Log likelihood: -74.5436
Log likelihood: -64.69
Log likelihood: -70.7257
Log likelihood: -68.9665
Log likelihood: -70.9568
Log likelihood: -65.7742
Log likelihood: -68.6366
Log likelihood: -73.7979
Log likelihood: -70.1547
Log likelihood: -71.9367
Log likelihood: -83.775
Log likelihood: -71.9361
Log likelihood: -74.2974
Log likelihood: -71.5721
Log likelihood: -62.267
Log likelihood: -74.1055
Log likelihood: -65.5483
Log likelihood: -73.2855
Log likelihood: -67.9105
Log likelihood: -64.6759
Log likelihood: -66.853
Log likelihood: -75.1649
Log likelihood: -70.1547
Log likelihood: -62.0772
Log likelihood: -63.3681
Log likelihood: -65.1534
Log likelihood: -73.2855
Log likelihood: -67.0094
Log likelihood: -64.6759
Log likelihood: -66.0284
Log likelihood: -63.0666
Log likelihood: -69.3032
Log likelihood: -74.0714
Log likelihood: -65.8507
Log likelihood: -73.2855
Log likelihood: -64.6759
Log likelihood: -64.5772
Log likelihood: -66.4727
Log likelihood: -74.1451
Log likelihood: -66.8119
Log likelihood: -68.9804
Log likelihood: -66.985
Log likelihood: -66.4621
Log likelihood: -64.0849
Log likelihood: -73.2592
Log likelihood: -71.9361
Log likelihood: -66.986
Log likelihood: -63.7697
Log likelihood: -71.2061
Log likelihood: -70.7257
Log likelihood: -68.894
Log likelihood: -67.9105
Log likelihood: -63.9851
Log likelihood: -66.0704
Log likelihood: -67.1043
Log likelihood: -67.0682
Log likelihood: -67.9105
Log likelihood: -66.6146
Log likelihood: -66.1313
Log likelihood: -64.5401
Log likelihood: -70.3893
Log likelihood: -62.0772
Log likelihood: -65.7742
Log likelihood: -73.2855
Log likelihood: -73.9664
Log likelihood: -65.8507
Log likelihood: -72.8187
Log likelihood: -66.1359
Log likelihood: -66.4621
Log likelihood: -67.1526
Log likelihood: -77.0591
Log likelihood: -68.0635
Log likelihood: -67.1698
Log likelihood: -63.06
Log likelihood: -68.7058
Log likelihood: -64.8695
Completed simulation 200
Log likelihood: -63.688
Log likelihood: -67.9105
Log likelihood: -71.2574
Log likelihood: -70.5924
Log likelihood: -70.7257
Log likelihood: -66.1313
Log likelihood: -69.8236
Log likelihood: -66.7943
Log likelihood: -71.2634
Log likelihood: -73.4999
Log likelihood: -66.5964
Log likelihood: -68.7692
Log likelihood: -75.8221
Log likelihood: -69.8289
Log likelihood: -66.5964
Log likelihood: -73.2855
Log likelihood: -67.7238
Log likelihood: -63.2469
Log likelihood: -69.8236
Log likelihood: -70.8877
Log likelihood: -62.0772
Log likelihood: -66.4621
Log likelihood: -75.8221
Log likelihood: -63.5215
Log likelihood: -68.9804
Log likelihood: -66.985
Log likelihood: -71.9361
Log likelihood: -68.3805
Log likelihood: -66.5075
Log likelihood: -68.6166
Log likelihood: -74.9077
Log likelihood: -72.8187
Log likelihood: -65.7742
Log likelihood: -73.711
Log likelihood: -63.6991
Log likelihood: -66.4621
Log likelihood: -68.2073
Log likelihood: -64.9119
Log likelihood: -65.8507
Log likelihood: -64.185
Log likelihood: -64.8695
Log likelihood: -68.85
Log likelihood: -67.2733
Log likelihood: -62.0772
Log likelihood: -66.7573
Log likelihood: -66.5964
Log likelihood: -70.3893
Log likelihood: -65.3856
Log likelihood: -68.2413
Log likelihood: -69.7283
Log likelihood: -68.9804
Log likelihood: -68.6286
Log likelihood: -66.9265
Log likelihood: -64.1947
Log likelihood: -66.4727
Log likelihood: -67.1043
Log likelihood: -65.6987
