Finished reading inputs
Log likelihood: -273.985
Completed simulation 1
Log likelihood: -412.328
Log likelihood: -10641.9
Log likelihood: -1290.33
Log likelihood: -497.741
Log likelihood: -1904.65
Log likelihood: -472.94
Log likelihood: -1191.7
Log likelihood: -19784.3
Log likelihood: -2384.33
Log likelihood: -866.034
Log likelihood: -155.409
Log likelihood: -40710.4
Log likelihood: -7999.29
Log likelihood: -949.06
Log likelihood: -4044.76
Log likelihood: -3257.24
Log likelihood: -205.188
Log likelihood: -518.475
Log likelihood: -4852.25
Log likelihood: -1481.92
Log likelihood: -893.909
Log likelihood: -2788.37
Log likelihood: -10113.7
Log likelihood: -422.683
Log likelihood: -15446.4
Log likelihood: -357.297
Log likelihood: -12547.9
Log likelihood: -1602.46
Log likelihood: -323.623
Log likelihood: -7754.06
Log likelihood: -558.759
Log likelihood: -1130.73
Log likelihood: -1187.87
Log likelihood: -2226.16
Log likelihood: -6467.14
Log likelihood: -13851
Log likelihood: -395.706
Log likelihood: -384.705
Log likelihood: -18916.3
Log likelihood: -15960.6
Log likelihood: -4913.64
Log likelihood: -409.7
Log likelihood: -2061.21
Log likelihood: -873.979
Log likelihood: -2786.14
Log likelihood: -291.912
Log likelihood: -783.741
Log likelihood: -171.466
Log likelihood: -713.658
Log likelihood: -2346.07
Log likelihood: -410.843
Log likelihood: -16952.5
Log likelihood: -654.471
Log likelihood: -1533.06
Log likelihood: -16901.5
Log likelihood: -7471.14
Log likelihood: -1000.49
Log likelihood: -4218.45
Log likelihood: -1253.75
Log likelihood: -14744.7
Log likelihood: -5951.44
Log likelihood: -15530.1
Log likelihood: -574.168
Log likelihood: -7759.52
Log likelihood: -649.111
Log likelihood: -6748.76
Log likelihood: -9011.24
Log likelihood: -3815.33
Log likelihood: -14961.5
Log likelihood: -8421.7
Log likelihood: -1616.31
Log likelihood: -265.301
Log likelihood: -775.537
Log likelihood: -11351.1
Log likelihood: -5239.04
Log likelihood: -940.008
Log likelihood: -17081.4
Log likelihood: -1779.76
Log likelihood: -675.278
Log likelihood: -863.615
Log likelihood: -1156.07
Log likelihood: -1803.15
Log likelihood: -1305.48
Log likelihood: -7656.66
Log likelihood: -5726.2
Log likelihood: -18911.2
Log likelihood: -1195.4
