Male deaths
680.70	946.53	1125.30	1501.49	1634.59	1905.19	2279.24	2601.60	2655.44	2686.08	2481.51	2313.53	2143.34	1825.19	1502.93	1158.71	944.02	911.29	858.31	799.08	783.06	705.34
609.16	755.01	869.63	1098.21	1251.83	1534.98	1834.09	1984.74	2244.34	2302.45	2103.92	2089.45	1893.15	1791.35	1537.52	1103.50	1044.49	1002.45	874.16	876.62	842.56	724.73
533.73	710.26	772.99	897.67	995.31	1196.24	1386.41	1584.98	1677.31	1782.23	1754.04	1665.25	1652.15	1539.41	1318.93	1152.02	1042.12	954.24	942.58	901.22	919.25	807.62
545.24	598.67	689.44	809.89	863.89	974.56	1127.49	1288.51	1316.89	1462.15	1455.04	1492.38	1390.24	1394.89	1328.84	1087.31	1026.18	1048.88	1011.51	995.05	913.24	870.65
610.62	703.09	626.29	682.21	691.15	769.72	888.46	1103.79	1176.95	1326.15	1312.40	1243.72	1324.98	1317.26	1300.13	1111.11	1062.38	1040.16	1096.92	1025.46	1049.26	990.96
753.18	769.38	689.46	745.23	796.77	876.53	943.19	970.98	1019.71	1046.11	1073.89	1135.16	1163.94	1217.67	1287.06	1083.80	1165.56	1162.26	1159.15	1248.30	1218.65	1189.38
727.24	916.92	894.08	835.25	882.47	980.46	981.73	987.93	1019.19	1104.72	1075.91	1094.73	1166.51	1123.22	1037.35	1036.91	1086.47	1158.66	1154.75	1213.94	1214.65	1196.23
689.73	743.77	751.64	878.86	850.97	923.47	1038.29	1131.78	1012.69	1097.25	1154.51	1066.27	1071.49	1164.73	1224.51	1118.22	1141.76	1119.68	1116.25	1104.94	1077.46	1109.55
907.57	855.79	734.32	715.62	763.45	837.81	880.17	930.48	1009.81	1083.24	1009.99	1123.28	1253.55	1164.39	1247.72	1177.31	1085.11	1016.18	1151.29	1203.01	1145.11	1058.24
679.77	881.59	829.87	925.59	906.24	960.06	897.12	781.79	712.47	771.77	850.37	872.82	998.44	1036.82	1070.64	962.89	1104.26	1158.71	1071.83	1075.56	1092.48	1033.72
512.20	531.02	567.06	588.25	672.60	593.55	710.89	708.41	701.53	842.19	824.36	723.18	715.31	637.12	700.97	645.94	754.15	755.12	767.86	833.09	801.09	826.22
348.99	442.13	401.14	466.72	497.57	500.46	563.96	562.28	525.40	652.15	604.27	671.17	867.38	690.87	808.27	704.10	680.99	724.07	674.21	702.59	743.01	616.28
SElogNonHIVmort
0.1219
AdjustedCompleteness
1.0136	1.1146	1.0622	1.0851	1.1004	1.1357	1.1571	1.1332	1.1256	1.1709	1.2031	1.1560	1.2260	1.2198	1.2234	1.1654	1.1316	1.1287	1.1177	1.1038	1.1080	1.0040
1.0899	1.1746	1.0947	1.1333	1.1264	1.1386	1.1631	1.1327	1.1053	1.2046	1.1727	1.1531	1.2168	1.1526	1.1771	1.0477	1.0682	1.0553	1.0314	1.0497	1.0166	0.9612

