	              0	       0.919443	        0.98607	        0.68071	       0.455449	        0.91555	       0.623956	       0.894518	        0.83714	        1.02377	        0.89758	       0.616142	        0.82693	       0.740514
	              0	       -0.95324	      -0.265902	      0.0682879	     0.00184917	      -0.604042	      -0.485034	       0.235773	       0.213818	       0.907819	       0.250794	       0.319473	      -0.310311	       -1.21079
	              0	       -4.51181	       -4.54151	       -4.46243	       -4.48408	       -4.55534	       -4.49981	       -4.49174	       -4.50735	        -4.4853	       -4.45978	       -4.52387	       -4.50071	       -4.50336
	              0	       -4.99229	        -4.8811	       -4.92594	       -4.92664	       -4.97146	       -4.90829	       -4.93806	       -4.91934	       -4.98437	       -5.00727	       -4.89362	       -4.96622	        -4.9626
	              0	       0.311787	       0.242414	       0.280941	        0.27763	       0.323329	       0.347051	       0.247175	       0.249222	       0.240668	       0.246243	        0.28523	       0.240876	       0.243186
	              0	        3.49103	         3.5693	        3.59375	        3.54383	          3.525	        3.58272	        3.60743	        3.59335	        3.57019	         3.5299	        3.55582	         3.5107	        3.54682
	              0	        3.03219	        3.10163	        3.10005	        3.04323	         3.1125	        3.12579	        3.16121	        3.15699	        3.16842	        3.06258	        3.07234	        3.06069	         3.1186
	              0	        1.33101	        1.18318	        1.22698	        1.37217	        1.45957	        1.19741	        1.20521	        1.29582	        1.24203	        1.43262	         1.3539	        1.46222	         1.3851
	              0	        1.10287	      -0.953231	       0.304433	       0.386583	      -0.616962	     -0.0758781	      -0.355782	        -1.6301	     0.00140987	       0.268998	      0.0602955	       0.533039	        0.62388
	              0	       -6.78395	       -6.74974	       -6.98521	       -7.04656	       -6.72733	         -6.819	       -6.84078	       -6.86825	       -6.78592	        -6.9132	       -6.83332	       -6.71896	       -6.61822
	              0	        2.07845	        1.83532	        1.88587	         1.9068	        1.76404	        1.83764	        1.84537	        1.75524	        1.82822	        1.75022	         1.6078	        1.62676	         1.6664
