Finished reading inputs
Log likelihood: -276.705
Completed simulation 1
Log likelihood: -442.207
Log likelihood: -10101.3
Log likelihood: -1281.72
Log likelihood: -517.516
Log likelihood: -1967.62
Log likelihood: -512.736
Log likelihood: -1190.83
Log likelihood: -19599.8
Log likelihood: -2390.72
Log likelihood: -933.635
Log likelihood: -163.499
Log likelihood: -40719.7
Log likelihood: -7808.29
Log likelihood: -967.751
Log likelihood: -3978.58
Log likelihood: -3309.51
Log likelihood: -199.013
Log likelihood: -558.649
Log likelihood: -4978.4
Log likelihood: -1482.93
Log likelihood: -866.458
Log likelihood: -2822.61
Log likelihood: -10202.4
Log likelihood: -429.146
Log likelihood: -15688
Log likelihood: -361.503
Log likelihood: -12631.6
Log likelihood: -1641.54
Log likelihood: -388.093
Log likelihood: -8713.04
Log likelihood: -617.609
Log likelihood: -1178.41
Log likelihood: -1379.65
Log likelihood: -2482.1
Log likelihood: -6537.03
Log likelihood: -13821.6
Log likelihood: -410.898
Log likelihood: -385.074
Log likelihood: -18548.5
Log likelihood: -15888.3
Log likelihood: -5800.49
Log likelihood: -397.636
Log likelihood: -2279.68
Log likelihood: -901.674
Log likelihood: -2797.95
Log likelihood: -295.157
Log likelihood: -842.377
Log likelihood: -185.764
Log likelihood: -686.628
Log likelihood: -2366.89
Log likelihood: -422.854
Log likelihood: -16938.6
Log likelihood: -696.315
Log likelihood: -1725.05
Log likelihood: -16840.1
Log likelihood: -8294.23
Log likelihood: -1062.74
Log likelihood: -4354.64
Log likelihood: -1296.76
Log likelihood: -14567.6
Log likelihood: -6004.46
Log likelihood: -15419.7
Log likelihood: -599.89
Log likelihood: -7788.4
Log likelihood: -650.855
Log likelihood: -7492.1
Log likelihood: -8953.7
Log likelihood: -3843.58
Log likelihood: -15387.7
Log likelihood: -9619
Log likelihood: -1503.38
Log likelihood: -278.381
Log likelihood: -750.968
Log likelihood: -11384.7
Log likelihood: -5211.87
Log likelihood: -940.486
Log likelihood: -18292
Log likelihood: -1824.37
Log likelihood: -686.768
Log likelihood: -855.284
Log likelihood: -1163.15
Log likelihood: -1772.78
Log likelihood: -1307.08
Log likelihood: -8260.08
Log likelihood: -5623.65
Log likelihood: -18951.3
Log likelihood: -1212.21
Log likelihood: -1071.61
Log likelihood: -5942.22
Log likelihood: -34839.3
Log likelihood: -25560.5
Log likelihood: -352.459
Log likelihood: -768.934
Log likelihood: -1458.36
Log likelihood: -6164.64
Log likelihood: -1813.2
Log likelihood: -4787.53
Log likelihood: -897.242
Log likelihood: -214.663
Log likelihood: -2980.96
Completed simulation 101
Log likelihood: -1481.91
Log likelihood: -239.105
Log likelihood: -981.073
Log likelihood: -11849
Log likelihood: -7878.36
Log likelihood: -6249.82
Log likelihood: -1113.73
Log likelihood: -953.667
Log likelihood: -2045.24
Log likelihood: -682.08
Log likelihood: -6834.5
Log likelihood: -1019.62
Log likelihood: -7614.65
Log likelihood: -3360.98
Log likelihood: -867.124
Log likelihood: -936.267
Log likelihood: -2509.21
Log likelihood: -3190.16
Log likelihood: -2510.71
Log likelihood: -427.158
Log likelihood: -611.103
Log likelihood: -837.199
Log likelihood: -1328.57
Log likelihood: -6246.18
Log likelihood: -194.922
Log likelihood: -733.906
Log likelihood: -553.344
Log likelihood: -2441.75
Log likelihood: -507.089
Log likelihood: -29317.9
Log likelihood: -5963.11
Log likelihood: -1790.45
Log likelihood: -22774.1
Log likelihood: -448.671
Log likelihood: -3754.34
Log likelihood: -3875.71
Log likelihood: -992.327
Log likelihood: -28495.2
Log likelihood: -1066.61
Log likelihood: -19406
Log likelihood: -25150.3
Log likelihood: -765.396
Log likelihood: -1919.3
