     0	 26206	  0.771979	  0.659361	 0.0104322	0.00680455	   1.18476	   32.9941	   22.3026	   4.66007	  0.132608	0.00118834	     8.389
     1	 21793	  0.849436	  0.413156	0.00923484	0.00781937	   1.24637	    34.616	   24.9336	   3.46074	  0.412638	0.00173097	   7.27601
     2	 22649	   0.75042	  0.422107	 0.0112654	0.00666347	   1.31171	   36.1398	   23.8993	   4.24701	  0.309448	0.00151667	   6.65627
     3	 19751	  0.780547	  0.431239	 0.0109402	0.00699985	   1.32652	   33.9256	   21.7927	   5.19695	  0.631482	0.00120194	   6.58013
     4	 24031	  0.795511	  0.730865	 0.0102624	0.00721244	   1.27835	   33.5476	   21.3532	   4.79471	  0.267626	0.00107469	   7.54579
     5	 24651	  0.820772	  0.666968	 0.0107062	 0.0068416	    1.2243	   33.6189	   22.4195	   5.19191	  0.314948	0.00101932	   8.04917
     6	 25512	  0.829788	  0.659871	 0.0103286	0.00738545	   1.34722	   35.2169	    23.248	    3.8332	  0.612803	0.000980428	   10.4411
     7	 25430	  0.771602	  0.489703	 0.0106946	0.00737056	   1.22991	   35.2033	   22.9721	   3.36753	  0.451818	 0.0016375	   7.49174
     8	 15849	  0.826939	  0.436442	 0.0108379	0.00692341	   1.32051	   34.4487	   23.0103	   4.07632	  0.700847	0.00154725	   6.66889
     9	 24258	  0.814235	  0.738807	 0.0108248	0.00665991	   1.27165	   34.4664	   23.4211	   3.99265	  0.446472	0.00178645	   5.46358
    10	 22939	  0.771524	    0.3148	0.00989055	0.00760436	   1.25713	   35.4344	   24.5959	   3.58906	   0.32001	0.00164037	   7.27281
    11	 25958	  0.788689	  0.645693	    0.0115	0.00655499	   1.30569	    34.096	   22.4726	   4.69381	  0.381567	0.00109277	   8.18123
    12	 25811	  0.783634	  0.565146	 0.0110059	 0.0067817	   1.25068	   35.4104	   23.8991	   4.08244	  0.289341	0.00115197	   9.61252
    13	 24683	  0.846552	  0.834522	 0.0107972	0.00683207	    1.2592	    33.168	   21.5751	   4.92971	  0.505924	0.00106105	   7.88841
    14	 25516	  0.837653	  0.633371	 0.0105403	0.00738215	   1.29011	   35.2757	   23.0131	   3.43348	  0.296777	0.00128814	   8.60146
    15	 24746	  0.795868	  0.719113	0.00985386	0.00807955	    1.3049	   34.5354	   22.0196	   3.65325	  0.283251	0.00139011	   6.32514
    16	 25360	  0.857646	  0.653208	 0.0105681	0.00703174	   1.31328	   35.5589	   23.7102	   5.16749	  0.522015	0.000943716	   7.80474
    17	 25304	  0.850822	  0.721521	0.00980449	0.00774374	   1.30288	   34.4525	   23.0437	   3.99373	    0.2802	0.000828218	   11.8381
    18	 24529	  0.786124	  0.596062	  0.010603	0.00717248	   1.33085	   34.5275	   21.9583	    3.4426	  0.523018	0.00184029	   6.16824
    19	 24115	  0.818017	  0.686078	 0.0107529	0.00674846	   1.24637	   33.4875	    22.609	   3.75818	  0.321503	0.00158518	   7.79259
