Read input files
Log likelihood: -66.1497
Log likelihood: -65.173
Log likelihood: -63.2736
Log likelihood: -74.0477
Log likelihood: -60.718
Log likelihood: -65.9771
Log likelihood: -65.4752
Log likelihood: -68.7769
Log likelihood: -65.4992
Log likelihood: -62.5324
Log likelihood: -65.4
Log likelihood: -69.5173
Log likelihood: -64.3682
Log likelihood: -68.204
Log likelihood: -61.5913
Log likelihood: -66.2317
Log likelihood: -63.4226
Log likelihood: -65.2226
Log likelihood: -61.0765
Log likelihood: -68.2835
Log likelihood: -65.7746
Log likelihood: -67.5155
Log likelihood: -63.6613
Log likelihood: -74.6936
Log likelihood: -61.6396
Log likelihood: -65.7746
Log likelihood: -63.679
Log likelihood: -63.5306
Log likelihood: -64.1786
Log likelihood: -69.1106
Log likelihood: -62.3311
Log likelihood: -61.0765
Log likelihood: -68.7769
Log likelihood: -63.1803
Log likelihood: -62.5324
Log likelihood: -67.2759
Log likelihood: -64.3682
Log likelihood: -68.875
Log likelihood: -64.3682
Log likelihood: -69.8296
Log likelihood: -61.5913
Log likelihood: -64.3682
Log likelihood: -64.3682
Log likelihood: -66.9187
Log likelihood: -61.3845
Log likelihood: -62.7106
Log likelihood: -63.4226
Log likelihood: -64.5061
Log likelihood: -61.5225
Log likelihood: -64.2517
Log likelihood: -66.2665
Log likelihood: -63.4774
Log likelihood: -62.8733
Log likelihood: -65.9178
Log likelihood: -66.0817
Log likelihood: -62.2364
Log likelihood: -65.8349
Log likelihood: -61.8532
Log likelihood: -64.023
Log likelihood: -64.7008
Log likelihood: -65.4983
Log likelihood: -62.3269
Log likelihood: -66.2904
Log likelihood: -62.5324
Log likelihood: -60.9281
Log likelihood: -61.8991
Log likelihood: -60.9849
Log likelihood: -67.4044
Log likelihood: -61.0765
Log likelihood: -69.0614
Log likelihood: -61.0719
Log likelihood: -65.4477
Log likelihood: -60.9463
Log likelihood: -62.3674
Log likelihood: -62.8063
Log likelihood: -66.1399
Log likelihood: -61.5225
Log likelihood: -61.6295
Log likelihood: -65.9629
Log likelihood: -64.4019
Log likelihood: -61.5225
Log likelihood: -62.1671
Log likelihood: -67.4493
Log likelihood: -61.0765
Log likelihood: -64.681
Log likelihood: -65.4171
Log likelihood: -66.616
Log likelihood: -65.7746
Log likelihood: -68.5072
Log likelihood: -67.2759
Log likelihood: -61.8955
Log likelihood: -64.3682
Log likelihood: -63.9801
Log likelihood: -65.5746
Log likelihood: -65.173
Log likelihood: -68.7769
Log likelihood: -69.0502
Log likelihood: -61.5225
Log likelihood: -72.555
Log likelihood: -62.5324
Completed simulation 100
Log likelihood: -69.9307
Log likelihood: -66.1003
Log likelihood: -65.6999
Log likelihood: -63.5306
Log likelihood: -69.8296
Log likelihood: -63.9107
Log likelihood: -66.0817
Log likelihood: -67.0252
Log likelihood: -63.558
Log likelihood: -65.9629
Log likelihood: -70.0017
Log likelihood: -63.2736
Log likelihood: -63.5306
Log likelihood: -65.1939
Log likelihood: -66.0817
Log likelihood: -67.4091
Log likelihood: -69.5173
Log likelihood: -67.7017
Log likelihood: -65.286
Log likelihood: -62.3014
Log likelihood: -68.5643
Log likelihood: -63.0138
Log likelihood: -66.0817
Log likelihood: -64.5876
Log likelihood: -63.6046
Log likelihood: -66.0965
Log likelihood: -65.6973
Log likelihood: -60.0694
Log likelihood: -62.3674
Log likelihood: -64.5876
Log likelihood: -62.8322
Log likelihood: -61.5225
Log likelihood: -64.3682
Log likelihood: -61.5225
Log likelihood: -64.8323
Log likelihood: -63.8175
Log likelihood: -63.5016
Log likelihood: -65.9629
Log likelihood: -63.3144
Log likelihood: -62.1465
Log likelihood: -61.5913
Log likelihood: -62.5324
Log likelihood: -61.0765
Log likelihood: -65.2269
Log likelihood: -64.3682
Log likelihood: -65.6222
Log likelihood: -64.3682
Log likelihood: -64.3682
Log likelihood: -65.2226
Log likelihood: -62.9163
Log likelihood: -62.5324
Log likelihood: -64.3682
Log likelihood: -63.0381
Log likelihood: -61.5225
Log likelihood: -61.7459
Log likelihood: -69.8296
Log likelihood: -63.5306
Log likelihood: -61.5225
Log likelihood: -64.023
Log likelihood: -60.709
Log likelihood: -63.9539
Log likelihood: -64.1827
Log likelihood: -64.6911
Log likelihood: -61.6396
Log likelihood: -63.502
Log likelihood: -62.3674
Log likelihood: -65.6667
Log likelihood: -69.8296
Log likelihood: -62.4695
Log likelihood: -65.4535
Log likelihood: -63.4698
Log likelihood: -61.3704
Log likelihood: -63.035
Log likelihood: -65.6973
Log likelihood: -68.4416
Log likelihood: -61.0765
Log likelihood: -67.5505
Log likelihood: -68.7769
Log likelihood: -63.3669
Log likelihood: -62.5324
Log likelihood: -63.7311
Log likelihood: -64.2165
Log likelihood: -69.8296
Log likelihood: -68.7769
Log likelihood: -66.2717
Log likelihood: -64.3682
Log likelihood: -65.2226
Log likelihood: -62.5324
Log likelihood: -62.4643
Log likelihood: -61.5225
Log likelihood: -66.4346
Log likelihood: -67.7301
Log likelihood: -72.643
Log likelihood: -63.4774
Log likelihood: -62.7049
Log likelihood: -64.8856
Log likelihood: -61.7565
Log likelihood: -71.2206
Log likelihood: -63.8449
Log likelihood: -61.5225
Completed simulation 200
Log likelihood: -62.7869
Log likelihood: -61.0765
Log likelihood: -61.5225
Log likelihood: -62.5324
Log likelihood: -65.6973
Log likelihood: -69.8296
Log likelihood: -63.0923
Log likelihood: -61.7459
Log likelihood: -66.0631
Log likelihood: -63.3345
Log likelihood: -66.1497
Log likelihood: -68.9846
Log likelihood: -68.875
Log likelihood: -65.7746
Log likelihood: -66.1497
Log likelihood: -64.023
Log likelihood: -63.5306
Log likelihood: -60.1072
Log likelihood: -65.4477
Log likelihood: -64.3682
Log likelihood: -64.3682
Log likelihood: -65.6667
Log likelihood: -68.875
Log likelihood: -70.0104
Log likelihood: -63.6046
Log likelihood: -64.223
Log likelihood: -61.6838
Log likelihood: -61.5225
Log likelihood: -67.7664
Log likelihood: -70.0793
Log likelihood: -61.9671
Log likelihood: -77.6029
Log likelihood: -64.5876
Log likelihood: -66.616
Log likelihood: -66.0817
Log likelihood: -61.2578
Log likelihood: -70.6329
Log likelihood: -64.908
Log likelihood: -61.5225
Log likelihood: -64.3682
Log likelihood: -61.5225
Log likelihood: -61.5225
Log likelihood: -64.3682
Log likelihood: -63.558
Log likelihood: -60.9351
Log likelihood: -66.1497
Log likelihood: -66.2836
Log likelihood: -61.5225
Log likelihood: -66.7874
Log likelihood: -64.1535
Log likelihood: -62.8234
Log likelihood: -61.3669
Log likelihood: -61.5225
Log likelihood: -62.3857
Log likelihood: -66.1497
Log likelihood: -63.3669
Log likelihood: -61.9268
Log likelihood: -64.9175
Log likelihood: -62.7106
Log likelihood: -63.0947
Log likelihood: -63.1177
Log likelihood: -61.8991
Log likelihood: -62.5324
Log likelihood: -63.4774
Log likelihood: -60.427
Log likelihood: -68.7769
Log likelihood: -61.5225
Log likelihood: -61.5225
Log likelihood: -61.5225
Log likelihood: -60.7403
Log likelihood: -60.709
Log likelihood: -62.2184
Log likelihood: -61.5225
Log likelihood: -67.2384
Log likelihood: -63.805
Log likelihood: -73.5473
Log likelihood: -62.3484
Log likelihood: -62.5324
Log likelihood: -63.3669
Log likelihood: -65.4
Log likelihood: -69.1106
Log likelihood: -65.7746
Log likelihood: -69.5104
Log likelihood: -61.5225
Log likelihood: -63.4698
Log likelihood: -69.5104
Log likelihood: -65.0963
Log likelihood: -63.6046
Log likelihood: -69.1106
Log likelihood: -65.7406
Log likelihood: -70.0793
Log likelihood: -65.2226
Log likelihood: -66.9187
Log likelihood: -69.8927
Log likelihood: -63.3144
Log likelihood: -66.8025
Log likelihood: -66.0817
Log likelihood: -66.2462
Log likelihood: -68.739
Log likelihood: -65.7746
Completed simulation 300
Log likelihood: -61.5225
Log likelihood: -64.4019
Log likelihood: -63.5971
Log likelihood: -67.5747
Log likelihood: -65.9178
Log likelihood: -69.5104
Log likelihood: -61.9749
Log likelihood: -66.4308
Log likelihood: -63.7637
Log likelihood: -63.4839
Log likelihood: -65.656
Log likelihood: -64.6806
Log likelihood: -67.5315
Log likelihood: -61.5225
Log likelihood: -61.5913
Log likelihood: -61.6425
Log likelihood: -65.4
Log likelihood: -65.173
Log likelihood: -62.0772
Log likelihood: -62.5985
Log likelihood: -64.023
Log likelihood: -61.4742
Log likelihood: -63.4698
Log likelihood: -62.9422
Log likelihood: -66.0817
Log likelihood: -61.6339
Log likelihood: -61.0719
Log likelihood: -63.5306
Log likelihood: -66.2836
Log likelihood: -61.316
Log likelihood: -66.0817
Log likelihood: -61.5225
Log likelihood: -64.7324
Log likelihood: -61.5225
Log likelihood: -63.035
Log likelihood: -67.9801
Log likelihood: -66.0965
Log likelihood: -61.6295
Log likelihood: -64.85
Log likelihood: -63.1903
Log likelihood: -72.5164
Log likelihood: -66.1497
Log likelihood: -63.2714
Log likelihood: -68.7769
Log likelihood: -71.2552
Log likelihood: -65.1617
Log likelihood: -63.7674
Log likelihood: -61.6838
Log likelihood: -70.0793
Log likelihood: -63.6795
Log likelihood: -63.4774
Log likelihood: -66.1045
Log likelihood: -65.4535
Log likelihood: -61.5225
Log likelihood: -66.0965
Log likelihood: -66.0631
Log likelihood: -66.1497
Log likelihood: -64.0891
Log likelihood: -61.5225
Log likelihood: -64.3682
Log likelihood: -62.1964
Log likelihood: -66.2904
Log likelihood: -61.9487
Log likelihood: -62.6269
Log likelihood: -62.7949
