Read input files
Log likelihood: -66.5276
Log likelihood: -67.2102
Log likelihood: -63.6334
Log likelihood: -71.488
Log likelihood: -69.2858
Log likelihood: -64.3033
Log likelihood: -65.6179
Log likelihood: -65.8214
Log likelihood: -63.1463
Log likelihood: -62.5851
Log likelihood: -63.6032
Log likelihood: -66.5276
Log likelihood: -65.5221
Log likelihood: -64.3033
Log likelihood: -65.5221
Log likelihood: -64.3033
Log likelihood: -67.4501
Log likelihood: -72.0978
Log likelihood: -64.1044
Log likelihood: -69.2858
Log likelihood: -64.1508
Log likelihood: -65.5221
Log likelihood: -63.6334
Log likelihood: -65.1065
Log likelihood: -62.4581
Log likelihood: -67.5398
Log likelihood: -64.0027
Log likelihood: -66.5276
Log likelihood: -62.9233
Log likelihood: -73.4818
Log likelihood: -67.475
Log likelihood: -67.1324
Log likelihood: -66.4774
Log likelihood: -65.665
Log likelihood: -62.5356
Log likelihood: -68.3135
Log likelihood: -65.5221
Log likelihood: -66.2902
Log likelihood: -65.5221
Log likelihood: -68.8829
Log likelihood: -65.5221
Log likelihood: -65.5221
Log likelihood: -65.5221
Log likelihood: -65.665
Log likelihood: -65.8514
Log likelihood: -64.5345
Log likelihood: -68.5791
Log likelihood: -66.7833
Log likelihood: -62.1962
Log likelihood: -64.3033
Log likelihood: -67.3616
Log likelihood: -65.1799
Log likelihood: -71.4104
Log likelihood: -65.4196
Log likelihood: -62.4943
Log likelihood: -66.0335
Log likelihood: -64.8003
Log likelihood: -62.3624
Log likelihood: -70.6681
Log likelihood: -66.9087
Log likelihood: -65.6009
Log likelihood: -69.753
Log likelihood: -68.3242
Log likelihood: -64.9141
Log likelihood: -64.3033
Log likelihood: -71.2715
Log likelihood: -63.6334
Log likelihood: -73.3139
Log likelihood: -67.5201
Log likelihood: -66.6906
Log likelihood: -65.6632
Log likelihood: -70.6768
Log likelihood: -66.5276
Log likelihood: -65.5971
Log likelihood: -62.3672
Log likelihood: -75.8619
Log likelihood: -69.6506
Log likelihood: -65.3266
Log likelihood: -64.7559
Log likelihood: -68.2135
Log likelihood: -62.1962
Log likelihood: -67.4067
Log likelihood: -68.0323
Log likelihood: -63.0431
Log likelihood: -76.6755
Log likelihood: -66.8179
Log likelihood: -64.6177
Log likelihood: -64.7304
Log likelihood: -68.376
Log likelihood: -65.8478
Log likelihood: -67.5057
Log likelihood: -65.5221
Log likelihood: -68.3174
Log likelihood: -65.8576
Log likelihood: -67.2102
Log likelihood: -70.4324
Log likelihood: -65.4449
Log likelihood: -62.1962
Log likelihood: -62.4634
Log likelihood: -62.5851
Completed simulation 100
Log likelihood: -68.0145
Log likelihood: -68.1555
Log likelihood: -65.665
Log likelihood: -66.5276
Log likelihood: -68.8829
Log likelihood: -63.6334
Log likelihood: -66.8487
Log likelihood: -67.3231
Log likelihood: -65.5221
Log likelihood: -75.7388
Log likelihood: -63.6334
