Read input files
Log likelihood: -65.8769
Log likelihood: -66.6755
Log likelihood: -63.169
Log likelihood: -70.9755
Log likelihood: -68.6113
Log likelihood: -63.8332
Log likelihood: -65.043
Log likelihood: -65.3521
Log likelihood: -62.6228
Log likelihood: -62.1272
Log likelihood: -63.1497
Log likelihood: -65.8769
Log likelihood: -64.9024
Log likelihood: -63.8332
Log likelihood: -64.9024
Log likelihood: -63.8332
Log likelihood: -66.7965
Log likelihood: -71.42
Log likelihood: -63.5321
Log likelihood: -68.6113
Log likelihood: -63.6119
Log likelihood: -64.9024
Log likelihood: -63.169
Log likelihood: -64.4873
Log likelihood: -62.0063
Log likelihood: -66.977
Log likelihood: -63.5092
Log likelihood: -65.8769
Log likelihood: -62.4005
Log likelihood: -72.9545
Log likelihood: -66.9658
Log likelihood: -66.6023
Log likelihood: -65.9121
Log likelihood: -65.1058
Log likelihood: -62.012
Log likelihood: -67.8355
Log likelihood: -64.9024
Log likelihood: -65.8227
Log likelihood: -64.9024
Log likelihood: -68.2393
Log likelihood: -64.9024
Log likelihood: -64.9024
Log likelihood: -64.9024
Log likelihood: -65.1058
Log likelihood: -65.2771
Log likelihood: -64.012
Log likelihood: -68.1059
Log likelihood: -66.2287
Log likelihood: -61.7039
Log likelihood: -63.8332
Log likelihood: -66.826
Log likelihood: -64.6063
Log likelihood: -70.8443
Log likelihood: -64.9053
Log likelihood: -62.0306
Log likelihood: -65.6626
Log likelihood: -64.2643
Log likelihood: -61.9353
Log likelihood: -70.0751
Log likelihood: -66.2637
Log likelihood: -65.1625
Log likelihood: -69.129
Log likelihood: -67.7577
Log likelihood: -64.3871
Log likelihood: -63.8332
Log likelihood: -70.6313
Log likelihood: -63.169
Log likelihood: -72.9349
Log likelihood: -66.9247
Log likelihood: -66.0696
Log likelihood: -65.0521
Log likelihood: -70.0579
Log likelihood: -65.8769
Log likelihood: -64.9885
Log likelihood: -61.8288
Log likelihood: -75.2007
Log likelihood: -68.9568
Log likelihood: -64.7737
Log likelihood: -64.1652
Log likelihood: -67.6132
Log likelihood: -61.7039
Log likelihood: -66.8278
Log likelihood: -67.4361
Log likelihood: -62.5442
Log likelihood: -76.0804
Log likelihood: -66.3047
Log likelihood: -64.1329
Log likelihood: -64.2735
Log likelihood: -67.7726
Log likelihood: -65.314
Log likelihood: -66.9369
Log likelihood: -64.9024
Log likelihood: -67.7118
Log likelihood: -65.3335
Log likelihood: -66.6755
Log likelihood: -69.8198
Log likelihood: -64.8955
Log likelihood: -61.7039
Log likelihood: -62.008
Log likelihood: -62.1272
Completed simulation 100
Log likelihood: -67.4554
Log likelihood: -67.5826
Log likelihood: -65.1058
Log likelihood: -65.8769
Log likelihood: -68.2393
Log likelihood: -63.169
Log likelihood: -66.2542
Log likelihood: -66.6813
Log likelihood: -64.9024
Log likelihood: -75.0542
Log likelihood: -63.169
Log likelihood: -63.169
Log likelihood: -65.8769
Log likelihood: -71.9857
Log likelihood: -71.0547
Log likelihood: -65.3214
Log likelihood: -65.8769
Log likelihood: -68.6113
Log likelihood: -68.0739
Log likelihood: -71.9603
Log likelihood: -68.6113
Log likelihood: -66.2637
Log likelihood: -66.2542
Log likelihood: -65.3664
Log likelihood: -68.6046
Log likelihood: -64.8903
Log likelihood: -63.8332
Log likelihood: -63.9004
Log likelihood: -68.2201
Log likelihood: -65.3664
Log likelihood: -65.3214
Log likelihood: -66.6154
Log likelihood: -64.9024
Log likelihood: -63.3092
Log likelihood: -72.4582
Log likelihood: -65.314
Log likelihood: -65.1058
Log likelihood: -62.5404
Log likelihood: -67.6429
Log likelihood: -63.7958
Log likelihood: -63.4034
Log likelihood: -65.0724
Log likelihood: -65.4448
Log likelihood: -67.7118
Log likelihood: -64.9024
Log likelihood: -61.8114
Log likelihood: -64.9024
Log likelihood: -64.9024
Log likelihood: -64.1306
Log likelihood: -65.8769
Log likelihood: -70.8145
Log likelihood: -64.9024
Log likelihood: -67.7118
Log likelihood: -61.7204
Log likelihood: -67.5286
Log likelihood: -64.1329
Log likelihood: -65.8769
Log likelihood: -61.7039
