     0	     0	  0.502351	  0.596715	   0.63726	  0.653914	  0.654108	  0.634542	  0.585497	   0.51491	  0.439933	  0.374549	  0.321097	  0.276892	  0.237715	  0.203501	  0.174168	  0.149972	  0.131188	  0.118111	  0.109505	  0.104451	  0.102269	  0.102215	  0.103582	  0.105942	  0.109572	  0.114993	  0.120055	   0.12439	  0.128401	  0.131524	  0.136313	  0.139883	  0.142199	  0.146771	  0.150433	  0.153644	  0.157063	  0.159285	   0.16127	  0.163509	   0.16611
     1	     0	   0.41733	  0.505144	  0.546126	  0.566356	  0.572442	  0.563482	  0.531492	   0.47875	  0.413541	  0.350351	  0.296889	  0.253068	  0.215109	  0.182591	  0.155038	  0.132464	  0.114976	  0.102696	 0.0944643	 0.0894574	 0.0870299	 0.0864655	 0.0870801	 0.0885016	 0.0908726	 0.0945759	 0.0981394	  0.101133	  0.103919	  0.106177	  0.109667	  0.112034	  0.113776	  0.117442	    0.1205	  0.123381	  0.126183	  0.127848	  0.129249	  0.130749	  0.132413
     2	     0	  0.408233	  0.501312	  0.542746	  0.560271	  0.558853	  0.534654	  0.480821	  0.410402	   0.34121	  0.284385	  0.240214	  0.205069	  0.174626	  0.148593	  0.126464	  0.108308	 0.0942428	 0.0844002	 0.0778348	 0.0739334	 0.0721766	  0.071941	 0.0726632	  0.074051	 0.0761718	 0.0793547	 0.0826244	 0.0855985	 0.0883755	  0.090648	 0.0939118	 0.0961165	 0.0982066	  0.101994	  0.105292	  0.108703	  0.111851	  0.113776	  0.115455	  0.117175	  0.118997
     3	     0	  0.414614	   0.49957	  0.538733	  0.556463	   0.55767	   0.54014	   0.49756	  0.438494	  0.375359	  0.319387	   0.27353	  0.235818	  0.202474	  0.173366	  0.148329	  0.127605	   0.11145	  0.100105	 0.0925355	 0.0880452	 0.0860366	 0.0857767	 0.0866244	 0.0882356	 0.0906848	 0.0943175	 0.0979805	   0.10127	  0.104424	  0.107037	  0.110778	  0.113505	  0.115687	  0.119588	  0.122883	  0.126011	  0.128917	  0.130494	  0.131716	  0.132953	  0.134303
     4	     0	  0.493018	  0.579885	  0.617697	  0.631991	  0.627727	  0.601426	  0.547857	  0.480499	  0.414328	  0.357921	  0.311541	  0.272503	  0.236969	  0.205249	  0.177544	  0.154387	  0.136276	  0.123706	  0.115547	  0.110928	  0.109191	  0.109608	  0.111461	  0.114306	  0.118513	  0.124693	  0.130274	  0.134893	  0.139072	  0.142133	  0.147123	  0.150833	  0.153093	  0.157832	  0.161502	  0.164505	  0.167583	  0.169303	  0.170693	  0.172338	  0.174399
     5	     0	  0.462348	  0.555666	  0.596777	  0.614481	  0.615569	  0.597294	  0.551018	  0.484514	  0.413229	  0.350623	   0.29957	  0.257718	  0.220994	  0.189191	  0.162026	  0.139657	  0.122305	  0.110206	  0.102231	 0.0975996	 0.0956802	 0.0956961	 0.0969541	  0.099072	  0.102174	  0.106682	  0.111187	  0.115321	  0.119204	  0.122396	  0.126844	  0.130246	  0.132942	  0.137466	  0.141257	  0.144884	  0.148179	  0.149858	  0.151081	  0.152311	  0.153704
     6	     0	  0.450405	  0.544984	  0.586483	  0.603168	  0.600436	  0.574582	  0.519507	   0.44893	  0.379786	  0.321975	  0.275693	  0.237778	  0.204133	  0.174808	  0.149605	  0.128777	  0.112579	  0.101263	 0.0937764	 0.0893845	 0.0874983	 0.0874342	 0.0885523	  0.090484	 0.0933949	 0.0977032	  0.101881	   0.10551	  0.108865	  0.111574	  0.115595	  0.118418	  0.120563	   0.12473	  0.128216	   0.13172	   0.13514	  0.137209	  0.138948	  0.140766	  0.142754
     7	     0	  0.450405	  0.544984	  0.586483	  0.603168	  0.600436	  0.574582	  0.519507	   0.44893	  0.379786	  0.321975	  0.275693	  0.237778	  0.204133	  0.174808	  0.149605	  0.128777	  0.112579	  0.101263	 0.0937764	 0.0893845	 0.0874983	 0.0874342	 0.0885523	  0.090484	 0.0933949	 0.0977032	  0.101881	   0.10551	  0.108865	  0.111574	  0.115595	  0.118418	  0.120563	   0.12473	  0.128216	   0.13172	   0.13514	  0.137209	  0.138948	  0.140766	  0.142754
     8	     0	  0.328017	  0.392364	  0.422123	  0.436685	  0.439584	  0.429905	  0.402527	   0.36251	  0.315624	  0.270401	   0.23146	  0.198879	  0.170107	  0.145044	  0.123547	  0.105768	 0.0918778	 0.0820139	 0.0752881	 0.0711729	 0.0691523	 0.0685051	 0.0686836	 0.0694114	 0.0705027	 0.0720124	 0.0738706	 0.0758187	 0.0780053	 0.0801689	 0.0828731	 0.0849811	 0.0871861	 0.0903515	 0.0932045	 0.0962521	 0.0989787	  0.100479	  0.101594	  0.102505	  0.103288
     9	     0	  0.455618	  0.549786	  0.590198	  0.605327	  0.600115	  0.570104	  0.510073	  0.436822	  0.368259	  0.312557	  0.268541	  0.232619	  0.200722	  0.172773	  0.148608	  0.128533	   0.11287	   0.10194	 0.0947505	  0.090605	 0.0889353	 0.0890486	  0.090309	 0.0923618	 0.0953897	 0.0998569	  0.104153	  0.107939	  0.111412	  0.114133	  0.118284	  0.121347	  0.123745	  0.128215	  0.131936	  0.135588	  0.139098	  0.141184	  0.142908	  0.144688	  0.146638
