	       0.375624	     0.00967225	     0.00124953	     0.00489582	    -0.00636378	   -0.000148465	    -0.00806949	     -0.0147412	       0.132976	      0.0348609	      0.0383574
	              0	        0.75358	     -0.0203551	    -0.00493648	    -0.00313748	     0.00122143	    -0.00466447	    -0.00267566	      0.0422534	      0.0218371	     0.00619526
	              0	              0	       0.239104	     -0.0182343	     0.00434025	     0.00404695	     0.00137619	      0.0159234	     -0.0180022	     -0.0177138	     -0.0120026
	              0	              0	              0	       0.222586	   -0.000645855	    3.98969e-06	     0.00183777	    -0.00468655	     -0.0455177	    -0.00647963	    -0.00608247
	              0	              0	              0	              0	       0.061707	      0.0062443	      0.0104627	      0.0450054	      -0.118867	     -0.0593739	     -0.0642013
	              0	              0	              0	              0	              0	      0.0833221	   -0.000915748	     0.00584209	     -0.0664145	     -0.0110671	    -0.00425776
	              0	              0	              0	              0	              0	              0	      0.0593096	      0.0469219	      -0.143518	     -0.0501479	     -0.0573085
	              0	              0	              0	              0	              0	              0	              0	       0.264078	     -0.0974654	       -0.06067	     -0.0427975
	              0	              0	              0	              0	              0	              0	              0	              0	       0.818833	      0.0480526	      0.0481423
	              0	              0	              0	              0	              0	              0	              0	              0	              0	       0.293972	      0.0393698
	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	       0.232546
