	      0.0237617	     -0.0178795	    -0.00343084	     0.00131045	    -0.00152036	    -0.00275707	    -0.00120887	     0.00611174	    -0.00175301	    -0.00290841	     0.00247091
	     -0.0178795	      0.0870576	    0.000415802	   -0.000477998	     0.00130433	     0.00265103	     0.00397076	   -0.000371438	     -0.0467741	    -0.00908188	      0.0020115
	    -0.00343084	    0.000415802	     0.00190852	    -0.00109789	    2.28473e-05	     0.00027041	   -0.000481721	     -0.0023202	      0.0123707	     0.00225758	   -0.000218673
	     0.00131045	   -0.000477998	    -0.00109789	     0.00136119	   -2.93822e-05	   -3.93439e-05	   -3.07537e-05	   -0.000309336	    -0.00480148	    -0.00167478	    0.000837242
	    -0.00152036	     0.00130433	    2.28473e-05	   -2.93822e-05	    0.000672802	    0.000242637	     0.00027039	    2.60832e-05	    -0.00106402	   -6.51083e-05	   -0.000420666
	    -0.00275707	     0.00265103	     0.00027041	   -3.93439e-05	    0.000242637	    0.000579078	    0.000546711	   -0.000850192	    -0.00197768	    0.000246546	   -0.000390232
	    -0.00120887	     0.00397076	   -0.000481721	   -3.07537e-05	     0.00027039	    0.000546711	     0.00131568	     0.00114923	     -0.0102067	   -0.000584809	   -0.000716766
	     0.00611174	   -0.000371438	     -0.0023202	   -0.000309336	    2.60832e-05	   -0.000850192	     0.00114923	      0.0102789	     -0.0216844	     -0.0047369	    -0.00248609
	    -0.00175301	     -0.0467741	      0.0123707	    -0.00480148	    -0.00106402	    -0.00197768	     -0.0102067	     -0.0216844	       0.262032	      0.0278921	    -0.00689738
	    -0.00290841	    -0.00908188	     0.00225758	    -0.00167478	   -6.51083e-05	    0.000246546	   -0.000584809	     -0.0047369	      0.0278921	      0.0113451	     -0.0049114
	     0.00247091	      0.0020115	   -0.000218673	    0.000837242	   -0.000420666	   -0.000390232	   -0.000716766	    -0.00248609	    -0.00689738	     -0.0049114	     0.00748898
