Finished reading inputs
Log likelihood: -304.063
Completed simulation 1
Log likelihood: -852.975
Log likelihood: -11847.6
Log likelihood: -1578.88
Log likelihood: -598.352
Log likelihood: -1688.68
Log likelihood: -1129.87
Log likelihood: -1288.35
Log likelihood: -19835.7
Log likelihood: -3234.05
Log likelihood: -2248.71
Log likelihood: -206.08
Log likelihood: -40118.6
Log likelihood: -8445.9
Log likelihood: -896.628
Log likelihood: -5024.5
Log likelihood: -3136.42
Log likelihood: -641.828
Log likelihood: -977.87
Log likelihood: -4458.46
Log likelihood: -1633.78
Log likelihood: -1688.45
Log likelihood: -2638.02
Log likelihood: -11930.6
Log likelihood: -450.847
Log likelihood: -14919.3
Log likelihood: -276.684
Log likelihood: -11663
Log likelihood: -1782.93
Log likelihood: -1367.11
Log likelihood: -7285.83
Log likelihood: -1177.28
Log likelihood: -1290.58
Log likelihood: -2368.6
Log likelihood: -3836.16
Log likelihood: -8533
Log likelihood: -13959.8
Log likelihood: -515.77
Log likelihood: -410.411
Log likelihood: -18797.2
Log likelihood: -15552.3
Log likelihood: -7227.73
Log likelihood: -834.283
Log likelihood: -2074.84
Log likelihood: -876.153
Log likelihood: -3206.8
Log likelihood: -388.234
Log likelihood: -895.627
Log likelihood: -308.442
Log likelihood: -1083.36
Log likelihood: -2056.78
Log likelihood: -307.775
Log likelihood: -16903.6
Log likelihood: -974.338
Log likelihood: -1826.68
Log likelihood: -19061.3
Log likelihood: -5887.31
Log likelihood: -952.757
Log likelihood: -3905.69
Log likelihood: -1111.38
Log likelihood: -15571.9
Log likelihood: -6387.42
Log likelihood: -15574.5
Log likelihood: -731.556
Log likelihood: -8107.62
Log likelihood: -532.651
Log likelihood: -7563.7
Log likelihood: -9977.8
Log likelihood: -4746.17
Log likelihood: -13835.3
Log likelihood: -6972.88
Log likelihood: -3652.68
Log likelihood: -274.071
Log likelihood: -549.561
Log likelihood: -11282.7
Log likelihood: -4852.05
Log likelihood: -1000.31
Log likelihood: -14810.6
Log likelihood: -1930.64
Log likelihood: -700.666
Log likelihood: -1306.18
Log likelihood: -984.364
Log likelihood: -2601.48
Log likelihood: -1715.74
