    520301	    512616	    513613	    512728	    510957	    508281	    504816	    506715	    508034	    506762	    502800	    490708	    501531	    483897	    476637	    483584	    477813	    481518	    481936	    495768	    530120	    544422	    559117	    572186	    573112	    563924	    565867	    570904	    579643	    586999	    590115	    590826	    588340	    582714	    584038	    585806	    586611	    588477	    592973	    597563	    601693	    605368	    608599	    611468	    614061	    616500	    618939	    621504	    624295	    627025	    629653	    632093	    634209	    635874	    637068	    637807	    638103	    637983	    637465	    636564	    635330	    633842	    632177	    630408	    628604	    626829	    625139	    623546	    622060	    620711	    619509	
    503866	    507580	    500787	    501586	    500508	    498384	    495138	    493314	    493742	    493586	    490366	    483347	    479052	    489015	    470846	    463310	    469370	    462773	    465548	    465578	    479255	    513347	    529571	    545402	    559674	    562782	    555706	    557518	    562791	    571615	    579081	    582381	    583223	    580847	    575347	    577201	    578988	    578700	    580419	    585052	    589786	    594063	    597888	    601268	    604284	    607019	    609598	    612171	    614894	    617835	    620712	    623483	    626065	    628320	    630124	    631457	    632333	    632767	    632782	    632399	    631631	    630528	    629168	    627628	    625981	    624295	    622634	    621053	    619566	    618181	    616929	
    488611	    498557	    502271	    495732	    496140	    494653	    491967	    491761	    489031	    488063	    486634	    481759	    481885	    478147	    487712	    469419	    461582	    463372	    456775	    459373	    459286	    473160	    508470	    524814	    540854	    555571	    559386	    552256	    554256	    559561	    568372	    575860	    579195	    580039	    577672	    572442	    574358	    575702	    575316	    577091	    581780	    586568	    590899	    594777	    598207	    601273	    604057	    606684	    609331	    612124	    615133	    618075	    620910	    623553	    625869	    627734	    629126	    630062	    630554	    630626	    630299	    629586	    628538	    627232	    625743	    624146	    622509	    620894	    619358	    617914	    616570	
    471371	    486512	    496303	    500032	    493511	    493324	    491219	    489905	    488853	    485048	    482561	    479768	    480875	    480594	    477396	    486858	    468483	    457714	    459478	    452831	    455337	    455385	    470031	    505273	    521652	    537861	    552827	    557021	    550061	    552156	    557491	    566331	    573855	    577221	    578095	    575868	    570670	    572360	    573620	    573278	    575092	    579817	    584639	    589003	    592912	    596374	    599471	    602285	    604968	    607670	    610515	    613573	    616564	    619445	    622134	    624495	    626403	    627838	    628816	    629349	    629462	    629174	    628499	    627488	    626218	    624765	    623201	    621597	    620014	    618508	    617092	
    452217	    470240	    485238	    494983	    498676	    492112	    491277	    489692	    487634	    485690	    480769	    476733	    479546	    479820	    479215	    476603	    485978	    465387	    454643	    456336	    449656	    452233	    452730	    467417	    502635	    519096	    535468	    550993	    555289	    548453	    550627	    556020	    564911	    572481	    575897	    576848	    574631	    569329	    570962	    572241	    571926	    573764	    578508	    583349	    587730	    591656	    595133	    598245	    601102	    603826	    606566	    609448	    612542	    615567	    618482	    621203	    623596	    625534	    626999	    628005	    628566	    628706	    628445	    627796	    626810	    625564	    624134	    622593	    621010	    619448	    617962	
    434183	    451388	    469318	    484267	    493969	    497627	    491016	    490185	    488084	    485283	    482447	    476412	    477682	    479447	    479001	    478049	    475998	    483438	    462872	    452097	    453738	    447133	    449996	    450562	    465300	    500530	    517097	    533948	    549530	    553899	    547152	    549398	    554841	    563771	    571377	    574844	    575802	    573524	    568202	    569844	    571138	    570840	    572693	    577450	    582300	    586691	    590625	    594112	    597259	    600149	    602905	    605677	    608589	    611712	    614765	    617706	    620453	    622870	    624833	    626321	    627350	    627933	    628095	    627854	    627226	    626259	    625032	    623621	    622097	    620531	    618985	
    419448	    433477	    450639	    468532	    483445	    493116	    496749	    490560	    489213	    486607	    483071	    479353	    478236	    479007	    479833	    478607	    477294	    474046	    481417	    460829	    450036	    451710	    445404	    448325	    448953	    463745	    499021	    515776	    532668	    548289	    552709	    546040	    548346	    553824	    562779	    570413	    573885	    574809	    572530	    567216	    568866	    570171	    569886	    571749	    576514	    581369	    585765	    589704	    593222	    596399	    599318	    602102	    604900	    607838	    610985	    614061	    617025	    619794	    622232	    624215	    625723	    626771	    627374	    627553	    627330	    626719	    625769	    624558	    623162	    621653	    620101	
    410046	    418819	    432843	    449980	    467846	    482735	    492386	    495539	    490301	    488447	    485345	    481084	    481842	    480544	    480910	    480721	    478713	    475854	    472549	    479828	    459235	    448486	    450508	    444270	    447233	    447919	    462778	    497839	    514613	    531531	    547175	    551643	    545041	    547389	    552888	    561861	    569495	    572947	    573880	    571605	    566303	    567962	    569277	    569004	    570875	    575644	    580504	    584903	    588872	    592418	    595623	    598569	    601378	    604201	    607162	    610332	    613429	    616414	    619203	    621660	    623662	    625188	    626254	    626873	    627069	    626862	    626266	    625331	    624134	    622752	    621257	
    404526	    409474	    418265	    432274	    449393	    467241	    482113	    491295	    494440	    490157	    487803	    484210	    484429	    484777	    483375	    483257	    482060	    477714	    474795	    471416	    478630	    458083	    447784	    449854	    443657	    446660	    447414	    461712	    496760	    513538	    530469	    546139	    550650	    544099	    546478	    551998	    560965	    568580	    572040	    572975	    570710	    565420	    567089	    568414	    568149	    570027	    574800	    579663	    584092	    588089	    591662	    594893	    597863	    600697	    603543	    606526	    609717	    612834	    615839	    618646	    621121	    623141	    624684	    625766	    626401	    626613	    626421	    625839	    624918	    623735	    622366	
    400460	    403998	    408968	    417752	    431749	    448855	    466689	    480913	    490086	    493226	    489901	    487048	    488151	    488053	    488050	    486476	    485883	    481416	    477018	    474025	    470592	    477795	    457757	    447517	    449605	    443449	    446506	    446411	    460713	    495740	    512512	    529463	    545161	    549705	    543195	    545611	    551121	    560066	    567688	    571149	    572092	    569839	    564563	    566240	    567573	    567317	    569200	    573976	    578869	    583325	    587349	    590947	    594203	    597197	    600053	    602921	    605925	    609135	    612272	    615295	    618120	    620613	    622649	    624207	    625305	    625955	    626181	    626004	    625436	    624527	    623357	
