	      -0.439594	      -0.718149	       -4.73104	       -4.85847	       0.411435	         3.4494	        3.27827	        1.45329	       0.942744	       -6.21444	        2.17594	        -309.12
	       0.736562	      0.0324486	       -5.15145	       -4.43994	       0.173008	         3.5987	        3.02028	        1.62773	        1.25335	       -6.82736	        1.64441	       -355.238
	       0.142455	      -0.266765	        -4.4192	       -5.45689	         0.4923	        3.32345	        3.11082	        1.92123	        0.81553	       -8.64307	        1.92389	       -7851.22
	       0.980469	       -1.42641	       -3.66453	       -5.22685	       0.403318	        3.61823	        3.17312	       0.321121	       0.920363	       -6.82537	        1.40042	       -1106.48
	        0.11038	       -1.88919	       -4.15831	       -5.25827	        0.26117	        3.70712	        2.90359	        1.30831	      -0.305162	       -6.70948	        1.48485	        -569.27
	       0.297652	        2.38176	       -4.18831	       -4.59935	       0.384611	        3.40481	        3.12031	        1.44738	      -0.909175	        -6.1399	        1.93538	       -1970.54
	        1.33779	        2.03911	        -4.9542	       -4.39963	       0.269863	        3.42376	        3.02108	        1.60448	        1.34778	       -7.75701	        1.90482	       -196.385
	      0.0764976	      -0.537058	       -4.40153	       -4.89477	       0.171452	        3.62293	        2.98056	       0.928325	       0.107996	       -7.49456	        2.05461	       -227.162
	        1.16614	        1.35216	       -4.52533	       -5.64655	       0.176259	        3.36552	        2.98014	       0.919985	       0.816519	       -8.18739	        1.96791	       -18065.7
	      0.0188425	        1.15069	        -4.1015	       -5.60044	       0.185329	        3.67336	        3.08749	        1.88066	       -1.64278	       -7.10772	        1.12492	       -1104.48
	       0.570525	        0.81046	       -4.88126	       -4.49756	       0.319633	        3.55935	        2.97274	        1.40743	      -0.264178	        -7.1352	        0.99928	       -260.097
	      -0.436721	        3.47439	       -4.30064	       -4.97898	       0.248998	        3.56695	        3.04541	        1.24366	       -2.83036	       -6.85759	         2.3678	       -256.252
	    -0.00728674	        -1.5351	       -5.86621	       -5.18342	       0.367497	        3.62179	        3.09737	       0.933745	       -1.59287	       -7.99294	        1.57322	       -38578.7
	        1.22391	       -1.22802	       -4.51486	       -4.88384	       0.293217	        3.52791	        2.95634	        1.23775	       -1.84229	       -8.43421	        2.00228	       -4979.99
	       0.570318	       -2.00516	       -4.68489	       -4.02963	       0.181429	        3.65781	        3.21343	        1.79949	      -0.245595	       -7.61772	        1.51449	       -1137.58
	        2.03725	      -0.282302	       -4.04625	        -5.3237	       0.228127	         3.5824	        3.10406	       0.884373	        1.22089	       -6.71414	        0.71652	       -3208.75
	       0.218009	       -1.30097	       -3.93815	       -4.17777	       0.248384	        3.55131	        3.09289	       0.714257	        1.46989	       -6.46388	        1.43987	       -3345.99
	       0.108243	        1.39941	       -4.48344	       -4.67528	       0.232442	        3.55915	        2.93035	        1.91161	        2.30993	       -7.84113	        1.15032	       -169.636
	        2.44694	       0.296158	       -4.51784	        -4.7492	       0.159981	        3.45827	        3.17785	        1.52756	         2.9853	       -7.17057	        1.68832	       -427.016
	       0.389046	       -2.00841	       -3.63145	       -4.39612	       0.306877	        3.50405	        2.92977	        1.50055	        -2.9448	       -6.42022	        1.66996	       -4982.92
	       0.553364	      -0.602787	       -4.41501	       -4.88949	       0.166148	        3.69206	        3.08278	       0.647015	        1.31711	       -7.07964	        1.53674	         -534.1
	      0.0647649	       -0.32518	       -4.05194	       -4.93948	       0.156087	        3.47615	        3.13052	        1.16629	        3.23817	       -7.98787	         1.6758	       -754.325
	       0.653212	        3.50305	       -4.23902	        -4.1859	       0.147653	        3.49972	        3.29989	        1.45354	        2.51585	       -6.97757	        2.14613	       -2840.22
