Finished reading inputs
Log likelihood: -281.567
Completed simulation 1
Log likelihood: -382.768
Log likelihood: -7945.64
Log likelihood: -1110.52
Log likelihood: -558.974
Log likelihood: -1920.35
Log likelihood: -201.493
Log likelihood: -259.102
Log likelihood: -18081.6
Log likelihood: -1191.83
Log likelihood: -292.523
Log likelihood: -215.347
Log likelihood: -38589
Log likelihood: -5087.06
Log likelihood: -1108.04
Log likelihood: -3240.91
Log likelihood: -3320.74
Log likelihood: -165.36
Log likelihood: -400.072
Log likelihood: -4935.1
Log likelihood: -583.1
Log likelihood: -770.559
Log likelihood: -2800.68
Log likelihood: -9449.51
Log likelihood: -451.632
Log likelihood: -7912.19
Log likelihood: -421.737
Log likelihood: -4935.18
Log likelihood: -1599.69
Log likelihood: -269.889
Log likelihood: -2868.11
Log likelihood: -525.577
Log likelihood: -1135.86
Log likelihood: -865.995
Log likelihood: -1843.86
Log likelihood: -4484.45
Log likelihood: -11614.5
Log likelihood: -544.757
Log likelihood: -416.037
Log likelihood: -10350.7
Log likelihood: -11292.8
Log likelihood: -2686.41
Log likelihood: -242.633
Log likelihood: -181.952
Log likelihood: -900.827
Log likelihood: -1589.51
Log likelihood: -339.944
Log likelihood: -848.84
Log likelihood: -320.832
Log likelihood: -650.296
Log likelihood: -2463.93
Log likelihood: -478.954
Log likelihood: -15673.4
Log likelihood: -571.898
Log likelihood: -1252.27
Log likelihood: -14712.7
Log likelihood: -1720.71
Log likelihood: -1040.82
Log likelihood: -1342.52
Log likelihood: -1254.86
Log likelihood: -12359.2
Log likelihood: -1828.5
Log likelihood: -9962.8
Log likelihood: -694.277
Log likelihood: -6232.62
Log likelihood: -733.4
Log likelihood: -1916.4
Log likelihood: -6120.7
Log likelihood: -2332.09
Log likelihood: -6675.31
Log likelihood: -3031.42
Log likelihood: -944.588
Log likelihood: -300.703
Log likelihood: -865.721
Log likelihood: -5207.36
Log likelihood: -3037
Log likelihood: -1204.93
Log likelihood: -5165.5
Log likelihood: -1824.66
Log likelihood: -871.048
Log likelihood: -794.162
Log likelihood: -1321.59
Log likelihood: -398.48
Log likelihood: -1071.42
Log likelihood: -1759.8
Log likelihood: -3640.01
Log likelihood: -13553
Log likelihood: -1315.83
Log likelihood: -1167.76
Log likelihood: -4220.74
Log likelihood: -26246.7
Log likelihood: -13879.2
Log likelihood: -228.749
Log likelihood: -122.613
Log likelihood: -1641.2
Log likelihood: -6244.54
Log likelihood: -1690.16
Log likelihood: -1544.15
Log likelihood: -378.073
Log likelihood: -234.77
Log likelihood: -2979.89
Completed simulation 101
Log likelihood: -1424.56
Log likelihood: -268.829
Log likelihood: -661.132
Log likelihood: -3724.17
Log likelihood: -6921.9
Log likelihood: -3152.63
Log likelihood: -970.745
Log likelihood: -917.079
Log likelihood: -2072.39
Log likelihood: -718.487
Log likelihood: -4116.15
Log likelihood: -720.22
Log likelihood: -6800.89
Log likelihood: -3292.87
Log likelihood: -479.815
Log likelihood: -812.652
Log likelihood: -2246.05
Log likelihood: -3179.76
Log likelihood: -1888.95
Log likelihood: -323.099
Log likelihood: -594.976
Log likelihood: -967.841
Log likelihood: -1253.83
Log likelihood: -5166.64
Log likelihood: -384.81
Log likelihood: -660.806
Log likelihood: -568.852
Log likelihood: -2477.64
Log likelihood: -533.094
Log likelihood: -10067.1
Log likelihood: -3768.7
Log likelihood: -491.882
Log likelihood: -20865.7
Log likelihood: -466.924
Log likelihood: -3732.36
Log likelihood: -1055.4
Log likelihood: -232.634
Log likelihood: -25478.1
Log likelihood: -1312.93
Log likelihood: -7910.87
Log likelihood: -19910.7
Log likelihood: -741.66
Log likelihood: -1760.52
Log likelihood: -772.357
Log likelihood: -3393.95
Log likelihood: -442.696
Log likelihood: -1999.83
Log likelihood: -4216.76
Log likelihood: -3310.43
Log likelihood: -1076.3
Log likelihood: -3445.49
Log likelihood: -1566.95
Log likelihood: -4690.55
Log likelihood: -327.55
Log likelihood: -379.347
Log likelihood: -1026.84
Log likelihood: -622.374
Log likelihood: -2314.83
Log likelihood: -3148.88
Log likelihood: -1006.88
Log likelihood: -367.73
Log likelihood: -3026.53
Log likelihood: -12663
Log likelihood: -4485.97
Log likelihood: -17513
Log likelihood: -15741.7
Log likelihood: -1041.24
Log likelihood: -1392.28
Log likelihood: -866.228
Log likelihood: -476.775
Log likelihood: -1106.9
Log likelihood: -968.792
Log likelihood: -562.788
Log likelihood: -11866.2
Log likelihood: -1960.44
Log likelihood: -16352.3
Log likelihood: -351.567
Log likelihood: -2850.6
Log likelihood: -191.517
Log likelihood: -114.731
Log likelihood: -1475.68
Log likelihood: -244.818
Log likelihood: -1219.5
Log likelihood: -3194.12
Log likelihood: -1264.21
Log likelihood: -5498.06
Log likelihood: -1118.21
Log likelihood: -23707.9
Log likelihood: -1629.01
Log likelihood: -493.498
Log likelihood: -109.984
Log likelihood: -615.678
Log likelihood: -743.988
Log likelihood: -956.696
Log likelihood: -12458.6
Log likelihood: -17497.4
Log likelihood: -3023.93
Log likelihood: -11896.6
Log likelihood: -3868.31
Log likelihood: -1096.83
Completed simulation 201
Log likelihood: -5534.64
Log likelihood: -614.063
Log likelihood: -3727.11
Log likelihood: -2634
Log likelihood: -641.003
Log likelihood: -508.842
Log likelihood: -260.915
Log likelihood: -8295.94
Log likelihood: -745.868
Log likelihood: -2758.54
Log likelihood: -15415.4
Log likelihood: -2398.51
Log likelihood: -1021.21
Log likelihood: -1038.39
Log likelihood: -5008.46
Log likelihood: -663.428
Log likelihood: -4280.33
Log likelihood: -5016.96
Log likelihood: -4638.88
Log likelihood: -1136.07
Log likelihood: -2536.32
Log likelihood: -569.708
Log likelihood: -22181.4
Log likelihood: -2163.52
Log likelihood: -545.216
Log likelihood: -127.043
Log likelihood: -6564.2
Log likelihood: -1214.83
Log likelihood: -956.553
Log likelihood: -788.895
Log likelihood: -298.884
Log likelihood: -13607
Log likelihood: -19044.1
Log likelihood: -528.323
