Read input files
Log likelihood: -64.0344
Log likelihood: -67.1018
Log likelihood: -67.4566
Log likelihood: -71.526
Log likelihood: -67.2671
Log likelihood: -65.0922
Log likelihood: -68.3533
Log likelihood: -66.3338
Log likelihood: -68.5779
Log likelihood: -67.5033
Log likelihood: -69.2841
Log likelihood: -65.5861
Log likelihood: -62.5352
Log likelihood: -64.3422
Log likelihood: -68.1412
Log likelihood: -67.8656
Log likelihood: -65.1972
Log likelihood: -61.447
Log likelihood: -65.7056
Log likelihood: -68.3293
Log likelihood: -62.5297
Log likelihood: -67.1004
Log likelihood: -69.0811
Log likelihood: -65.7056
Log likelihood: -62.7736
Log likelihood: -62.0517
Log likelihood: -62.9751
Log likelihood: -65.7895
Log likelihood: -62.7985
Log likelihood: -68.2915
Log likelihood: -71.39
Log likelihood: -65.7056
Log likelihood: -65.4308
Log likelihood: -65.7488
Log likelihood: -60.7014
Log likelihood: -73.4121
Log likelihood: -62.5352
Log likelihood: -65.3538
Log likelihood: -65.184
Log likelihood: -62.715
Log likelihood: -67.6176
Log likelihood: -63.102
Log likelihood: -67.7903
Log likelihood: -69.2727
Log likelihood: -69.0776
Log likelihood: -62.715
Log likelihood: -65.1972
Log likelihood: -68.4068
Log likelihood: -67.817
Log likelihood: -72.197
Log likelihood: -64.8127
Log likelihood: -64.9325
Log likelihood: -69.6314
Log likelihood: -62.1731
Log likelihood: -67.3399
Log likelihood: -69.6314
Log likelihood: -64.2351
Log likelihood: -62.7985
Log likelihood: -65.0049
Log likelihood: -73.2558
Log likelihood: -68.4068
Log likelihood: -62.1726
Log likelihood: -65.98
Log likelihood: -60.7014
Log likelihood: -66.3333
Log likelihood: -64.5543
Log likelihood: -66.2878
Log likelihood: -68.463
Log likelihood: -65.7056
Log likelihood: -62.539
Log likelihood: -73.1836
Log likelihood: -67.6949
Log likelihood: -65.5764
Log likelihood: -65.1435
Log likelihood: -71.39
Log likelihood: -62.7736
Log likelihood: -65.7787
Log likelihood: -67.1018
Log likelihood: -67.1018
Log likelihood: -69.7429
Log likelihood: -67.7096
Log likelihood: -68.4068
Log likelihood: -64.4455
Log likelihood: -65.7056
Log likelihood: -63.7079
Log likelihood: -65.0542
Log likelihood: -64.2195
Log likelihood: -67.3399
Log likelihood: -69.3024
Log likelihood: -68.8171
Log likelihood: -66.2703
Log likelihood: -63.102
Log likelihood: -67.2771
Log likelihood: -69.6314
Log likelihood: -67.1018
Log likelihood: -66.0974
Log likelihood: -65.7664
Log likelihood: -66.5691
Log likelihood: -64.8192
Log likelihood: -66.8364
Completed simulation 100
Log likelihood: -63.7079
Log likelihood: -69.6314
Log likelihood: -63.5254
Log likelihood: -64.9045
Log likelihood: -62.715
Log likelihood: -63.9586
Log likelihood: -67.3399
Log likelihood: -69.6314
Log likelihood: -62.9989
Log likelihood: -67.1018
Log likelihood: -63.9586
Log likelihood: -62.4522
Log likelihood: -65.7895
Log likelihood: -67.3399
Log likelihood: -67.3399
Log likelihood: -67.1018
Log likelihood: -65.5861
Log likelihood: -68.3293
Log likelihood: -66.1609
Log likelihood: -71.39
Log likelihood: -68.1629
Log likelihood: -70.8584
Log likelihood: -67.3399
Log likelihood: -73.0222
Log likelihood: -65.0099
Log likelihood: -69.3931
Log likelihood: -66.6822
Log likelihood: -65.4479
Log likelihood: -62.7985
Log likelihood: -64.1851
Log likelihood: -67.1018
Log likelihood: -66.3714
Log likelihood: -65.184
Log likelihood: -67.9157
Log likelihood: -68.3787
Log likelihood: -68.8171
Log likelihood: -68.6215
Log likelihood: -67.1018
Log likelihood: -64.9288
Log likelihood: -67.6918
Log likelihood: -63.6028
Log likelihood: -60.7014
Log likelihood: -63.3236
Log likelihood: -67.2771
Log likelihood: -62.5352
Log likelihood: -62.8878
Log likelihood: -65.184
Log likelihood: -65.5742
Log likelihood: -65.138
Log likelihood: -62.5427
Log likelihood: -63.0866
Log likelihood: -61.5282
Log likelihood: -64.1832
Log likelihood: -63.3038
Log likelihood: -65.0082
Log likelihood: -62.4762
Log likelihood: -64.9045
Log likelihood: -67.817
Log likelihood: -67.1647
Log likelihood: -66.0275
Log likelihood: -67.1004
Log likelihood: -65.5764
Log likelihood: -62.4895
Log likelihood: -62.7736
Log likelihood: -65.2272
Log likelihood: -65.1435
Log likelihood: -66.6883
Log likelihood: -62.715
Log likelihood: -67.1018
Log likelihood: -63.8489
Log likelihood: -65.5764
Log likelihood: -64.5502
Log likelihood: -65.7529
Log likelihood: -73.6888
Log likelihood: -69.6314
Log likelihood: -65.7056
Log likelihood: -70.0309
Log likelihood: -66.3338
Log likelihood: -70.4452
Log likelihood: -61.8986
Log likelihood: -62.7722
Log likelihood: -65.7056
Log likelihood: -66.2801
Log likelihood: -63.9728
Log likelihood: -66.6931
Log likelihood: -67.1318
Log likelihood: -65.7678
Log likelihood: -60.7014
Log likelihood: -63.6313
Log likelihood: -67.817
Log likelihood: -71.526
Log likelihood: -67.1018
Log likelihood: -69.0495
Log likelihood: -66.5287
Log likelihood: -68.9151
Log likelihood: -63.7488
Log likelihood: -66.2878
Log likelihood: -63.1382
Log likelihood: -61.7338
Log likelihood: -67.817
Completed simulation 200
Log likelihood: -64.3178
Log likelihood: -65.7056
Log likelihood: -65.9004
Log likelihood: -61.8986
Log likelihood: -73.6888
Log likelihood: -62.715
Log likelihood: -63.4925
Log likelihood: -66.9349
Log likelihood: -62.715
Log likelihood: -67.1018
Log likelihood: -62.7895
Log likelihood: -67.2969
Log likelihood: -66.8035
Log likelihood: -62.217
Log likelihood: -63.1714
Log likelihood: -65.79
Log likelihood: -64.9147
Log likelihood: -63.5162
Log likelihood: -67.6949
Log likelihood: -62.5352
Log likelihood: -62.7506
Log likelihood: -66.6883
Log likelihood: -64.0145
Log likelihood: -66.2939
Log likelihood: -68.3119
Log likelihood: -63.6313
Log likelihood: -68.2735
Log likelihood: -62.0723
Log likelihood: -67.6782
Log likelihood: -68.359
Log likelihood: -71.526
Log likelihood: -63.9196
Log likelihood: -61.7137
Log likelihood: -64.2195
Log likelihood: -67.3399
Log likelihood: -66.6883
Log likelihood: -71.39
Log likelihood: -69.3931
Log likelihood: -67.817
Log likelihood: -63.102
