Finished reading inputs
Log likelihood: -1540.25
Completed simulation 1
Log likelihood: -2385.11
Log likelihood: -10574.7
Log likelihood: -1272.57
Log likelihood: -564.204
Log likelihood: -1594.3
Log likelihood: -1965.63
Log likelihood: -1665.57
Log likelihood: -19838.5
Log likelihood: -2842.51
Log likelihood: -1800.77
Log likelihood: -419.138
Log likelihood: -40837.2
Log likelihood: -8359.31
Log likelihood: -842.332
Log likelihood: -4177.82
Log likelihood: -3213
Log likelihood: -269.357
Log likelihood: -1469.8
Log likelihood: -4554
Log likelihood: -1774.9
Log likelihood: -909.962
Log likelihood: -2557.75
Log likelihood: -10346.6
Log likelihood: -416.144
Log likelihood: -17345.7
Log likelihood: -201.705
Log likelihood: -14640.4
Log likelihood: -1679.92
Log likelihood: -521.164
Log likelihood: -17046.3
Log likelihood: -12810.3
Log likelihood: -1174.8
Log likelihood: -16286.8
Log likelihood: -13889.2
Log likelihood: -7245.07
Log likelihood: -14113.8
Log likelihood: -1471.05
Log likelihood: -3205.41
Log likelihood: -20148.4
Log likelihood: -16537.2
Log likelihood: -17081.2
Log likelihood: -602.814
Log likelihood: -5055.41
Log likelihood: -865.986
Log likelihood: -3208.53
Log likelihood: -302.344
Log likelihood: -793.508
Log likelihood: -897.524
Log likelihood: -702.976
Log likelihood: -2100.11
Log likelihood: -278.708
Log likelihood: -17049.6
Log likelihood: -1360.9
Log likelihood: -2370.05
Log likelihood: -17291.6
Log likelihood: -12430.6
Log likelihood: -1017.1
Log likelihood: -5675.51
Log likelihood: -950.602
Log likelihood: -14936.6
Log likelihood: -7428.55
Log likelihood: -16354.3
Log likelihood: -677.101
Log likelihood: -8096.1
Log likelihood: -592.702
Log likelihood: -12881.4
Log likelihood: -9660.92
Log likelihood: -4378.33
Log likelihood: -18032.8
Log likelihood: -17806.5
Log likelihood: -1742.7
Log likelihood: -261.477
Log likelihood: -340.02
Log likelihood: -12865.9
Log likelihood: -5497.21
Log likelihood: -856.392
Log likelihood: -24712.6
Log likelihood: -1801.15
Log likelihood: -666.562
Log likelihood: -892.743
Log likelihood: -835.625
Log likelihood: -2506.33
Log likelihood: -1422.98
Log likelihood: -12765.7
Log likelihood: -6138.84
Log likelihood: -19800.1
Log likelihood: -1122.52
Log likelihood: -1023.67
Log likelihood: -6338.53
Log likelihood: -36098
Log likelihood: -27083.1
Log likelihood: -677.061
Log likelihood: -2057.88
Log likelihood: -1105.83
Log likelihood: -5920.57
Log likelihood: -1865.25
Log likelihood: -6431.93
Log likelihood: -1283.79
Log likelihood: -617.851
Log likelihood: -2885.9
Completed simulation 101
Log likelihood: -1502.41
Log likelihood: -898.684
Log likelihood: -4652.21
Log likelihood: -16044.9
Log likelihood: -8124
Log likelihood: -7124.67
