Read input files
Log likelihood: -63.0417
Log likelihood: -65.7187
Log likelihood: -65.6812
Log likelihood: -66.7689
Log likelihood: -64.406
Log likelihood: -71.0342
Log likelihood: -62.741
Log likelihood: -63.4574
Log likelihood: -63.4979
Log likelihood: -65.0261
Log likelihood: -68.0182
Log likelihood: -64.8529
Log likelihood: -62.6093
Log likelihood: -66.832
Log likelihood: -64.5479
Log likelihood: -66.7803
Log likelihood: -71.1481
Log likelihood: -66.0194
Log likelihood: -70.6388
Log likelihood: -64.406
Log likelihood: -64.2886
Log likelihood: -68.389
Log likelihood: -63.7162
Log likelihood: -63.1669
Log likelihood: -67.1422
Log likelihood: -75.2802
Log likelihood: -64.3431
Log likelihood: -64.8529
Log likelihood: -61.2254
Log likelihood: -61.8017
Log likelihood: -71.6309
Log likelihood: -70.6388
Log likelihood: -68.2964
Log likelihood: -66.4433
Log likelihood: -63.9658
Log likelihood: -64.19
Log likelihood: -62.7138
Log likelihood: -64.1703
Log likelihood: -69.2654
Log likelihood: -66.4317
Log likelihood: -64.2216
Log likelihood: -69.7598
Log likelihood: -69.7598
Log likelihood: -70.7075
Log likelihood: -61.2254
Log likelihood: -67.0221
Log likelihood: -66.4708
Log likelihood: -65.6294
Log likelihood: -64.8529
Log likelihood: -63.4049
Log likelihood: -70.3158
Log likelihood: -64.5198
Log likelihood: -66.2856
Log likelihood: -66.0877
Log likelihood: -63.3233
Log likelihood: -67.5906
Log likelihood: -70.4663
Log likelihood: -61.2254
Log likelihood: -67.6837
Log likelihood: -66.5758
Log likelihood: -65.6294
Log likelihood: -62.5067
Log likelihood: -64.8892
Log likelihood: -63.9658
Log likelihood: -67.1012
Log likelihood: -64.559
Log likelihood: -69.3876
Log likelihood: -62.8153
Log likelihood: -70.6388
Log likelihood: -61.2254
Log likelihood: -64.406
Log likelihood: -62.1944
Log likelihood: -68.2968
Log likelihood: -61.2254
Log likelihood: -66.9933
Log likelihood: -62.5516
Log likelihood: -64.8529
Log likelihood: -64.094
Log likelihood: -63.777
Log likelihood: -63.7921
Log likelihood: -66.0031
Log likelihood: -65.6294
Log likelihood: -61.2254
Log likelihood: -70.6388
Log likelihood: -63.0531
Log likelihood: -66.1932
Log likelihood: -61.3263
Log likelihood: -66.8512
Log likelihood: -66.3981
Log likelihood: -64.1833
Log likelihood: -63.8486
Log likelihood: -69.7598
Log likelihood: -74.997
Log likelihood: -67.5906
Log likelihood: -68.874
Log likelihood: -63.4574
Log likelihood: -64.0441
Log likelihood: -63.8976
Log likelihood: -68.4833
Log likelihood: -63.5645
Completed simulation 100
Log likelihood: -74.8121
Log likelihood: -67.5906
Log likelihood: -70.7075
Log likelihood: -64.8529
Log likelihood: -62.0374
Log likelihood: -69.2851
Log likelihood: -63.3233
Log likelihood: -66.2856
Log likelihood: -65.6097
Log likelihood: -63.777
Log likelihood: -69.2851
Log likelihood: -65.6812
