cholIMIS 0
	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0
	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0
	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0
	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0
	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0
	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0
	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0
	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0
	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0
	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0
cholIMIS 1
	       0.550302	       0.242148	     -0.0351755	     -0.0312058	      0.0499847	     -0.0478085	     -0.0158517	       0.279333	       0.582074	       0.226911
	              0	       0.893469	     -0.0110839	    -0.00454775	      0.0180831	     -0.0144497	    -0.00644662	       0.102675	       0.163126	      0.0861579
	              0	              0	       0.256527	    -0.00139539	    -0.00611654	     0.00337331	     0.00408409	     -0.0264904	     -0.0372413	     -0.0255681
	              0	              0	              0	       0.223572	     -0.0055784	     0.00976085	     0.00216587	     -0.0527973	     -0.0937614	     -0.0384275
	              0	              0	              0	              0	      0.0789714	     -0.0325359	     -0.0109878	       0.182283	       0.274326	        0.14593
	              0	              0	              0	              0	              0	      0.0898778	     0.00146266	     -0.0708306	      -0.116207	       -0.05959
	              0	              0	              0	              0	              0	              0	      0.0575011	     -0.0193984	     -0.0459058	     -0.0203342
	              0	              0	              0	              0	              0	              0	              0	       0.291626	       0.176421	      0.0691848
	              0	              0	              0	              0	              0	              0	              0	              0	       0.922585	      0.0442274
	              0	              0	              0	              0	              0	              0	              0	              0	              0	       0.305874
cholIMIS 2
	       0.359257	      -0.155305	     -0.0135859	     -0.0238428	     0.00423025	     -0.0240999	     -0.0148698	       0.147353	       0.424352	      0.0571689
	              0	        1.04588	     -0.0227893	      -0.013685	      0.0518479	      0.0304646	     0.00452033	      0.0263443	      -0.554789	       0.179962
	              0	              0	       0.172721	    -0.00442893	    -0.00670564	     0.00323255	    -0.00115835	     0.00122696	     -0.0567042	     -0.0108523
	              0	              0	              0	       0.164936	    -0.00110827	     0.00275018	     0.00280032	     -0.0372336	     -0.0325749	     -0.0384959
	              0	              0	              0	              0	      0.0600843	    -0.00892494	     0.00134251	      0.0658273	      0.0481834	        0.10919
	              0	              0	              0	              0	              0	      0.0709322	      0.0025842	     -0.0741646	      -0.293869	     -0.0184176
	              0	              0	              0	              0	              0	              0	      0.0426571	     -0.0307441	     -0.0756472	     -0.0036545
	              0	              0	              0	              0	              0	              0	              0	       0.212227	       0.166349	      0.0304019
	              0	              0	              0	              0	              0	              0	              0	              0	       0.717782	    -0.00610082
	              0	              0	              0	              0	              0	              0	              0	              0	              0	       0.219611
cholIMIS 3
	       0.291712	     -0.0238756	     -0.0620342	      0.0422421	     -0.0173829	    -0.00237447	     0.00991372	      0.0108023	       0.178899	       0.118203
	              0	       0.595815	     0.00220814	     -0.0189553	      0.0174278	     0.00927308	    -0.00524574	      0.0279217	      -0.186881	      0.0437797
	              0	              0	       0.170538	     -0.0503597	      0.0187739	    -0.00355956	     -0.0131094	      0.0476856	     -0.0165076	     -0.0688888
