Read input files
Log likelihood: -63.6268
Log likelihood: -66.1833
Log likelihood: -66.1902
Log likelihood: -67.4104
Log likelihood: -64.8941
Log likelihood: -71.7984
Log likelihood: -63.299
Log likelihood: -64.0307
Log likelihood: -64.0285
Log likelihood: -65.5887
Log likelihood: -68.6511
Log likelihood: -65.2506
Log likelihood: -63.0676
Log likelihood: -67.5298
Log likelihood: -65.1547
Log likelihood: -67.3922
Log likelihood: -71.8214
Log likelihood: -66.6242
Log likelihood: -71.4069
Log likelihood: -64.8941
Log likelihood: -64.887
Log likelihood: -69.0118
Log likelihood: -64.3148
Log likelihood: -63.7168
Log likelihood: -67.8188
Log likelihood: -75.949
Log likelihood: -64.9516
Log likelihood: -65.2506
Log likelihood: -61.7203
Log likelihood: -62.3705
Log likelihood: -72.3236
Log likelihood: -71.4069
Log likelihood: -68.834
Log likelihood: -67.0685
Log likelihood: -64.5022
Log likelihood: -64.7855
Log likelihood: -63.2427
Log likelihood: -64.7753
Log likelihood: -69.8905
Log likelihood: -67.0351
Log likelihood: -64.8268
Log likelihood: -70.3594
Log likelihood: -70.3594
Log likelihood: -71.3612
Log likelihood: -61.7203
Log likelihood: -67.6686
Log likelihood: -66.8696
Log likelihood: -66.1347
Log likelihood: -65.2506
Log likelihood: -63.8741
Log likelihood: -70.9475
Log likelihood: -65.1675
Log likelihood: -66.9166
Log likelihood: -66.7206
Log likelihood: -63.9017
Log likelihood: -68.3
Log likelihood: -71.0008
Log likelihood: -61.7203
Log likelihood: -68.2799
Log likelihood: -67.0883
Log likelihood: -66.1347
Log likelihood: -63.055
Log likelihood: -65.4679
Log likelihood: -64.5022
Log likelihood: -67.7189
Log likelihood: -65.0423
Log likelihood: -70.0464
Log likelihood: -63.2874
Log likelihood: -71.4069
Log likelihood: -61.7203
Log likelihood: -64.8941
Log likelihood: -62.6753
Log likelihood: -68.8141
Log likelihood: -61.7203
Log likelihood: -67.587
Log likelihood: -63.0713
Log likelihood: -65.2506
Log likelihood: -64.5965
Log likelihood: -64.1662
Log likelihood: -64.2844
Log likelihood: -66.6472
Log likelihood: -66.1347
Log likelihood: -61.7203
Log likelihood: -71.4069
Log likelihood: -63.6701
Log likelihood: -66.8014
Log likelihood: -61.85
Log likelihood: -67.5194
Log likelihood: -67.0505
Log likelihood: -64.7728
Log likelihood: -64.3109
Log likelihood: -70.3594
Log likelihood: -75.6572
Log likelihood: -68.3
Log likelihood: -69.5457
Log likelihood: -64.0307
Log likelihood: -64.533
Log likelihood: -64.4542
Log likelihood: -69.1779
Log likelihood: -64.0564
Completed simulation 100
Log likelihood: -75.54
Log likelihood: -68.3
Log likelihood: -71.3612
Log likelihood: -65.2506
Log likelihood: -62.5677
Log likelihood: -69.8499
Log likelihood: -63.9017
Log likelihood: -66.9166
Log likelihood: -66.2658
Log likelihood: -64.1662
Log likelihood: -69.8499
Log likelihood: -66.1902
Log likelihood: -65.2506
Log likelihood: -67.5194
Log likelihood: -63.9017
Log likelihood: -64.5965
Log likelihood: -65.2506
Log likelihood: -64.8941
Log likelihood: -68.0924
Log likelihood: -64.0629
Log likelihood: -72.7316
Log likelihood: -69.5603
Log likelihood: -63.9017
Log likelihood: -63.9004
Log likelihood: -66.3359
Log likelihood: -64.5022
Log likelihood: -63.0968
Log likelihood: -67.2832
Log likelihood: -61.7203
Log likelihood: -63.9004
Log likelihood: -64.5965
Log likelihood: -66.0805
Log likelihood: -67.972
Log likelihood: -65.2506
Log likelihood: -61.0275
Log likelihood: -67.5968
Log likelihood: -72.3652
Log likelihood: -64.1662
Log likelihood: -66.9439
Log likelihood: -69.0844
Log likelihood: -74.0665
Log likelihood: -64.5022
Log likelihood: -71.4069
Log likelihood: -75.6572
Log likelihood: -63.2427
Log likelihood: -61.4365
Log likelihood: -67.7536
Log likelihood: -74.6545
Log likelihood: -68.0509
Log likelihood: -65.2506
Log likelihood: -64.7771
Log likelihood: -70.3594
Log likelihood: -75.6572
Log likelihood: -66.0805
Log likelihood: -64.2113
Log likelihood: -63.6446
Log likelihood: -65.2506
Log likelihood: -65.2506
Log likelihood: -64.1782
Log likelihood: -69.1205
Log likelihood: -64.1467
Log likelihood: -70.6698
Log likelihood: -66.7671
Log likelihood: -67.8188
Log likelihood: -68.0815
Log likelihood: -61.7203
Log likelihood: -70.6015
Log likelihood: -68.06
Log likelihood: -69.4774
Log likelihood: -64.0285
Log likelihood: -66.3208
Log likelihood: -61.4365
Log likelihood: -72.0311
Log likelihood: -68.8854
Log likelihood: -66.9166
Log likelihood: -71.4069
Log likelihood: -63.6991
Log likelihood: -64.0307
Log likelihood: -68.9399
Log likelihood: -64.5022
Log likelihood: -71.4069
Log likelihood: -62.8832
Log likelihood: -65.4847
Log likelihood: -65.9662
Log likelihood: -68.6367
Log likelihood: -66.2658
Log likelihood: -66.6242
Log likelihood: -64.5022
Log likelihood: -61.7203
Log likelihood: -65.2506
Log likelihood: -67.4104
Log likelihood: -68.0347
Log likelihood: -63.6599
Log likelihood: -65.1675
Log likelihood: -64.6777
Log likelihood: -66.7206
Log likelihood: -69.9291
Log likelihood: -69.1013
Log likelihood: -65.2506
Log likelihood: -65.2506
Completed simulation 200
Log likelihood: -70.0895
Log likelihood: -71.4069
Log likelihood: -65.2506
Log likelihood: -64.5022
Log likelihood: -64.0248
Log likelihood: -62.5677
Log likelihood: -67.0423
Log likelihood: -66.8377
Log likelihood: -67.6686
Log likelihood: -68.1351
Log likelihood: -61.7203
Log likelihood: -63.0407
Log likelihood: -64.7753
Log likelihood: -75.949
Log likelihood: -61.7203
Log likelihood: -63.2796
Log likelihood: -65.2506
Log likelihood: -80.279
Log likelihood: -62.6753
Log likelihood: -67.1586
Log likelihood: -66.2658
Log likelihood: -69.5722
Log likelihood: -64.7753
Log likelihood: -65.6376
Log likelihood: -63.2967
Log likelihood: -61.7203
Log likelihood: -63.2874
Log likelihood: -62.7483
Log likelihood: -69.4708
Log likelihood: -64.0508
Log likelihood: -66.4057
Log likelihood: -66.697
Log likelihood: -65.4884
Log likelihood: -61.85
Log likelihood: -63.9017
Log likelihood: -64.8193
Log likelihood: -67.587
Log likelihood: -64.5022
Log likelihood: -65.2506
Log likelihood: -70.3594
Log likelihood: -65.2506
Log likelihood: -66.9681
Log likelihood: -62.6828
Log likelihood: -66.2658
Log likelihood: -70.3594
Log likelihood: -61.7203
Log likelihood: -64.5716
Log likelihood: -66.6472
Log likelihood: -61.85
Log likelihood: -65.199
Log likelihood: -65.0203
Log likelihood: -61.4365
Log likelihood: -64.3439
Log likelihood: -63.9017
Log likelihood: -65.2922
Log likelihood: -68.9399
Log likelihood: -65.2083
Log likelihood: -66.4246
Log likelihood: -67.6686
Log likelihood: -65.2506
Log likelihood: -66.3916
Log likelihood: -62.9255
Log likelihood: -64.0564
Log likelihood: -70.2523
Log likelihood: -66.6042
Log likelihood: -64.0307
Log likelihood: -65.2506
Log likelihood: -75.9913
Log likelihood: -66.6472
Log likelihood: -67.6486
Log likelihood: -71.4994
Log likelihood: -67.1022
Log likelihood: -68.2931
Log likelihood: -61.4365
Log likelihood: -71.6294
Log likelihood: -61.7203
Log likelihood: -65.0918
Log likelihood: -64.5022
Log likelihood: -68.9399
Log likelihood: -68.6511
Log likelihood: -68.3088
Log likelihood: -67.5194
Log likelihood: -64.9691
Log likelihood: -65.2506
Log likelihood: -63.3061
Log likelihood: -64.9691
Log likelihood: -64.5965
Log likelihood: -71.391
Log likelihood: -64.4815
Log likelihood: -64.4674
Log likelihood: -64.1933
Log likelihood: -66.2171
Log likelihood: -71.3612
Log likelihood: -67.947
Log likelihood: -70.1236
Log likelihood: -75.54
Log likelihood: -63.9017
Log likelihood: -65.7669
Log likelihood: -71.3612
Log likelihood: -67.5194
Completed simulation 300
Log likelihood: -65.2506
Log likelihood: -64.2844
Log likelihood: -79.9469
Log likelihood: -61.7203
Log likelihood: -66.7206
Log likelihood: -64.9691
Log likelihood: -74.5858
Log likelihood: -69.8
Log likelihood: -66.3197
Log likelihood: -66.4976
Log likelihood: -68.0712
Log likelihood: -69.9615
Log likelihood: -66.9166
Log likelihood: -67.3785
Log likelihood: -68.2102
Log likelihood: -71.3611
Log likelihood: -68.6511
Log likelihood: -66.4313
Log likelihood: -71.2594
Log likelihood: -68.6511
Log likelihood: -63.2796
Log likelihood: -64.5336
Log likelihood: -65.2506
Log likelihood: -66.9113
