Read input files
Log likelihood: -70.1215
Log likelihood: -69.6082
Log likelihood: -69.5667
Log likelihood: -69.4148
Log likelihood: -69.4333
Log likelihood: -68.1938
Log likelihood: -69.4174
Log likelihood: -69.5153
Log likelihood: -71.053
Log likelihood: -70.1996
Log likelihood: -67.3465
Log likelihood: -69.9594
Log likelihood: -69.744
Log likelihood: -65.4619
Log likelihood: -79.6663
Log likelihood: -65.1036
Log likelihood: -69.356
Log likelihood: -74.5113
Log likelihood: -66.9787
Log likelihood: -67.637
Log likelihood: -66.7158
Log likelihood: -69.514
Log likelihood: -68.3153
Log likelihood: -66.5776
Log likelihood: -72.1203
Log likelihood: -67.6211
Log likelihood: -71.6538
Log likelihood: -69.9594
Log likelihood: -70.5702
Log likelihood: -70.9293
Log likelihood: -71.5778
Log likelihood: -66.9787
Log likelihood: -73.6931
Log likelihood: -74.465
Log likelihood: -65.2362
Log likelihood: -71.4273
Log likelihood: -69.744
Log likelihood: -70.7525
Log likelihood: -69.744
Log likelihood: -69.2144
Log likelihood: -71.8615
Log likelihood: -71.8449
Log likelihood: -69.8209
Log likelihood: -74.465
Log likelihood: -70.5702
Log likelihood: -71.3775
Log likelihood: -69.356
Log likelihood: -68.5354
Log likelihood: -72.3598
Log likelihood: -68.1938
Log likelihood: -67.2321
Log likelihood: -67.8298
Log likelihood: -79.5841
Log likelihood: -74.7223
Log likelihood: -65.661
Log likelihood: -72.6006
Log likelihood: -70.0617
Log likelihood: -70.5702
Log likelihood: -69.053
Log likelihood: -72.2372
Log likelihood: -68.5354
Log likelihood: -69.9372
Log likelihood: -70.6019
Log likelihood: -66.9323
Log likelihood: -65.1036
Log likelihood: -68.5288
Log likelihood: -68.666
Log likelihood: -71.053
Log likelihood: -68.7123
Log likelihood: -70.5702
Log likelihood: -66.2763
Log likelihood: -70.6542
Log likelihood: -69.4549
Log likelihood: -70.5702
Log likelihood: -69.722
Log likelihood: -71.6538
Log likelihood: -68.7059
Log likelihood: -70.7867
Log likelihood: -72.2372
Log likelihood: -68.8811
Log likelihood: -69.0652
Log likelihood: -68.5354
Log likelihood: -70.5702
Log likelihood: -66.9787
Log likelihood: -66.3367
Log likelihood: -71.5624
Log likelihood: -73.0189
Log likelihood: -68.919
Log likelihood: -69.3335
Log likelihood: -80.5232
Log likelihood: -73.5267
Log likelihood: -74.3488
Log likelihood: -73.0629
Log likelihood: -66.9987
Log likelihood: -69.6082
Log likelihood: -69.5153
Log likelihood: -69.6111
Log likelihood: -70.736
Log likelihood: -67.6986
Log likelihood: -65.7404
Completed simulation 100
Log likelihood: -71.6538
Log likelihood: -69.1666
Log likelihood: -74.465
Log likelihood: -69.9594
Log likelihood: -70.1285
Log likelihood: -70.0325
Log likelihood: -66.7798
Log likelihood: -79.5841
Log likelihood: -74.6592
Log likelihood: -68.1089
Log likelihood: -70.0325
Log likelihood: -72.2012
Log likelihood: -69.9594
Log likelihood: -69.149
Log likelihood: -66.4104
Log likelihood: -74.0929
Log likelihood: -69.9594
Log likelihood: -68.9411
Log likelihood: -73.7458
Log likelihood: -72.5558
Log likelihood: -73.8594
Log likelihood: -72.2372
Log likelihood: -65.661
Log likelihood: -70.6434
Log likelihood: -75.5524
Log likelihood: -66.2315
Log likelihood: -65.1036
Log likelihood: -70.9066
Log likelihood: -70.5702
Log likelihood: -70.6434
Log likelihood: -74.0929
Log likelihood: -67.5721
Log likelihood: -73.0845
Log likelihood: -69.9495
Log likelihood: -76.9821
Log likelihood: -80.5232
Log likelihood: -74.465
Log likelihood: -72.2372
Log likelihood: -73.3235
Log likelihood: -69.2963
Log likelihood: -67.9566
Log likelihood: -64.3721
Log likelihood: -67.3391
Log likelihood: -72.6422
Log likelihood: -69.744
Log likelihood: -71.4102
Log likelihood: -69.744
Log likelihood: -73.3125
Log likelihood: -68.0095
Log likelihood: -69.9594
Log likelihood: -66.9323
Log likelihood: -75.31
Log likelihood: -71.6951
Log likelihood: -67.5721
Log likelihood: -67.2273
Log likelihood: -68.4954
Log likelihood: -69.9594
Log likelihood: -72.2637
Log likelihood: -65.2892
Log likelihood: -67.0533
Log likelihood: -69.514
Log likelihood: -69.4549
Log likelihood: -74.465
Log likelihood: -66.6912
Log likelihood: -68.6005
Log likelihood: -70.5702
Log likelihood: -68.8811
Log likelihood: -69.2144
Log likelihood: -70.4207
Log likelihood: -71.053
Log likelihood: -70.1864
Log likelihood: -67.5095
Log likelihood: -74.465
Log likelihood: -65.1036
Log likelihood: -79.5841
Log likelihood: -66.9787
Log likelihood: -67.2273
Log likelihood: -69.5153
Log likelihood: -68.3705
Log likelihood: -67.2493
Log likelihood: -65.5103
Log likelihood: -69.3219
Log likelihood: -70.1285
Log likelihood: -70.606
Log likelihood: -71.8377
Log likelihood: -74.6592
Log likelihood: -71.8731
Log likelihood: -67.0318
Log likelihood: -70.5702
Log likelihood: -71.1868
Log likelihood: -69.4148
Log likelihood: -74.4754
Log likelihood: -66.3906
Log likelihood: -67.8298
Log likelihood: -68.0801
Log likelihood: -67.2273
Log likelihood: -74.4288
Log likelihood: -69.5153
Log likelihood: -69.9594
Log likelihood: -71.1868
Completed simulation 200
Log likelihood: -68.9561
Log likelihood: -66.9787
Log likelihood: -76.1464
Log likelihood: -65.8652
Log likelihood: -65.1036
Log likelihood: -70.1285
Log likelihood: -67.7057
Log likelihood: -67.2273
Log likelihood: -71.3775
Log likelihood: -74.4754
Log likelihood: -73.2088
Log likelihood: -69.5023
Log likelihood: -69.2587
Log likelihood: -66.7158
Log likelihood: -75.1508
Log likelihood: -70.4992
Log likelihood: -69.9594
Log likelihood: -65.7575
Log likelihood: -66.1315
Log likelihood: -69.744
Log likelihood: -74.6592
Log likelihood: -68.8811
Log likelihood: -73.602
Log likelihood: -73.9874
Log likelihood: -69.3544
Log likelihood: -70.5702
Log likelihood: -71.053
Log likelihood: -74.4352
Log likelihood: -71.5809
Log likelihood: -69.4426
Log likelihood: -67.5981
Log likelihood: -69.4148
Log likelihood: -74.5113
Log likelihood: -73.8745
Log likelihood: -71.5633
Log likelihood: -68.8811
Log likelihood: -76.2751
Log likelihood: -66.2315
Log likelihood: -69.6711
Log likelihood: -71.8449
Log likelihood: -71.1868
Log likelihood: -71.849
Log likelihood: -69.744
Log likelihood: -74.6592
Log likelihood: -75.31
Log likelihood: -75.1508
Log likelihood: -70.4129
Log likelihood: -68.2768
Log likelihood: -65.7173
Log likelihood: -72.1906
Log likelihood: -68.6005
Log likelihood: -65.3765
Log likelihood: -74.8185
Log likelihood: -65.661
Log likelihood: -80.1478
Log likelihood: -68.3705
Log likelihood: -68.6222
Log likelihood: -69.4148
Log likelihood: -71.3775
Log likelihood: -69.9594
Log likelihood: -73.7458
Log likelihood: -70.8509
Log likelihood: -65.7404
Log likelihood: -67.8298
Log likelihood: -68.6005
Log likelihood: -69.5153
Log likelihood: -69.6711
Log likelihood: -68.1277
Log likelihood: -68.2768
Log likelihood: -69.514
Log likelihood: -67.0533
Log likelihood: -71.6538
Log likelihood: -67.5721
Log likelihood: -67.5351
