	      0.0298641	    -0.00516098	    -0.00289841	    4.08424e-05	     0.00131969	    -0.00143626	    -0.00051682	    0.000445624	    -0.00950134	     0.00277285
	    -0.00516098	       0.091405	   -0.000682762	   -0.000503803	     0.00318191	   -0.000374221	    -0.00131843	     0.00949693	      0.0483696	     -0.0185112
	    -0.00289841	   -0.000682762	     0.00110782	   -0.000735799	    -0.00019686	       0.000319	     0.00032216	   -0.000226583	    -0.00195283	     0.00045573
	    4.08424e-05	   -0.000503803	   -0.000735799	     0.00116078	   -0.000101948	   -8.24292e-06	   -0.000217021	    -0.00102568	     0.00198469	   -3.37089e-05
	     0.00131969	     0.00318191	    -0.00019686	   -0.000101948	    0.000509523	    3.81871e-06	    0.000153674	    0.000548559	     0.00369282	   -0.000720246
	    -0.00143626	   -0.000374221	       0.000319	   -8.24292e-06	    3.81871e-06	    0.000318557	    0.000426588	   -0.000711642	    0.000997427	    0.000485858
	    -0.00051682	    -0.00131843	     0.00032216	   -0.000217021	    0.000153674	    0.000426588	     0.00130195	    -0.00135216	     0.00191845	     0.00158699
	    0.000445624	     0.00949693	   -0.000226583	    -0.00102568	    0.000548559	   -0.000711642	    -0.00135216	     0.00708356	    -0.00089041	    -0.00727213
	    -0.00950134	      0.0483696	    -0.00195283	     0.00198469	     0.00369282	    0.000997427	     0.00191845	    -0.00089041	      0.0997787	    -0.00648773
	     0.00277285	     -0.0185112	     0.00045573	   -3.37089e-05	   -0.000720246	    0.000485858	     0.00158699	    -0.00727213	    -0.00648773	      0.0105192
