     0	     0	 0.0300207	 0.0424069	 0.0715834	  0.134827	   0.20546	  0.244671	  0.234353	  0.200172	  0.158962	 0.0577161	  0.134962	  0.202668	  0.288884	  0.364862	  0.390228	  0.335556	  0.270788	  0.212804
     1	     0	 0.0286233	 0.0415126	 0.0721752	  0.136393	  0.205987	   0.24242	  0.230524	  0.196319	  0.155997	 0.0562412	  0.134862	  0.204012	  0.287848	  0.358974	    0.3798	    0.3237	  0.259514	  0.203122
     2	     0	 0.0295588	 0.0434746	 0.0772265	  0.144844	  0.215114	  0.251118	  0.238054	  0.203031	  0.161966	 0.0559348	  0.135494	  0.207133	  0.294081	  0.367005	  0.389968	  0.336505	  0.272054	  0.213884
     3	     0	 0.0296364	 0.0427572	 0.0754787	  0.143892	  0.215822	  0.253038	   0.24061	  0.205497	  0.164209	 0.0548767	   0.13008	  0.199086	  0.286556	  0.361811	  0.387754	  0.336917	  0.274491	  0.216931
     4	     0	 0.0295993	 0.0421263	 0.0724943	  0.136187	  0.205758	   0.24401	  0.232877	  0.199452	  0.159468	 0.0563636	   0.13374	  0.204391	  0.293202	  0.367795	  0.389013	  0.332591	  0.268239	  0.210802
     5	     0	 0.0296512	 0.0418242	 0.0726418	  0.138653	  0.210053	  0.249121	  0.238613	   0.20417	  0.162382	 0.0563857	  0.134945	  0.206221	  0.296123	  0.373096	  0.399375	  0.345241	  0.278334	  0.216502
     6	     0	 0.0291508	 0.0426935	 0.0750023	  0.140287	  0.209244	  0.244907	  0.232439	  0.198874	  0.159457	 0.0557135	   0.13432	  0.204463	  0.289021	  0.359152	  0.379299	  0.326263	  0.265012	  0.210156
     7	     0	  0.028959	 0.0416285	 0.0728731	  0.137923	  0.206962	  0.243051	  0.231738	  0.199211	  0.160472	 0.0563397	  0.136022	  0.206745	  0.292419	  0.362822	  0.382764	  0.329694	  0.268955	  0.213478
     8	     0	 0.0291002	 0.0411437	 0.0709678	  0.133994	  0.201739	  0.237981	  0.227793	  0.197004	  0.159805	 0.0555505	  0.133295	  0.202677	  0.286575	  0.354535	  0.373504	  0.323491	  0.265508	  0.212085
     9	     0	 0.0300026	 0.0426336	 0.0732193	  0.138634	  0.209737	  0.248078	  0.237053	  0.202254	  0.160568	 0.0577024	  0.136855	  0.206442	  0.293686	  0.369481	  0.395369	   0.34094	  0.274617	  0.214593
    10	     0	 0.0286402	 0.0410773	  0.071506	  0.135686	  0.204963	  0.241667	  0.230672	  0.197681	  0.158302	 0.0548028	  0.131843	   0.20088	  0.284986	  0.355228	  0.376997	  0.325457	  0.264039	  0.207997
    11	     0	 0.0300292	   0.04147	 0.0688338	  0.130465	  0.200952	  0.241447	  0.232618	  0.199513	  0.158859	 0.0578599	  0.133957	  0.200903	  0.288085	  0.365177	  0.390906	  0.336241	  0.272074	  0.213725
    12	     0	 0.0291813	 0.0410983	 0.0713731	  0.135483	  0.204686	  0.242672	  0.232792	  0.200576	  0.161113	 0.0563775	  0.136535	   0.20876	   0.29736	  0.370552	  0.392631	  0.339002	   0.27535	   0.21643
    13	     0	 0.0289356	 0.0416954	 0.0721414	  0.136179	  0.206766	  0.245539	  0.234482	  0.200197	   0.15926	 0.0548876	  0.130059	  0.198648	  0.285446	  0.360674	  0.384972	  0.330984	  0.267426	  0.210575
    14	     0	 0.0297437	 0.0444965	 0.0804628	  0.149766	  0.219358	  0.253814	   0.23966	  0.204541	  0.163698	 0.0583092	  0.144412	  0.220299	  0.309082	  0.381354	  0.401248	  0.343858	  0.277588	  0.218411
    15	     0	 0.0290143	 0.0410257	 0.0703674	   0.13449	  0.205529	  0.244537	  0.234426	  0.200708	  0.160104	 0.0552982	  0.130123	  0.197534	  0.283706	  0.358976	  0.384776	  0.332659	  0.270081	  0.212954
    16	     0	 0.0295052	 0.0424652	 0.0733775	  0.137966	  0.208111	  0.245639	  0.233582	  0.198893	  0.157905	 0.0575211	  0.136784	  0.207241	  0.294685	  0.369133	  0.390174	   0.33136	  0.265287	  0.207257
    17	     0	 0.0298305	 0.0437043	 0.0762785	  0.142608	  0.212064	  0.246796	  0.233496	  0.198983	  0.158998	 0.0585255	  0.140118	  0.209982	  0.293725	  0.364011	    0.3839	  0.328584	  0.266122	  0.210927
    18	     0	 0.0294097	 0.0424166	 0.0741406	  0.141251	  0.213318	  0.251339	  0.239442	  0.203879	  0.161884	 0.0555312	  0.131565	  0.199931	  0.286471	  0.362324	  0.389301	  0.337258	  0.273209	  0.214824
    19	     0	 0.0293421	 0.0421997	  0.072566	  0.136598	  0.207382	  0.246482	  0.235573	  0.200976	  0.159586	 0.0560426	  0.132656	  0.201699	  0.289242	  0.365532	  0.390732	  0.335936	  0.270787	   0.21263
    20	     0	  0.029004	 0.0418662	 0.0722205	  0.136533	  0.207896	   0.24745	  0.237052	  0.202024	  0.159804	 0.0556398	  0.132285	   0.20066	  0.286894	  0.363614	  0.391813	  0.339245	  0.273627	  0.214672
