     0	     0	 0.0137287	  0.100027	  0.171574	  0.190241	  0.180627	  0.160083	  0.130271	 0.0938532	 0.0826286	  0.264041	  0.256253	  0.194859	  0.159818	  0.127897	 0.0922382	 0.0586075
     1	     0	 0.0122668	 0.0961948	  0.166192	  0.180351	  0.167568	   0.14695	  0.118305	 0.0838556	 0.0747299	  0.250403	  0.246447	  0.189407	  0.156515	  0.125686	 0.0903432	 0.0567461
     2	     0	 0.0124631	 0.0974469	  0.171754	  0.190543	  0.179698	  0.159007	  0.129716	 0.0938431	 0.0747072	  0.253741	  0.255513	  0.199233	  0.165705	  0.134115	  0.097482	 0.0622042
     3	     0	 0.0119359	 0.0938828	  0.163285	  0.178037	    0.1657	  0.145352	  0.117016	 0.0829666	 0.0745613	   0.25064	  0.247979	  0.191187	  0.158129	  0.127228	 0.0917074	 0.0578029
     4	     0	 0.0110804	 0.0908846	  0.161342	  0.178343	  0.167193	  0.146607	  0.117407	 0.0825211	 0.0710251	  0.247669	  0.248572	  0.194112	  0.160515	  0.127426	 0.0898713	 0.0551318
     5	     0	 0.0124299	 0.0948105	  0.162453	  0.174481	  0.159821	  0.138689	  0.110653	 0.0777401	 0.0792777	  0.258323	  0.252142	  0.190231	  0.154433	  0.123326	  0.088671	 0.0558486
     6	     0	 0.0113424	 0.0895253	   0.15866	  0.178166	  0.169929	  0.150845	  0.122404	 0.0875701	 0.0718423	   0.24131	  0.239504	  0.188005	    0.1582	  0.128733	 0.0941171	 0.0604437
     7	     0	 0.0122162	  0.094673	  0.165856	  0.185195	  0.175744	  0.155117	  0.125103	  0.088886	  0.073656	  0.246059	  0.240842	  0.185337	  0.153181	  0.122351	 0.0874756	 0.0548008
     8	     0	 0.0115283	 0.0905117	  0.160869	  0.181888	  0.174008	  0.153933	  0.124003	 0.0877942	 0.0754459	  0.251997	  0.248195	  0.191485	   0.15754	  0.124675	 0.0879694	 0.0541713
     9	     0	 0.0109773	  0.088289	  0.158268	  0.175897	  0.164544	  0.144242	  0.116043	 0.0823731	 0.0737895	  0.255791	   0.26044	  0.203025	  0.167515	  0.134667	 0.0968862	 0.0609135
    10	     0	 0.0121699	  0.096547	  0.167452	  0.181726	  0.168664	  0.148096	  0.119674	 0.0853363	  0.072431	  0.246854	  0.244761	  0.189859	  0.158329	   0.12834	 0.0932812	 0.0593901
    11	     0	 0.0121483	 0.0944612	  0.165871	  0.183139	  0.171881	  0.151624	  0.123122	 0.0884578	 0.0760779	  0.252839	  0.252317	  0.195879	   0.16273	   0.13227	 0.0970439	 0.0626172
    12	     0	 0.0122823	 0.0922027	  0.163205	  0.183724	  0.175091	  0.155569	  0.127324	 0.0926971	 0.0795713	  0.264125	  0.266657	  0.207797	  0.172744	  0.140789	  0.103495	 0.0671255
