Finished reading inputs
Log likelihood: -280.621
Completed simulation 1
Log likelihood: -383.624
Log likelihood: -7845.84
Log likelihood: -1109.86
Log likelihood: -557.454
Log likelihood: -1907.81
Log likelihood: -205.651
Log likelihood: -251.436
Log likelihood: -18062.8
Log likelihood: -1151.65
Log likelihood: -289.898
Log likelihood: -215.242
Log likelihood: -38589.9
Log likelihood: -4966.56
Log likelihood: -1103.65
Log likelihood: -3217.2
Log likelihood: -3309.44
Log likelihood: -167.258
Log likelihood: -406.035
Log likelihood: -4923.7
Log likelihood: -568.808
Log likelihood: -776.009
Log likelihood: -2793.16
Log likelihood: -9411.33
Log likelihood: -449.861
Log likelihood: -7683.43
Log likelihood: -420.5
Log likelihood: -4774
Log likelihood: -1594.55
Log likelihood: -268.422
Log likelihood: -2774.87
Log likelihood: -479.49
Log likelihood: -1133.64
Log likelihood: -817.837
Log likelihood: -1706.74
Log likelihood: -4435.59
Log likelihood: -11532.6
Log likelihood: -544.245
Log likelihood: -413.599
Log likelihood: -10080.9
Log likelihood: -11109.2
Log likelihood: -2576.65
Log likelihood: -246.042
Log likelihood: -180.674
Log likelihood: -895.556
Log likelihood: -1563.8
Log likelihood: -340.446
Log likelihood: -844.856
Log likelihood: -318.242
Log likelihood: -647.766
Log likelihood: -2456.3
Log likelihood: -474.229
Log likelihood: -15604.4
Log likelihood: -578.873
Log likelihood: -1237.77
Log likelihood: -14626.3
Log likelihood: -1657.52
Log likelihood: -1038.48
Log likelihood: -1292.91
Log likelihood: -1246.3
Log likelihood: -12249.7
Log likelihood: -1763.83
Log likelihood: -9750.49
Log likelihood: -692.564
Log likelihood: -6161.8
Log likelihood: -727.912
Log likelihood: -1870.83
Log likelihood: -6011.12
Log likelihood: -2296.93
Log likelihood: -6492.6
Log likelihood: -2849.19
Log likelihood: -941.269
Log likelihood: -298.492
Log likelihood: -865.468
Log likelihood: -5032.01
Log likelihood: -2928.87
Log likelihood: -1205.07
Log likelihood: -4969.1
Log likelihood: -1820.12
Log likelihood: -866.522
Log likelihood: -798.212
Log likelihood: -1314.29
Log likelihood: -386.779
Log likelihood: -1072.53
Log likelihood: -1698.65
Log likelihood: -3567.28
Log likelihood: -13399.9
Log likelihood: -1308.4
Log likelihood: -1160.65
Log likelihood: -4150.9
Log likelihood: -25992.8
Log likelihood: -13491.8
Log likelihood: -231.301
Log likelihood: -123.292
Log likelihood: -1633.62
Log likelihood: -6233.29
Log likelihood: -1688.44
Log likelihood: -1517.66
Log likelihood: -374.679
Log likelihood: -235.786
Log likelihood: -2978.8
Completed simulation 101
Log likelihood: -1425.61
Log likelihood: -268.431
Log likelihood: -633.38
Log likelihood: -3610.83
Log likelihood: -6856.61
Log likelihood: -3046.5
Log likelihood: -970.807
Log likelihood: -916.374
Log likelihood: -2061.33
Log likelihood: -716.473
Log likelihood: -4013.43
Log likelihood: -719.517
Log likelihood: -6739.8
Log likelihood: -3283.86
Log likelihood: -458.35
Log likelihood: -815.392
Log likelihood: -2226.39
Log likelihood: -3171.94
Log likelihood: -1887.17
Log likelihood: -322.4
Log likelihood: -592.958
Log likelihood: -960.192
Log likelihood: -1250.46
Log likelihood: -5102.39
Log likelihood: -380.439
Log likelihood: -659.348
Log likelihood: -560.217
Log likelihood: -2474.05
Log likelihood: -530.782
Log likelihood: -9634.25
Log likelihood: -3694.26
Log likelihood: -491.762
Log likelihood: -20822
Log likelihood: -461.845
Log likelihood: -3726.69
Log likelihood: -1012.32
Log likelihood: -232.37
Log likelihood: -25403.4
Log likelihood: -1305.85
Log likelihood: -7640.17
Log likelihood: -19781.7
Log likelihood: -742.163
Log likelihood: -1761.3
Log likelihood: -772.457
Log likelihood: -3341.64
Log likelihood: -442.816
Log likelihood: -1993.53
Log likelihood: -4207.77
Log likelihood: -3305.08
Log likelihood: -1074.35
Log likelihood: -3437.31
Log likelihood: -1560.9
Log likelihood: -4541.37
Log likelihood: -318.575
Log likelihood: -382.194
Log likelihood: -991.609
Log likelihood: -619.774
Log likelihood: -2312.8
Log likelihood: -3102.2
Log likelihood: -1005.69
Log likelihood: -366.478
Log likelihood: -2935.22
Log likelihood: -12603.1
Log likelihood: -4484.73
Log likelihood: -17394.7
Log likelihood: -15681.1
Log likelihood: -1042.89
Log likelihood: -1391.24
Log likelihood: -871.023
Log likelihood: -469.488
Log likelihood: -1075.31
Log likelihood: -968.295
Log likelihood: -555.87
Log likelihood: -11859
Log likelihood: -1954.88
Log likelihood: -16331.8
Log likelihood: -352.831
Log likelihood: -2840.91
Log likelihood: -188.527
Log likelihood: -114.169
Log likelihood: -1474.34
Log likelihood: -229.998
Log likelihood: -1216.79
Log likelihood: -3181.7
Log likelihood: -1239.71
Log likelihood: -5165.61
Log likelihood: -1121.74
Log likelihood: -23755
Log likelihood: -1623.02
Log likelihood: -482.376
Log likelihood: -110.783
Log likelihood: -589.406
Log likelihood: -737.167
Log likelihood: -955.678
Log likelihood: -12362.6
Log likelihood: -17242.2
Log likelihood: -2914.84
Log likelihood: -11820
Log likelihood: -3855.5
Log likelihood: -1090.27
Completed simulation 201
Log likelihood: -5340.43
Log likelihood: -607.539
Log likelihood: -3659.62
Log likelihood: -2519.2
Log likelihood: -638.831
Log likelihood: -505.755
Log likelihood: -259.823
Log likelihood: -8298.41
Log likelihood: -730.647
Log likelihood: -2706.66
Log likelihood: -15387
Log likelihood: -2393.26
Log likelihood: -1014.17
Log likelihood: -1036.64
Log likelihood: -4778.42
Log likelihood: -663.424
Log likelihood: -4271.36
Log likelihood: -4842.46
Log likelihood: -4478.97
Log likelihood: -1130.57
Log likelihood: -2526.96
Log likelihood: -576.065
Log likelihood: -22172.5
Log likelihood: -2070.26
Log likelihood: -543.416
Log likelihood: -125.239
Log likelihood: -6406.17
Log likelihood: -1174.03
Log likelihood: -960.224
Log likelihood: -786.651
Log likelihood: -302.078
Log likelihood: -13519.4
Log likelihood: -19073.5
Log likelihood: -511.459
Log likelihood: -22759.9
Log likelihood: -510.015
Log likelihood: -1158.26
Log likelihood: -15560.5
Log likelihood: -656.567
Log likelihood: -4099.11
Log likelihood: -307.801
Log likelihood: -3766.46
Log likelihood: -1202.02
Log likelihood: -8054.57
Log likelihood: -10440.6
Log likelihood: -2001.12
Log likelihood: -667.517
Log likelihood: -2445.43
Log likelihood: -1287.28
Log likelihood: -5733.56
Log likelihood: -16445.5
Log likelihood: -186.486
Log likelihood: -4115.31
Log likelihood: -26655.9
Log likelihood: -7359.43
Log likelihood: -4032.25
Log likelihood: -4537.55
Log likelihood: -10157
Log likelihood: -187.576
Log likelihood: -3480.24
Log likelihood: -15485.1
Log likelihood: -642.459
Log likelihood: -533.579
Log likelihood: -375.868
Log likelihood: -825.941
Log likelihood: -531.027
Log likelihood: -15059.3
Log likelihood: -6054.1
Log likelihood: -718.54
Log likelihood: -623.701
Log likelihood: -376.328
Log likelihood: -264.771
Log likelihood: -532.638
Log likelihood: -241.82
Log likelihood: -1654.34
Log likelihood: -1497.38
Log likelihood: -1422.59
Log likelihood: -9365.34
Log likelihood: -1575.53
Log likelihood: -378.565
Log likelihood: -451.406
Log likelihood: -1740.81
Log likelihood: -200.663
Log likelihood: -22929.2
Log likelihood: -1255.55
Log likelihood: -415.326
Log likelihood: -1438.82
Log likelihood: -973.402
Log likelihood: -886.145
Log likelihood: -1305.12
Log likelihood: -1156.66
Log likelihood: -287.073
Log likelihood: -865.237
Log likelihood: -418.024
Log likelihood: -3342.99
Log likelihood: -278.311
Log likelihood: -5645.26
Log likelihood: -9138.37
Log likelihood: -2061.14
Log likelihood: -365.342
Completed simulation 301
Log likelihood: -3924.91
Log likelihood: -12862.6
Log likelihood: -694.298
Log likelihood: -455.243
Log likelihood: -4362.73
Log likelihood: -1232.82
Log likelihood: -760.567
Log likelihood: -1860.97
Log likelihood: -2585.95
Log likelihood: -23716.3
Log likelihood: -14762.9
Log likelihood: -111.621
Log likelihood: -7801.04
Log likelihood: -1366.45
Log likelihood: -1785.46
Log likelihood: -1230.3
Log likelihood: -5906.14
Log likelihood: -3225.03
Log likelihood: -1940.25
Log likelihood: -9237.23
Log likelihood: -851.422
Log likelihood: -3434.5
Log likelihood: -2228.62
Log likelihood: -1621.58
Log likelihood: -1874.57
Log likelihood: -600.951
Log likelihood: -9490.38
Log likelihood: -710.879
Log likelihood: -7174.78
Log likelihood: -517.929
Log likelihood: -295.998
Log likelihood: -1849.51
Log likelihood: -810.405
Log likelihood: -379.024
Log likelihood: -349.232
Log likelihood: -14086.3
Log likelihood: -1105.51
Log likelihood: -1702.98
Log likelihood: -226.102
Log likelihood: -1106.56
Log likelihood: -6332.64
Log likelihood: -4655.97
Log likelihood: -727.413
Log likelihood: -5752.87
Log likelihood: -957.849
Log likelihood: -20056.7
Log likelihood: -540.939
Log likelihood: -313.918
Log likelihood: -326.075
Log likelihood: -705.62
Log likelihood: -4361.78
Log likelihood: -674.245
Log likelihood: -761.051
Log likelihood: -316.775
Log likelihood: -1754.83
Log likelihood: -2446.26
Log likelihood: -2298.26
Log likelihood: -1342.92
Log likelihood: -1222.67
Log likelihood: -4741.57
Log likelihood: -2929.95
Log likelihood: -470.569
Log likelihood: -582.02
Log likelihood: -839.018
Log likelihood: -632.473
Log likelihood: -483.561
Log likelihood: -2519.03
Log likelihood: -222.802
Log likelihood: -374.473
Log likelihood: -21186.4
Log likelihood: -284.943
Log likelihood: -7013.08
Log likelihood: -305.14
Log likelihood: -3449.01
Log likelihood: -4467.77
Log likelihood: -146.23
Log likelihood: -5433.83
Log likelihood: -344.746
Log likelihood: -1207.77
Log likelihood: -16806.4
Log likelihood: -1696.54
Log likelihood: -3801.32
Log likelihood: -214.797
Log likelihood: -7287.23
Log likelihood: -1536.73
Log likelihood: -2472.59
Log likelihood: -1005.74
Log likelihood: -12229.7
Log likelihood: -267.682
Log likelihood: -1085.38
Log likelihood: -632.942
Log likelihood: -1812.66
Log likelihood: -2666.46
Log likelihood: -4085.12
Log likelihood: -1257.06
Log likelihood: -456.858
Log likelihood: -214.72
Log likelihood: -1862.05
Log likelihood: -2527.64
Log likelihood: -6961.79
Completed simulation 401
Log likelihood: -3719.74
Log likelihood: -383.276
Log likelihood: -1374.66
Log likelihood: -1438.81
Log likelihood: -2326.15
Log likelihood: -1853.66
Log likelihood: -1077.17
Log likelihood: -39481
Log likelihood: -1351.66
Log likelihood: -2505.39
Log likelihood: -1014.72
Log likelihood: -2790.19
Log likelihood: -1071.35
Log likelihood: -3296.76
Log likelihood: -1003.84
Log likelihood: -413.795
Log likelihood: -22735
Log likelihood: -13748
Log likelihood: -448.78
Log likelihood: -344.067
Log likelihood: -3889.7
Log likelihood: -312.229
Log likelihood: -7781.59
Log likelihood: -2430.15
Log likelihood: -1465.92
Log likelihood: -1229.27
Log likelihood: -662.797
Log likelihood: -8318.59
Log likelihood: -3410.84
Log likelihood: -766.336
Log likelihood: -1873.39
Log likelihood: -1271.64
Log likelihood: -2086.69
Log likelihood: -737.837
Log likelihood: -220.177
Log likelihood: -705.311
Log likelihood: -3297.2
Log likelihood: -511.789
Log likelihood: -178.33
Log likelihood: -2280.78
Log likelihood: -1180.04
Log likelihood: -472.889
Log likelihood: -15403.8
Log likelihood: -963.893
Log likelihood: -2462.56
Log likelihood: -1638.5
Log likelihood: -994.4
Log likelihood: -246.23
Log likelihood: -1693.54
Log likelihood: -325.196
Log likelihood: -196.751
Log likelihood: -2151.47
Log likelihood: -1304.31
Log likelihood: -1463.12
Log likelihood: -1138.37
Log likelihood: -466.474
Log likelihood: -1071.72
Log likelihood: -588.991
Log likelihood: -697.212
Log likelihood: -3424.17
Log likelihood: -362.826
Log likelihood: -201.604
Log likelihood: -1727.29
Log likelihood: -2378.32
Log likelihood: -16036.7
Log likelihood: -1022.39
Log likelihood: -821.088
Log likelihood: -11900.3
Log likelihood: -740.548
Log likelihood: -154.651
Log likelihood: -2115.28
Log likelihood: -3051.42
Log likelihood: -388.757
Log likelihood: -1118.96
Log likelihood: -1779.56
Log likelihood: -2232.31
Log likelihood: -2369.43
Log likelihood: -6467.2
Log likelihood: -3387.77
Log likelihood: -935.239
Log likelihood: -10200.7
Log likelihood: -908.211
Log likelihood: -901.725
Log likelihood: -3493.26
Log likelihood: -22810.4
Log likelihood: -668.801
Log likelihood: -183.31
Log likelihood: -1067.64
Log likelihood: -12511.7
Log likelihood: -6792.39
Log likelihood: -2384.94
Log likelihood: -22849.2
Log likelihood: -2657.48
Log likelihood: -338.467
Log likelihood: -726.789
Log likelihood: -651.625
Log likelihood: -514.395
Log likelihood: -840.842
Log likelihood: -2176.5
Log likelihood: -661.964
Completed simulation 501
Log likelihood: -1458.99
Log likelihood: -2346.1
Log likelihood: -13186
Log likelihood: -4247.73
Log likelihood: -246.593
Log likelihood: -270.736
Log likelihood: -512.265
Log likelihood: -12954.2
Log likelihood: -4241.3
Log likelihood: -894.371
Log likelihood: -3376.6
Log likelihood: -691.668
Log likelihood: -1271.44
Log likelihood: -4274.61
Log likelihood: -242.359
Log likelihood: -2817.35
Log likelihood: -880.514
Log likelihood: -6849.24
Log likelihood: -14277.9
Log likelihood: -3955.68
Log likelihood: -545.164
Log likelihood: -2774.35
Log likelihood: -417.052
Log likelihood: -485.443
Log likelihood: -483.103
Log likelihood: -857.04
Log likelihood: -6038.44
Log likelihood: -7756.19
Log likelihood: -2825.64
Log likelihood: -154.629
Log likelihood: -7601.39
Log likelihood: -3803.26
Log likelihood: -3990.66
Log likelihood: -3709.84
Log likelihood: -302.692
Log likelihood: -445.171
Log likelihood: -1365.66
Log likelihood: -1452.97
Log likelihood: -2678.16
Log likelihood: -2167.88
Log likelihood: -1962.04
Log likelihood: -201.691
Log likelihood: -831.304
Log likelihood: -580.764
Log likelihood: -3470.25
Log likelihood: -1923.28
Log likelihood: -1774.95
Log likelihood: -366.86
Log likelihood: -496.749
Log likelihood: -28432.1
Log likelihood: -1746.65
Log likelihood: -769.614
Log likelihood: -22635.9
Log likelihood: -289.122
Log likelihood: -2841.97
Log likelihood: -907.201
Log likelihood: -228.49
Log likelihood: -1007.78
Log likelihood: -3304.38
Log likelihood: -2422.04
Log likelihood: -282.969
Log likelihood: -1408.46
Log likelihood: -2722.22
Log likelihood: -449.044
Log likelihood: -292.928
Log likelihood: -9357.73
Log likelihood: -501.077
Log likelihood: -1014.46
Log likelihood: -582.513
Log likelihood: -361.317
Log likelihood: -354.323
Log likelihood: -1996.05
Log likelihood: -181.566
Log likelihood: -2115
Log likelihood: -251.96
Log likelihood: -16124.8
Log likelihood: -1131.34
Log likelihood: -414.139
Log likelihood: -1672.06
Log likelihood: -862.584
Log likelihood: -446.369
