     0	     0	   27.6027	   31.9404	     33.94	   34.7517	    34.444	   32.8715	   29.5369	   25.8604	   22.0124	    19.012	   16.9451	   15.5602	   14.6027	   13.8132	   13.0804	   12.4044	   11.8452	    11.507	   11.3191	   11.3131	   11.4715	   11.7382	   12.0276	   12.3164	   12.6576	    13.128	   13.5402	   13.8065	   14.0621	   14.1542	   14.4104	   14.2482	   14.1496	    14.255	   14.3075	    14.379	   14.3359	   14.1033	   13.9624	   13.8429	   13.7382	   13.6255	   13.5264	   13.4392	   13.2848	   13.1422	   13.0159	   12.9116	   12.8372	   12.7904	   12.7721	   12.7707	   12.7711	   12.7684	   12.7602	   12.7464	   12.7254	   12.6967	   12.6597	   12.6154	   12.5652	   12.5099	   12.4507	   12.3892	    12.326	   12.2613	   12.1965	   12.1323	   12.0699	   12.0095	   11.9514
     1	     0	   40.0812	   46.7405	   49.8057	     51.01	   50.4427	   47.6706	   41.7288	   34.7953	   27.5016	   21.5968	   17.3169	   14.3539	   12.3479	   10.9175	    9.8438	   9.02269	   8.42702	   8.06965	   7.87697	   7.84368	    7.9538	   8.15912	    8.4003	   8.66118	   8.97259	   9.41365	   9.87398	   10.3893	   10.8504	   11.1401	   11.5798	   11.6853	   12.0468	   12.5984	   13.0411	   13.6086	   14.1068	   14.3656	   14.7223	    15.045	   15.3405	   15.5587	    15.734	    15.878	   15.8394	   15.7848	   15.7319	   15.6956	   15.6902	   15.7164	   15.7776	    15.861	   15.9481	   16.0325	   16.1106	   16.1816	   16.2427	   16.2927	   16.3304	   16.3564	    16.372	   16.3781	   16.3758	   16.3673	   16.3532	    16.334	   16.3115	   16.2868	   16.2616	   16.2365	   16.2122
     2	     0	   42.6622	   50.5928	   53.9596	   54.9406	   53.6297	   49.4601	   41.9105	   34.1806	   27.0708	   21.8309	   18.2373	   15.8062	   14.1444	    12.893	   11.8703	   11.0212	   10.3615	   9.94647	   9.69942	   9.63178	   9.72704	   9.93169	   10.1752	   10.4387	   10.7599	   11.2223	    11.697	   12.1907	   12.6433	   12.9159	    13.349	   13.4083	   13.7049	   14.2071	   14.6119	   15.1355	   15.5764	   15.7679	   16.0674	   16.3425	   16.5971	    16.785	   16.9402	   17.0701	   17.0279	   16.9746	   16.9263	   16.8964	   16.8983	   16.9317	   16.9993	   17.0877	   17.1775	   17.2627	   17.3399	   17.4087	   17.4668	   17.5134	   17.5477	   17.5707	    17.584	   17.5887	   17.5861	   17.5789	   17.5674	   17.5525	   17.5359	   17.5186	   17.5021	   17.4872	   17.4742
     3	     0	   40.8631	   47.6075	   50.6956	   51.8605	   51.1671	   48.2002	     42.11	   35.2313	    28.105	   22.3439	   18.1316	   15.1778	   13.1498	   11.6827	   10.5659	   9.70281	   9.07217	   8.69296	   8.48665	   8.44989	   8.56649	   8.78516	   9.04275	   9.32245	   9.65676	   10.1311	   10.6292	   11.1899	   11.6906	   12.0052	   12.4754	   12.5754	   12.9574	   13.5415	   14.0043	   14.6002	   15.0806	    15.279	   15.5677	   15.8179	   16.0417	   16.1941	   16.3131	   16.4103	   16.3473	   16.2775	    16.216	   16.1766	   16.1724	   16.2032	   16.2716	   16.3637	   16.4591	   16.5506	   16.6345	   16.7094	   16.7726	   16.8225	   16.8579	   16.8796	    16.889	   16.8872	   16.8755	   16.8564	   16.8306	    16.799	   16.7635	   16.7254	   16.6866	    16.648	   16.6103
     4	     0	   51.4091	   60.9329	   65.2321	   66.8477	   66.0571	    62.322	   54.6392	   46.3965	   38.0955	   31.4088	   26.4404	   22.8816	   20.3769	   18.4955	   16.9838	   15.7505	   14.8032	   14.2138	   13.8507	   13.7404	   13.8648	   14.1388	   14.4405	   14.7405	   15.1175	   15.6825	   16.1709	   16.5951	   16.9782	   17.1565	   17.5926	   17.5622	   17.8288	   18.3468	   18.7538	   19.2848	   19.6389	   19.6782	   19.8273	   19.9532	    20.066	    20.126	   20.1782	   20.2322	   20.1513	   20.0809	   20.0332	   20.0215	   20.0594	   20.1454	   20.2824	   20.4519	   20.6269	   20.7975	   20.9582	   21.1069	   21.2393	   21.3531	   21.4461	   21.5193	   21.5742	   21.6125	   21.6359	   21.6474	    21.648	   21.6388	   21.6225	   21.6009	   21.5767	   21.5511	   21.5254
     5	     0	    33.476	   37.9795	   40.0248	   40.7617	   40.1682	   38.0349	    33.765	   28.9952	    23.849	   19.5276	    16.276	   13.9527	   12.3381	   11.1515	   10.2315	   9.50932	   8.98091	   8.67945	   8.53546	   8.54982	     8.707	   8.95669	   9.23173	   9.51492	   9.84685	   10.3122	   10.7663	   11.2239	   11.6276	   11.8542	    12.246	    12.262	   12.5041	   12.9522	   13.2951	   13.7389	   14.0384	    14.071	   14.1763	   14.2564	   14.3231	   14.3417	   14.3462	   14.3453	   14.2347	   14.1276	   14.0339	   13.9631	   13.9261	    13.922	   13.9529	    14.006	   14.0633	   14.1183	   14.1676	   14.2097	    14.242	   14.2631	   14.2715	   14.2679	   14.2533	   14.2287	   14.1952	   14.1547	    14.108	   14.0557	   13.9996	   13.9409	   13.8813	   13.8216	   13.7625
     6	     0	    25.589	   29.3099	   30.9825	   31.6849	   31.4832	   30.2225	   27.2902	   23.6827	   19.4513	   15.7652	   12.9969	   11.0551	   9.73522	   8.77285	   8.02605	   7.43463	    6.9938	   6.72746	   6.58741	   6.57253	   6.66964	   6.84216	   7.04183	   7.25513	   7.50342	   7.84393	   8.19022	   8.54564	   8.86143	   9.04394	   9.32873	   9.37932	   9.54414	   9.83347	   10.0483	   10.3212	   10.5261	   10.5608	   10.6569	   10.7395	   10.8112	   10.8428	   10.8573	   10.8643	    10.779	   10.6917	   10.6111	   10.5445	   10.4998	   10.4766	   10.4763	   10.4902	   10.5063	   10.5209	    10.532	    10.539	   10.5405	   10.5359	   10.5245	   10.5069	   10.4837	   10.4557	   10.4234	   10.3885	    10.351	   10.3116	    10.271	   10.2301	   10.1896	   10.1501	   10.1117
     7	     0	   19.9702	   22.7949	   24.0654	   24.6063	   24.4562	   23.5194	   21.3501	   18.6954	   15.5192	   12.6977	   10.5567	   9.05184	   8.02762	   7.26909	   6.66695	   6.17932	   5.80849	   5.57914	   5.45481	   5.43463	   5.50611	    5.6396	    5.7936	   5.95642	   6.14638	   6.40497	   6.65519	   6.88402	   7.08852	   7.19736	   7.38827	   7.41423	   7.48003	   7.63291	   7.74047	   7.86689	   7.97627	   7.99399	   8.07317	   8.15574	   8.23657	   8.29145	   8.33404	   8.36997	   8.32457	   8.27377	   8.22512	   8.18514	   8.16041	   8.15097	   8.15819	   8.17565	   8.19432	   8.21137	   8.22538	    8.2361	   8.24252	   8.24422	   8.24073	   8.23248	   8.22009	     8.204	   8.18479	    8.1635	    8.1403	   8.11538	   8.08951	   8.06312	   8.03692	   8.01114	    7.9859
     8	     0	   20.1376	   23.1572	    24.489	    25.051	   24.9032	   23.9212	   21.5973	   18.6656	   15.1858	   12.1545	   9.91039	   8.36682	   7.33593	   6.59027	   6.01279	   5.55451	   5.21132	   4.99983	    4.8859	   4.86588	   4.92937	    5.0479	   5.18305	   5.32563	   5.49511	   5.73664	   5.97587	   6.22916	   6.44927	   6.57384	   6.78909	   6.89898	   7.06307	   7.29573	   7.46781	    7.6682	   7.83358	    7.8866	   7.98607	   8.07425	   8.15482	   8.20602	   8.24596	   8.28347	   8.25007	   8.21536	    8.1856	   8.16655	   8.16446	   8.17932	   8.21261	   8.25734	   8.30358	   8.34813	   8.38926	   8.42652	   8.45853	   8.48465	   8.50423	   8.51764	   8.52557	   8.52854	    8.5272	   8.52275	   8.51548	   8.50571	   8.49432	   8.48189	   8.46927	    8.4568	   8.44468
     9	     0	   45.2553	    53.317	   56.7717	   57.6316	   55.8888	   51.1958	    43.388	   35.7082	   28.4389	   22.7545	   18.5879	   15.6048	   13.4951	   11.9225	   10.6975	   9.73692	   9.02561	   8.57768	   8.31093	   8.21849	   8.28814	   8.46637	   8.69297	   8.95416	   9.27981	   9.76792	   10.3205	   11.0417	   11.6733	   12.1016	   12.6901	   12.9641	   13.5795	    14.384	   15.0369	   15.8722	   16.4689	   16.6679	   16.9263	   17.1231	    17.288	   17.3841	   17.4581	   17.5245	    17.478	   17.4389	   17.4179	   17.4254	   17.4739	   17.5618	   17.6913	   17.8464	   18.0044	   18.1571	   18.2998	   18.4308	   18.5466	   18.6453	   18.7252	    18.787	   18.8321	   18.8619	    18.878	   18.8831	   18.8785	   18.8653	    18.846	   18.8224	   18.7967	   18.7701	   18.7436
