Read input files
Log likelihood: -73.7091
Log likelihood: -68.2651
Log likelihood: -65.923
Log likelihood: -68.2549
Log likelihood: -72.308
Log likelihood: -72.6735
Log likelihood: -67.9273
Log likelihood: -68.9777
Log likelihood: -69.6599
Log likelihood: -65.7187
Log likelihood: -69.9845
Log likelihood: -69.9223
Log likelihood: -68.1391
Log likelihood: -72.6735
Log likelihood: -67.9873
Log likelihood: -75.3257
Log likelihood: -66.4005
Log likelihood: -67.4228
Log likelihood: -67.0772
Log likelihood: -69.3688
Log likelihood: -66.9515
Log likelihood: -68.1391
Log likelihood: -68.5091
Log likelihood: -70.376
Log likelihood: -68.8799
Log likelihood: -67.309
Log likelihood: -68.8799
Log likelihood: -73.1156
Log likelihood: -72.8548
Log likelihood: -67.7481
Log likelihood: -70.5823
Log likelihood: -75.3146
Log likelihood: -65.6191
Log likelihood: -69.1852
Log likelihood: -68.8581
Log likelihood: -77.4161
Log likelihood: -68.1391
Log likelihood: -79.1319
Log likelihood: -66.3317
Log likelihood: -66.2096
Log likelihood: -70.4664
Log likelihood: -66.3317
Log likelihood: -66.3317
Log likelihood: -72.2225
Log likelihood: -70.4562
Log likelihood: -68.7561
Log likelihood: -66.4005
Log likelihood: -66.477
Log likelihood: -67.3107
Log likelihood: -72.393
Log likelihood: -69.4541
Log likelihood: -68.8799
Log likelihood: -68.9803
Log likelihood: -73.3816
Log likelihood: -64.3235
Log likelihood: -70.7459
Log likelihood: -71.1599
Log likelihood: -67.3815
Log likelihood: -68.2165
Log likelihood: -67.607
Log likelihood: -67.3809
Log likelihood: -68.0353
Log likelihood: -72.7649
Log likelihood: -66.818
Log likelihood: -66.5668
Log likelihood: -74.8812
Log likelihood: -65.9207
Log likelihood: -69.6599
Log likelihood: -67.7929
Log likelihood: -68.8799
Log likelihood: -69.4541
Log likelihood: -67.1439
Log likelihood: -68.1295
Log likelihood: -68.8799
Log likelihood: -69.6373
Log likelihood: -68.8799
Log likelihood: -70.5884
Log likelihood: -74.1921
Log likelihood: -66.5667
Log likelihood: -67.0184
Log likelihood: -73.084
Log likelihood: -65.1375
Log likelihood: -70.7255
Log likelihood: -68.2554
Log likelihood: -68.8799
Log likelihood: -75.9246
Log likelihood: -66.2096
Log likelihood: -66.1167
Log likelihood: -70.7286
Log likelihood: -77.4161
Log likelihood: -69.1853
Log likelihood: -66.3317
Log likelihood: -68.5611
Log likelihood: -64.985
Log likelihood: -63.5943
Log likelihood: -71.7371
Log likelihood: -74.9036
Log likelihood: -66.1023
Log likelihood: -71.6085
Log likelihood: -68.6064
Completed simulation 100
Log likelihood: -68.8799
Log likelihood: -64.985
Log likelihood: -69.9522
Log likelihood: -73.1156
Log likelihood: -66.2096
Log likelihood: -69.2299
Log likelihood: -73.2531
Log likelihood: -78.1436
Log likelihood: -68.1391
Log likelihood: -66.5667
Log likelihood: -69.2299
Log likelihood: -65.923
Log likelihood: -73.1156
Log likelihood: -66.1167
Log likelihood: -66.7375
Log likelihood: -74.1921
Log likelihood: -69.9223
Log likelihood: -72.308
Log likelihood: -73.3139
Log likelihood: -76.634
Log likelihood: -65.8127
Log likelihood: -71.2449
Log likelihood: -64.3235
Log likelihood: -69.7318
Log likelihood: -69.9307
Log likelihood: -64.5656
Log likelihood: -71.6681
Log likelihood: -65.697
Log likelihood: -69.9041
Log likelihood: -69.7318
Log likelihood: -74.1921
Log likelihood: -66.3317
Log likelihood: -66.3317
Log likelihood: -72.6153
Log likelihood: -77.4161
Log likelihood: -78.8574
Log likelihood: -67.7418
Log likelihood: -66.5667
Log likelihood: -68.6466
Log likelihood: -67.8924
Log likelihood: -68.8007
Log likelihood: -68.1887
Log likelihood: -68.4529
Log likelihood: -73.1869
Log likelihood: -68.1391
Log likelihood: -72.3012
Log likelihood: -66.3317
Log likelihood: -68.1391
Log likelihood: -69.7954
Log likelihood: -67.085
Log likelihood: -65.0356
Log likelihood: -66.3317
Log likelihood: -75.8744
Log likelihood: -66.3317
Log likelihood: -73.3816
Log likelihood: -66.2096
Log likelihood: -73.1156
Log likelihood: -66.1023
Log likelihood: -71.1643
Log likelihood: -68.363
Log likelihood: -68.1391
Log likelihood: -75.3434
Log likelihood: -71.6262
Log likelihood: -68.8799
Log likelihood: -68.6357
Log likelihood: -68.8799
Log likelihood: -67.092
Log likelihood: -66.2096
Log likelihood: -68.2542
Log likelihood: -69.6599
Log likelihood: -68.1774
Log likelihood: -71.1599
Log likelihood: -65.1767
Log likelihood: -64.0599
Log likelihood: -78.1436
Log likelihood: -69.7127
Log likelihood: -73.3816
Log likelihood: -65.6191
Log likelihood: -71.1599
Log likelihood: -72.219
Log likelihood: -73.0694
Log likelihood: -75.2561
Log likelihood: -66.2096
Log likelihood: -65.6191
Log likelihood: -68.4477
Log likelihood: -68.1391
Log likelihood: -67.4228
Log likelihood: -65.6147
Log likelihood: -68.8799
Log likelihood: -83.9911
Log likelihood: -66.0016
Log likelihood: -66.9837
Log likelihood: -70.0099
Log likelihood: -68.8799
Log likelihood: -72.3012
Log likelihood: -73.3816
Log likelihood: -66.3726
Log likelihood: -70.0796
Log likelihood: -67.085
Log likelihood: -67.3947
Completed simulation 200
Log likelihood: -67.309
Log likelihood: -64.5134
Log likelihood: -66.9069
Log likelihood: -70.5621
Log likelihood: -71.2049
Log likelihood: -66.2096
Log likelihood: -64.7568
Log likelihood: -73.3816
Log likelihood: -67.6716
Log likelihood: -66.9837
Log likelihood: -73.7091
Log likelihood: -67.7481
Log likelihood: -65.0498
Log likelihood: -69.0124
Log likelihood: -73.7091
Log likelihood: -71.1643
Log likelihood: -68.6866
Log likelihood: -69.0739
Log likelihood: -67.1439
Log likelihood: -68.1391
Log likelihood: -68.1391
Log likelihood: -67.092
Log likelihood: -79.1319
Log likelihood: -67.6458
Log likelihood: -65.9858
Log likelihood: -68.8799
Log likelihood: -69.6599
Log likelihood: -67.2394
Log likelihood: -75.7038
Log likelihood: -72.9131
Log likelihood: -67.0952
Log likelihood: -68.8982
Log likelihood: -69.9055
Log likelihood: -66.2096
Log likelihood: -69.051
Log likelihood: -67.349
Log likelihood: -68.7769
Log likelihood: -65.6555
Log likelihood: -68.6102
Log likelihood: -66.3317
Log likelihood: -67.3947
Log likelihood: -66.3317
Log likelihood: -68.1391
Log likelihood: -68.1391
Log likelihood: -66.3317
Log likelihood: -73.7091
Log likelihood: -71.0689
Log likelihood: -66.3317
Log likelihood: -66.2096
Log likelihood: -72.4099
Log likelihood: -68.6357
Log likelihood: -72.3012
Log likelihood: -70.4824
Log likelihood: -64.3235
Log likelihood: -65.3012
Log likelihood: -71.1599
Log likelihood: -73.2423
Log likelihood: -65.0581
Log likelihood: -68.7561
Log likelihood: -69.5112
Log likelihood: -72.9718
Log likelihood: -64.497
Log likelihood: -68.6064
Log likelihood: -68.8799
Log likelihood: -68.6357
Log likelihood: -70.3537
Log likelihood: -67.7014
Log likelihood: -66.3317
Log likelihood: -66.3317
Log likelihood: -71.7966
Log likelihood: -68.363
Log likelihood: -68.8799
Log likelihood: -66.3317
Log likelihood: -71.1599
Log likelihood: -74.7208
Log likelihood: -70.7255
Log likelihood: -68.8799
Log likelihood: -67.0183
Log likelihood: -71.1599
Log likelihood: -69.9845
Log likelihood: -67.6561
Log likelihood: -66.1167
Log likelihood: -65.0095
Log likelihood: -83.9911
Log likelihood: -73.1156
Log likelihood: -67.5851
Log likelihood: -68.2542
Log likelihood: -69.7603
Log likelihood: -68.4491
Log likelihood: -77.4161
Log likelihood: -74.3965
Log likelihood: -68.4025
Log likelihood: -74.1315
Log likelihood: -65.6753
Log likelihood: -70.0184
Log likelihood: -68.8799
Log likelihood: -64.3235
Log likelihood: -73.2423
Log likelihood: -74.1315
Log likelihood: -66.1167
Completed simulation 300
Log likelihood: -83.9911
Log likelihood: -67.0111
Log likelihood: -75.0685
Log likelihood: -70.4424
Log likelihood: -73.3816
Log likelihood: -67.0952
Log likelihood: -72.7131
Log likelihood: -68.1391
Log likelihood: -76.0567
Log likelihood: -68.8799
Log likelihood: -68.8799
Log likelihood: -68.3235
Log likelihood: -66.1818
Log likelihood: -70.4824
Log likelihood: -69.87
Log likelihood: -74.3923
Log likelihood: -69.7643
Log likelihood: -66.1671
Log likelihood: -70.3958
Log likelihood: -66.4468
Log likelihood: -71.4609
Log likelihood: -69.5134
Log likelihood: -73.1156
Log likelihood: -67.7481
Log likelihood: -64.3235
Log likelihood: -68.1774
Log likelihood: -69.4541
Log likelihood: -73.1156
Log likelihood: -70.9062
Log likelihood: -65.0767
Log likelihood: -68.6874
Log likelihood: -66.1023
Log likelihood: -70.9495
Log likelihood: -69.7255
Log likelihood: -65.1767
Log likelihood: -71.1599
Log likelihood: -69.503
Log likelihood: -74.1921
Log likelihood: -67.4983
Log likelihood: -70.7255
Log likelihood: -68.8799
Log likelihood: -73.7091
Log likelihood: -72.4932
Log likelihood: -73.1189
Log likelihood: -69.6599
Log likelihood: -67.8924
Log likelihood: -68.0353
Log likelihood: -69.6599
