;;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mortality statistics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Infant mortality rate (/1000);Mean;53.60230000;52.45880000;50.96530000;49.60290000;48.40830000;47.46340000;46.91740000;46.65550000;46.75620000;47.24610000;48.07200000;49.24770000;50.04230000;52.13980000;52.09090000;52.20260000;52.47420000;54.88060000;56.23190000;55.33050000;52.87300000;49.95070000;45.49210000;41.19540000;36.31390000;32.73380000;31.02950000;30.27210000;29.59570000;28.92780000;28.30060000;27.82330000;27.43330000;27.17300000;25.08660000;24.94190000;29.02820000;29.29240000;28.52640000;27.75600000;27.00700000;26.27720000;25.57310000;24.89580000;24.24410000;23.61430000;23.00470000;22.41350000;21.83760000;21.27810000;20.73430000;20.20550000;19.69140000;19.19220000;18.70780000;18.23770000;17.78150000;17.33880000;16.90920000;16.49250000;16.08850000;15.69670000;15.31690000;14.94860000;14.59140000;14.24500000;13.90890000;13.58280000;13.26630000;12.95930000;12.66120000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% LL;53.59720000;52.44060000;50.92420000;49.51510000;48.23750000;47.16200000;46.45260000;45.98120000;45.88040000;46.17380000;46.85910000;48.00220000;48.63820000;50.80220000;50.77830000;50.97480000;51.29930000;53.81520000;55.24310000;54.33190000;51.89070000;49.08250000;44.76630000;40.63930000;35.95390000;32.53220000;30.90520000;30.17070000;29.51180000;28.86200000;28.25250000;27.78320000;27.39740000;27.13790000;25.05010000;24.90500000;28.99020000;29.25560000;28.49200000;27.72620000;26.98150000;26.25560000;25.55440000;24.87870000;24.22800000;23.59940000;22.99060000;22.39990000;21.82440000;21.26540000;20.72220000;20.19380000;19.68010000;19.18130000;18.69730000;18.22770000;17.77200000;17.32980000;16.90070000;16.48440000;16.08070000;15.68920000;15.30970000;14.94170000;14.58480000;14.23880000;13.90300000;13.57710000;13.26100000;12.95420000;12.65650000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% UL;53.60590000;52.47160000;50.99410000;49.68410000;48.58850000;47.81260000;47.47940000;47.47030000;47.79040000;48.48560000;49.39270000;50.54940000;51.37720000;53.51540000;53.45780000;53.51710000;53.69600000;55.99640000;57.25990000;56.26450000;53.73810000;50.70500000;46.11330000;41.66790000;36.61840000;32.90420000;31.13730000;30.35970000;29.66850000;28.98710000;28.34330000;27.85920000;27.46670000;27.20670000;25.12110000;24.97650000;29.06380000;29.32750000;28.55930000;27.78450000;27.03060000;26.29750000;25.59040000;24.91090000;24.25810000;23.62770000;23.01750000;22.42590000;21.84960000;21.28970000;20.74560000;20.21650000;19.70200000;19.20240000;18.71760000;18.24720000;17.79060000;17.34760000;16.91770000;16.50070000;16.09630000;15.70420000;15.32400000;14.95540000;14.59790000;14.25130000;13.91490000;13.58850000;13.27180000;12.96450000;12.66620000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
Under-5 mortality rate (/1000);Mean;74.13420000;72.29770000;70.20810000;68.25340000;66.51010000;65.11690000;64.26270000;63.88530000;64.10120000;64.95340000;66.38320000;68.37350000;70.17090000;73.76610000;75.13690000;77.00360000;78.61090000;81.61450000;83.58240000;83.07460000;79.26840000;74.69250000;68.77280000;62.78130000;55.17120000;48.38540000;44.50010000;42.71600000;41.39270000;40.25740000;39.13080000;38.23910000;37.58990000;37.10820000;34.12750000;33.90150000;39.54470000;40.12420000;39.09030000;38.01010000;36.95410000;35.93040000;34.94860000;34.01250000;33.11820000;32.25650000;31.42320000;30.61540000;29.82960000;29.06670000;28.32590000;27.60590000;26.90650000;26.22780000;25.56940000;24.93070000;24.31130000;23.71050000;23.12780000;22.56290000;22.01530000;21.48460000;20.97020000;20.47160000;19.98840000;19.52000000;19.06590000;18.62550000;18.19850000;17.78450000;17.38290000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% LL;74.12920000;72.27670000;70.15700000;68.14130000;66.28580000;64.70320000;63.62440000;62.92620000;62.81740000;63.33150000;64.48700000;66.31690000;68.00260000;71.52470000;72.96820000;74.90880000;76.67470000;79.77860000;81.91040000;81.51370000;77.70540000;73.21820000;67.51640000;61.72390000;54.43350000;47.91990000;44.20460000;42.50600000;41.22430000;40.12370000;39.02810000;38.15650000;37.51690000;37.03680000;34.05550000;33.82730000;39.46900000;40.05020000;39.02020000;37.95150000;36.90460000;35.88880000;34.91270000;33.98030000;33.08820000;32.22770000;31.39520000;30.58840000;29.80370000;29.04180000;28.30180000;27.58280000;26.88410000;26.20610000;25.54840000;24.91060000;24.29210000;23.69220000;23.11040000;22.54630000;21.99950000;21.46940000;20.95570000;20.45800000;19.97550000;19.50780000;19.05430000;18.61460000;18.18830000;17.77480000;17.37380000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% UL;74.13780000;72.31250000;70.24330000;68.35280000;66.73870000;65.57000000;65.04070000;65.03680000;65.62360000;66.81980000;68.53500000;70.56430000;72.28090000;75.98700000;77.38620000;79.20190000;80.68520000;83.50830000;85.31840000;84.67390000;80.73130000;75.99590000;69.84570000;63.67610000;55.79850000;48.77460000;44.74900000;42.89930000;41.53780000;40.37720000;39.22150000;38.31380000;37.65770000;37.17480000;34.19480000;33.97100000;39.61530000;40.19240000;39.15530000;38.06630000;37.00170000;35.97020000;34.98220000;34.04240000;33.14580000;32.28240000;31.44840000;30.64000000;29.85370000;29.09030000;28.34890000;27.62830000;26.92820000;26.24880000;25.58970000;24.95030000;24.33020000;23.72870000;23.14530000;22.57960000;22.03130000;21.49990000;20.98480000;20.48560000;20.00180000;19.53280000;19.07810000;18.63710000;18.20960000;17.79510000;17.39300000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
Total AIDS deaths;Mean;11.32280000;56.56530000;171.72500000;477.83400000;1199.48000000;2683.88000000;5412.98000000;10007.00000000;17067.50000000;27158.00000000;40720.00000000;57933.80000000;78761.00000000;102536.00000000;129485.00000000;158586.00000000;186060.00000000;214142.00000000;241258.00000000;267911.00000000;276099.00000000;270389.00000000;252971.00000000;232096.00000000;207756.00000000;176940.00000000;145387.00000000;117114.00000000;101643.00000000;94126.10000000;90908.70000000;86993.70000000;82479.30000000;78550.30000000;75457.20000000;71745.30000000;67107.60000000;62227.90000000;57911.30000000;54345.10000000;51414.10000000;49194.80000000;47508.20000000;46292.40000000;45554.00000000;45109.30000000;44856.20000000;44668.40000000;44506.10000000;44346.50000000;44174.70000000;43980.60000000;43757.40000000;43500.40000000;43206.80000000;42875.20000000;42505.20000000;42096.80000000;41650.60000000;41167.00000000;40646.70000000;40090.60000000;39499.50000000;38874.40000000;38216.30000000;37526.20000000;36805.20000000;36054.60000000;35275.80000000;34470.10000000;33639.30000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
