;;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mortality statistics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Infant mortality rate (/1000);Mean;53.60270000;52.45840000;50.95580000;49.56320000;48.30330000;47.25680000;46.59260000;46.22880000;46.27170000;46.76070000;47.63780000;48.90140000;49.79560000;51.99100000;52.02880000;52.21030000;52.53080000;54.96890000;56.33560000;55.43800000;52.96470000;50.02120000;45.54250000;41.23130000;36.33600000;32.74680000;31.03990000;30.28250000;29.60580000;28.93720000;28.30880000;27.83120000;27.44130000;27.18160000;25.09600000;24.95190000;29.04070000;29.30510000;28.53910000;27.76810000;27.01840000;26.28790000;25.58320000;24.90550000;24.25360000;23.62370000;23.01410000;22.42280000;21.84690000;21.28740000;20.74350000;20.21460000;19.70040000;19.20110000;18.71650000;18.24620000;17.78990000;17.34700000;16.91730000;16.50040000;16.09620000;15.70420000;15.32420000;14.95560000;14.59830000;14.25170000;13.91530000;13.58900000;13.27230000;12.96510000;12.66680000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% LL;53.59830000;52.44340000;50.92690000;49.50870000;48.19030000;47.03990000;46.18860000;45.58250000;45.36120000;45.61110000;46.31690000;47.50050000;48.40380000;50.69570000;50.77900000;50.94520000;51.33790000;53.85510000;55.25600000;54.41850000;52.03210000;49.18310000;44.85130000;40.69510000;35.97450000;32.55690000;30.92190000;30.18470000;29.52770000;28.87060000;28.26260000;27.79370000;27.40720000;27.14760000;25.06140000;24.91730000;29.00540000;29.27130000;28.50770000;27.74150000;26.99600000;26.26910000;25.56670000;24.89050000;24.23920000;23.60980000;23.00040000;22.40940000;21.83370000;21.27440000;20.73090000;20.20240000;19.68850000;19.18950000;18.70530000;18.23540000;17.77950000;17.33700000;16.90760000;16.49110000;16.08730000;15.69570000;15.31590000;14.94770000;14.59060000;14.24430000;13.90830000;13.58220000;13.26580000;12.95880000;12.66080000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% UL;53.60690000;52.47240000;50.98770000;49.62880000;48.45530000;47.54970000;47.07380000;46.94560000;47.21960000;47.90110000;48.91670000;50.27580000;51.23660000;53.36960000;53.36540000;53.53070000;53.83600000;56.25270000;57.55940000;56.57190000;53.98630000;50.89510000;46.25470000;41.74430000;36.67290000;32.92310000;31.15340000;30.37810000;29.68270000;28.99960000;28.35080000;27.86610000;27.47220000;27.21170000;25.12790000;24.98530000;29.07610000;29.34020000;28.57250000;27.79750000;27.04340000;26.30910000;25.60160000;24.92230000;24.26980000;23.63880000;23.02870000;22.43700000;21.86080000;21.30100000;20.75670000;20.22760000;19.71310000;19.21350000;18.72860000;18.25800000;17.80140000;17.35810000;16.92800000;16.51070000;16.10610000;15.71380000;15.33330000;14.96440000;14.60670000;14.25980000;13.92330000;13.59660000;13.27970000;12.97210000;12.67350000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
Under-5 mortality rate (/1000);Mean;74.13470000;72.29750000;70.19790000;68.20720000;66.38030000;64.84680000;63.81340000;63.26080000;63.35120000;64.15850000;65.62940000;67.73130000;69.67740000;73.43250000;74.95240000;76.94550000;78.64650000;81.71670000;83.72470000;83.23600000;79.41200000;74.80980000;68.86300000;62.85150000;55.21880000;48.41450000;44.52000000;42.73370000;41.40970000;40.27410000;39.14610000;38.25370000;37.60510000;37.12450000;34.14530000;33.92110000;39.56780000;40.14820000;39.11490000;38.03360000;36.97610000;35.95080000;34.96790000;34.03100000;33.13650000;32.27480000;31.44150000;30.63380000;29.84800000;29.08520000;28.34430000;27.62430000;26.92470000;26.24570000;25.58710000;24.94820000;24.32840000;23.72730000;23.14430000;22.57890000;22.03100000;21.49980000;20.98500000;20.48600000;20.00240000;19.53360000;19.07900000;18.63820000;18.21080000;17.79630000;17.39430000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% LL;74.13020000;72.28010000;70.16090000;68.13780000;66.23460000;64.56590000;63.27520000;62.36460000;62.03790000;62.43460000;63.57170000;65.46840000;67.35160000;71.19640000;72.90860000;74.88100000;76.64670000;79.84770000;81.96410000;81.54850000;77.85290000;73.44170000;67.63740000;61.86740000;54.49280000;47.97270000;44.25040000;42.53090000;41.25550000;40.14420000;39.04950000;38.17690000;37.53600000;37.05730000;34.07760000;33.85230000;39.49880000;40.08170000;39.05190000;37.97990000;36.93120000;35.91330000;34.93560000;34.00200000;33.10920000;32.24800000;31.41510000;30.60770000;29.82230000;29.05990000;28.31940000;27.60000000;26.90110000;26.22280000;25.56480000;24.92660000;24.30760000;23.70720000;23.12490000;22.56030000;22.01300000;21.48260000;20.96850000;20.47010000;19.98710000;19.51890000;19.06490000;18.62460000;18.19770000;17.78380000;17.38230000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% UL;74.13890000;72.31380000;70.23790000;68.28860000;66.57210000;65.23090000;64.47000000;64.24290000;64.73630000;65.88090000;67.61750000;69.89420000;72.06780000;75.73860000;77.20100000;79.05120000;80.75490000;83.79810000;85.74330000;85.13680000;81.14160000;76.30760000;70.13510000;63.84370000;55.91570000;48.83900000;44.77200000;42.93340000;41.56220000;40.39930000;39.23460000;38.32480000;37.66710000;37.18530000;34.20960000;33.98950000;39.63870000;40.21730000;39.18100000;38.09200000;37.02530000;35.99270000;35.00530000;34.06510000;33.16890000;32.30580000;31.47120000;30.66240000;29.87660000;29.11370000;28.37240000;27.65170000;26.95130000;26.27160000;25.61210000;24.97250000;24.35210000;23.75020000;23.16640000;22.60030000;22.05160000;21.51990000;21.00450000;20.50500000;20.02050000;19.55100000;19.09560000;18.65410000;18.22610000;17.81100000;17.40840000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
Total AIDS deaths;Mean;11.85980000;56.78750000;159.97000000;415.10300000;997.95200000;2198.93000000;4458.26000000;8388.74000000;14648.20000000;23901.80000000;36718.00000000;53401.80000000;74019.60000000;97925.40000000;125316.00000000;155111.00000000;183426.00000000;212403.00000000;240385.00000000;267870.00000000;276723.00000000;271480.00000000;254336.00000000;233611.00000000;209289.00000000;178376.00000000;146632.00000000;118092.00000000;102433.00000000;94814.00000000;91535.90000000;87557.40000000;82992.40000000;79058.30000000;76003.90000000;72340.10000000;67679.70000000;62728.50000000;58321.90000000;54679.60000000;51689.20000000;49428.70000000;47715.10000000;46484.20000000;45743.10000000;45303.50000000;45060.70000000;44886.10000000;44738.80000000;44595.40000000;44440.80000000;44264.60000000;44059.70000000;43821.30000000;43546.50000000;43233.80000000;42882.90000000;42493.70000000;42066.80000000;41602.50000000;41101.80000000;40565.30000000;39993.90000000;39388.60000000;38750.40000000;38080.20000000;37379.00000000;36648.20000000;35888.90000000;35102.50000000;34290.80000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
