;;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;;;;;;;;;;;;;;;
;95% LL;10.53350000;45.85530000;104.77700000;225.28400000;474.20900000;954.94000000;1922.31000000;3910.41000000;7781.73000000;14132.40000000;24220.90000000;38622.90000000;57815.50000000;81226.50000000;109062.00000000;140168.00000000;170123.00000000;201173.00000000;231298.00000000;260582.00000000;270988.00000000;267002.00000000;250779.00000000;230939.00000000;206585.00000000;175800.00000000;143298.00000000;114028.00000000;97561.70000000;89057.20000000;84910.10000000;80346.90000000;75542.60000000;71337.90000000;67897.00000000;64028.10000000;60059.30000000;56304.60000000;53177.50000000;50587.00000000;48421.90000000;46771.10000000;45502.70000000;44584.20000000;44027.60000000;43695.40000000;43509.70000000;43371.70000000;43235.70000000;43099.80000000;42947.80000000;42771.70000000;42565.90000000;42326.70000000;42051.90000000;41740.30000000;41391.80000000;41006.40000000;40584.60000000;40126.90000000;39633.80000000;39106.20000000;38544.90000000;37950.60000000;37324.40000000;36665.60000000;35969.00000000;35258.20000000;34520.70000000;33751.30000000;32957.50000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% UL;17.76960000;75.54830000;171.22400000;350.86000000;704.08500000;1406.92000000;2837.37000000;5655.69000000;10827.50000000;19316.20000000;32097.60000000;49981.70000000;73206.20000000;100762.00000000;132437.00000000;166645.00000000;198996.00000000;231370.00000000;261821.00000000;290610.00000000;299396.00000000;293340.00000000;274562.00000000;251953.00000000;225559.00000000;192185.00000000;157677.00000000;126867.00000000;110017.00000000;101787.00000000;98343.70000000;94245.70000000;89139.90000000;84754.20000000;81565.70000000;77976.30000000;72837.80000000;67108.90000000;61804.80000000;57443.00000000;53896.50000000;51221.00000000;49210.30000000;47784.60000000;46928.40000000;46431.80000000;46169.80000000;45991.80000000;45850.00000000;45717.30000000;45568.60000000;45385.40000000;45174.60000000;44930.90000000;44651.00000000;44333.00000000;43976.20000000;43580.40000000;43157.10000000;42696.30000000;42197.80000000;41662.10000000;41090.20000000;40482.90000000;39841.10000000;39161.10000000;38456.10000000;37719.50000000;36958.40000000;36153.90000000;35323.00000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
Total non-AIDS deaths;Mean;258486.00000000;263822.00000000;269453.00000000;275021.00000000;280540.00000000;286029.00000000;292277.00000000;300146.00000000;307967.00000000;315670.00000000;323189.00000000;330364.00000000;336117.00000000;338494.00000000;341578.00000000;344487.00000000;349153.00000000;360099.00000000;375824.00000000;379224.00000000;383449.00000000;390937.00000000;396329.00000000;402442.00000000;407906.00000000;413611.00000000;419741.00000000;424790.00000000;429999.00000000;435169.00000000;440303.00000000;445402.00000000;450458.00000000;455835.00000000;489306.00000000;590253.00000000;575249.00000000;482453.00000000;488126.00000000;494230.00000000;500752.00000000;507679.00000000;515002.00000000;522709.00000000;530784.00000000;539214.00000000;548000.00000000;557151.00000000;566704.00000000;576652.00000000;586973.00000000;597626.00000000;608555.00000000;619705.00000000;631051.00000000;642577.00000000;654277.00000000;666147.00000000;678180.00000000;690355.00000000;702657.00000000;715078.00000000;727615.00000000;740274.00000000;753080.00000000;766057.00000000;779226.00000000;792605.00000000;806188.00000000;819941.00000000;833859.00000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% LL;258486.00000000;263822.00000000;269452.00000000;275021.00000000;280539.00000000;286026.00000000;292272.00000000;300134.00000000;307943.00000000;315627.00000000;323115.00000000;330244.00000000;335935.00000000;338225.00000000;341198.00000000;343977.00000000;348493.00000000;359261.00000000;374781.00000000;377988.00000000;382027.00000000;389337.00000000;394561.00000000;400506.00000000;405812.00000000;411398.00000000;417422.00000000;422374.00000000;427490.00000000;432539.00000000;437550.00000000;442510.00000000;447466.00000000;452730.00000000;485872.00000000;585957.00000000;571131.00000000;479057.00000000;484657.00000000;490669.00000000;497100.00000000;503944.00000000;511190.00000000;518819.00000000;526813.00000000;535166.00000000;543880.00000000;552964.00000000;562455.00000000;572346.00000000;582617.00000000;593226.00000000;604117.00000000;615238.00000000;626562.00000000;638029.00000000;649636.00000000;661417.00000000;673363.00000000;685528.00000000;697900.00000000;710401.00000000;722845.00000000;735422.00000000;748240.00000000;761221.00000000;774356.00000000;787787.00000000;801429.00000000;815247.00000000;829238.00000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% UL;258486.00000000;263822.00000000;269453.00000000;275022.00000000;280542.00000000;286033.00000000;292285.00000000;300160.00000000;307992.00000000;315711.00000000;323260.00000000;330478.00000000;336292.00000000;338748.00000000;341926.00000000;344939.00000000;349722.00000000;360774.00000000;376644.00000000;380174.00000000;384499.00000000;392092.00000000;397601.00000000;403846.00000000;409413.00000000;415203.00000000;421426.00000000;426562.00000000;431854.00000000;437120.00000000;442353.00000000;447541.00000000;452670.00000000;458158.00000000;491871.00000000;593462.00000000;578348.00000000;485002.00000000;490756.00000000;496931.00000000;503523.00000000;510527.00000000;517934.00000000;525718.00000000;533864.00000000;542360.00000000;551209.00000000;560420.00000000;570029.00000000;580030.00000000;590401.00000000;601099.00000000;612068.00000000;623256.00000000;634634.00000000;646165.00000000;657870.00000000;669780.00000000;681835.00000000;693962.00000000;706266.00000000;718770.00000000;731315.00000000;744026.00000000;756817.00000000;769775.00000000;782950.00000000;796319.00000000;809872.00000000;823586.00000000;837524.00000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
Non-AIDS deaths in HIV-positive individuals;Mean;10.23690000;16.49480000;32.12100000;66.25720000;139.48000000;294.20900000;612.81400000;1243.48000000;2354.29000000;4049.91000000;6282.68000000;8896.29000000;11617.70000000;14069.10000000;16425.40000000;18342.10000000;20266.90000000;22424.20000000;24708.90000000;26121.40000000;27211.30000000;27927.10000000;28756.90000000;29594.90000000;30514.10000000;31525.10000000;32688.40000000;34011.50000000;35526.90000000;37170.80000000;38895.10000000;40698.30000000;42576.00000000;44524.00000000;49120.70000000;61563.40000000;61836.40000000;52317.00000000;54696.20000000;57170.60000000;59744.40000000;62423.50000000;65206.30000000;68091.80000000;71084.40000000;74180.30000000;77375.00000000;80663.30000000;84043.30000000;87510.40000000;91059.50000000;94685.30000000;98381.60000000;102141.00000000;105957.00000000;109823.00000000;113730.00000000;117669.00000000;121629.00000000;125595.00000000;129554.00000000;133494.00000000;137401.00000000;141264.00000000;145075.00000000;148824.00000000;152498.00000000;156083.00000000;159557.00000000;162895.00000000;166075.00000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% LL;7.02947000;11.50570000;24.07080000;50.09400000;106.34700000;229.63100000;495.67000000;1002.09000000;1922.89000000;3370.02000000;5435.40000000;7937.96000000;10559.30000000;12938.30000000;15284.20000000;17256.60000000;19257.70000000;21476.10000000;23786.50000000;25262.90000000;26382.10000000;27095.40000000;27990.10000000;28842.60000000;29761.60000000;30754.80000000;31898.10000000;33198.20000000;34683.70000000;36293.20000000;37982.80000000;39751.00000000;41592.20000000;43499.80000000;47987.80000000;60137.90000000;60415.10000000;51124.20000000;53449.40000000;55864.20000000;58373.40000000;60983.20000000;63692.80000000;66501.30000000;69412.20000000;72421.90000000;75526.30000000;78720.40000000;82002.10000000;85367.00000000;88810.10000000;92326.20000000;95909.20000000;99552.30000000;103249.00000000;106992.00000000;110775.00000000;114587.00000000;118419.00000000;122257.00000000;126088.00000000;129901.00000000;133683.00000000;137424.00000000;141116.00000000;144749.00000000;148313.00000000;151792.00000000;155168.00000000;158415.00000000;161514.00000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% UL;11.74210000;18.64940000;36.57300000;75.90740000;162.36800000;348.62600000;734.65300000;1506.58000000;2832.18000000;4768.92000000;7281.20000000;10128.20000000;13012.40000000;15538.60000000;17931.40000000;19792.50000000;21655.70000000;23778.70000000;25986.60000000;27286.40000000;28334.70000000;28920.40000000;29642.30000000;30473.20000000;31386.20000000;32439.40000000;33648.30000000;35021.10000000;36570.30000000;38231.40000000;40019.00000000;41880.80000000;43803.30000000;45808.20000000;50537.30000000;63328.60000000;63617.00000000;53836.40000000;56279.20000000;58824.60000000;61476.50000000;64240.00000000;67113.10000000;70061.50000000;73112.40000000;76266.10000000;79517.60000000;82897.30000000;86388.70000000;89971.40000000;93629.70000000;97342.50000000;101184.00000000;105036.00000000;108924.00000000;112859.00000000;116832.00000000;120833.00000000;124851.00000000;128871.00000000;132900.00000000;136954.00000000;140974.00000000;144924.00000000;148819.00000000;152649.00000000;156426.00000000;160159.00000000;163781.00000000;167252.00000000;170539.00000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
AIDS deaths in people who have been on ART;Mean;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;768.40500000;1331.47000000;1836.27000000;2368.95000000;7485.73000000;13797.70000000;21046.00000000;27804.30000000;33154.40000000;40409.80000000;46006.40000000;48706.20000000;46028.60000000;42999.10000000;40711.10000000;40924.90000000;41779.10000000;41834.40000000;41598.00000000;42282.90000000;42715.20000000;42789.50000000;42554.70000000;42126.00000000;41740.70000000;41343.10000000;41054.60000000;40837.90000000;40642.00000000;40560.40000000;40566.80000000;40638.10000000;40704.30000000;40748.90000000;40764.00000000;40745.30000000;40689.50000000;40595.00000000;40460.30000000;40284.80000000;40068.10000000;39810.40000000;39512.20000000;39174.00000000;38796.40000000;38380.20000000;37926.20000000;37435.30000000;36908.50000000;36346.70000000;35751.20000000;35123.00000000;34463.40000000;33773.70000000;33055.40000000;32310.30000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% LL;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;765.70300000;1325.91000000;1827.76000000;2356.98000000;7445.28000000;13708.30000000;20872.30000000;27505.10000000;32756.60000000;39889.50000000;45300.10000000;47821.40000000;45231.30000000;42203.40000000;39751.20000000;39777.10000000;40475.20000000;40525.80000000;40301.40000000;40893.80000000;40998.90000000;40836.60000000;40557.60000000;40254.10000000;40024.80000000;39785.00000000;39630.10000000;39520.90000000;39418.80000000;39395.60000000;39433.20000000;39515.50000000;39587.00000000;39634.80000000;39647.80000000;39618.40000000;39551.90000000;39446.80000000;39302.10000000;39117.10000000;38891.60000000;38631.10000000;38331.30000000;37992.70000000;37616.00000000;37201.80000000;36751.10000000;36264.70000000;35743.60000000;35188.80000000;34601.40000000;33982.60000000;33333.50000000;32655.50000000;31950.10000000;31219.00000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% UL;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;771.41400000;1337.76000000;1845.38000000;2381.75000000;7530.64000000;13898.40000000;21238.30000000;28122.80000000;33610.50000000;41070.70000000;46938.90000000;49889.30000000;47008.90000000;43774.80000000;41537.30000000;41921.20000000;42946.10000000;43062.40000000;42765.60000000;43530.50000000;44315.10000000;44662.80000000;44483.80000000;43937.70000000;43414.90000000;42866.00000000;42445.60000000;42120.00000000;41828.50000000;41691.10000000;41672.60000000;41742.80000000;41816.30000000;41872.40000000;41901.50000000;41895.70000000;41840.00000000;41745.00000000;41609.20000000;41431.60000000;41211.80000000;40949.90000000;40648.00000000;40310.30000000;39934.80000000;39519.40000000;39069.80000000;38582.80000000;38058.90000000;37490.70000000;36879.40000000;36241.90000000;35584.80000000;34879.70000000;34161.50000000;33406.80000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
AIDS deaths in adult males (15+);Mean;1.09000000;9.26509000;30.42350000;74.25020000;162.50200000;342.14100000;709.41700000;1466.82000000;2948.76000000;5651.44000000;10145.00000000;16897.70000000;25864.10000000;36923.80000000;49576.90000000;63110.90000000;75950.50000000;88665.20000000;100354.00000000;111172.00000000;115932.00000000;115809.00000000;110993.00000000;104396.00000000;97004.40000000;85779.70000000;71713.50000000;58157.40000000;50823.60000000;47692.90000000;46732.50000000;45008.70000000;42522.00000000;40500.70000000;39087.50000000;37275.40000000;35032.50000000;32621.80000000;30292.70000000;28373.80000000;26718.80000000;25463.70000000;24486.20000000;23761.40000000;23292.30000000;22982.10000000;22780.20000000;22614.20000000;22464.20000000;22317.80000000;22165.80000000;22002.70000000;21824.80000000;21630.00000000;21416.70000000;21184.20000000;20932.50000000;20661.60000000;20372.00000000;20064.20000000;19738.80000000;19396.40000000;19037.90000000;18664.00000000;18275.60000000;17873.30000000;17458.30000000;17031.20000000;16593.30000000;16145.70000000;15689.40000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% LL;0.74945300;6.39870000;21.44900000;55.34160000;122.07400000;259.40700000;545.64700000;1151.76000000;2379.83000000;4602.88000000;8317.36000000;14121.70000000;22132.10000000;32075.90000000;43718.90000000;56685.20000000;68956.80000000;81494.40000000;92832.90000000;103805.00000000;109008.00000000;109386.00000000;105132.00000000;98802.10000000;91464.20000000;80442.50000000;66701.60000000;53661.40000000;46503.10000000;43224.20000000;42102.50000000;40353.50000000;38075.50000000;36075.40000000;34583.40000000;32778.60000000;30880.40000000;29070.20000000;27468.20000000;26153.70000000;24985.80000000;24085.20000000;23340.80000000;22785.20000000;22417.90000000;22168.10000000;21988.40000000;21832.00000000;21685.00000000;21537.40000000;21382.00000000;21214.10000000;21031.10000000;20831.00000000;20612.70000000;20375.70000000;20119.90000000;19845.60000000;19553.20000000;19243.30000000;18916.60000000;18573.60000000;18215.30000000;17842.30000000;17457.40000000;17063.60000000;16657.70000000;16240.80000000;15813.80000000;15377.80000000;14934.10000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% UL;1.24779000;10.54610000;34.57180000;84.88450000;186.53900000;398.68800000;837.69400000;1751.06000000;3558.52000000;6845.01000000;12149.80000000;19998.80000000;30035.30000000;42130.80000000;55785.70000000;70153.00000000;83527.40000000;96510.60000000;108172.00000000;119190.00000000;123815.00000000;123827.00000000;119042.00000000;112090.00000000;104645.00000000;93266.00000000;78802.10000000;64112.70000000;56080.90000000;53099.00000000;52436.50000000;50700.30000000;48077.50000000;45974.80000000;44574.10000000;42575.30000000;39720.70000000;36497.90000000;33369.20000000;30797.30000000;28636.20000000;27001.10000000;25743.80000000;24821.10000000;24236.50000000;23863.80000000;23633.10000000;23463.30000000;23312.90000000;23161.60000000;23007.40000000;22843.40000000;22665.20000000;22470.00000000;22255.90000000;22028.30000000;21784.80000000;21521.50000000;21238.50000000;20931.90000000;20603.60000000;20257.50000000;19894.50000000;19515.20000000;19120.50000000;18711.90000000;18302.20000000;17879.70000000;17445.50000000;17000.50000000;16545.90000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
AIDS deaths in adult females (15+);Mean;1.05453000;8.62289000;26.50750000;59.35480000;118.58400000;230.55800000;456.34700000;913.99200000;1819.98000000;3523.36000000;6496.27000000;11261.90000000;18110.00000000;27349.10000000;39008.50000000;52756.50000000;66831.10000000;81988.20000000;97543.10000000;113406.00000000;119684.00000000;118636.00000000;111209.00000000;102618.00000000;93597.70000000;81360.50000000;67592.60000000;53328.40000000;45395.90000000;41156.70000000;39345.30000000;37498.00000000;35521.90000000;33762.40000000;32311.40000000;30691.20000000;28562.00000000;26418.30000000;24694.70000000;23418.10000000;22490.70000000;21844.60000000;21416.80000000;21159.30000000;21062.80000000;21058.80000000;21112.90000000;21179.70000000;21245.20000000;21302.60000000;21347.00000000;21375.60000000;21386.80000000;21379.40000000;21352.50000000;21305.90000000;21239.40000000;21153.00000000;21046.60000000;20920.30000000;20774.00000000;20607.70000000;20421.50000000;20215.40000000;19989.60000000;19744.30000000;19479.50000000;19195.50000000;18892.80000000;18571.60000000;18232.40000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% LL;0.72482700;5.94926000;18.43840000;41.63140000;85.08400000;174.78300000;353.77100000;738.60200000;1496.38000000;2941.87000000;5490.62000000;9627.54000000;15759.60000000;24325.00000000;35248.80000000;48351.40000000;61865.30000000;76566.50000000;91809.60000000;107552.00000000;113870.00000000;112845.00000000;105517.00000000;97289.00000000;88513.60000000;76887.60000000;63729.50000000;50100.50000000;42110.40000000;37705.20000000;35739.80000000;33881.90000000;32026.70000000;30284.40000000;28756.50000000;27109.40000000;25363.50000000;23805.70000000;22649.40000000;21817.90000000;21220.00000000;20808.20000000;20542.70000000;20393.10000000;20356.70000000;20385.00000000;20454.10000000;20529.80000000;20601.20000000;20663.00000000;20711.10000000;20743.30000000;20758.30000000;20754.90000000;20732.50000000;20690.90000000;20630.00000000;20550.00000000;20448.40000000;20320.40000000;20172.70000000;20004.70000000;19812.60000000;19609.50000000;19385.00000000;19139.30000000;18874.50000000;18587.00000000;18280.50000000;17956.00000000;17613.90000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% UL;1.20979000;9.86716000;30.25670000;67.51420000;133.97400000;261.27900000;525.61300000;1056.96000000;2121.77000000;4107.55000000;7563.62000000;13107.20000000;20839.20000000;31115.70000000;43746.00000000;58288.90000000;72810.00000000;88686.20000000;104864.00000000;121181.00000000;127723.00000000;126736.00000000;118963.00000000;110005.00000000;100524.00000000;87596.20000000;72741.70000000;57606.70000000;49369.90000000;45048.10000000;43395.30000000;41662.20000000;39547.50000000;37812.80000000;36521.40000000;35026.10000000;32442.80000000;29539.20000000;27085.70000000;25267.30000000;23943.40000000;23020.50000000;22404.20000000;22025.20000000;21864.40000000;21829.30000000;21873.30000000;21939.10000000;22006.80000000;22066.50000000;22113.90000000;22145.60000000;22159.50000000;22154.10000000;22128.40000000;22087.70000000;22027.80000000;21947.40000000;21846.40000000;21724.80000000;21582.50000000;21419.70000000;21233.60000000;21023.20000000;20792.60000000;20542.00000000;20271.70000000;19981.80000000;19672.80000000;19345.10000000;18999.20000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
AIDS deaths in children;Mean;13.11420000;47.63220000;92.53380000;173.86300000;334.04900000;652.87500000;1281.07000000;2463.20000000;4473.30000000;7473.48000000;11387.00000000;15871.40000000;20985.30000000;25884.00000000;31005.10000000;36009.90000000;39984.60000000;43483.20000000;46222.90000000;48660.90000000;47495.50000000;43837.60000000;38805.10000000;32798.70000000;24147.80000000;15711.30000000;10640.80000000;8657.20000000;7405.93000000;6535.89000000;5489.77000000;4582.62000000;4081.44000000;3659.55000000;3274.60000000;2950.47000000;2765.59000000;2578.94000000;2452.23000000;2195.04000000;1936.86000000;1690.20000000;1464.91000000;1275.16000000;1135.43000000;1031.42000000;948.18900000;880.05900000;821.64800000;770.00900000;724.32100000;683.37400000;645.63200000;610.23400000;576.70400000;544.66300000;513.89900000;484.35000000;456.01500000;428.81800000;402.76200000;377.87500000;354.17900000;331.68400000;310.40500000;290.34900000;271.50400000;253.83500000;237.29500000;221.83900000;207.41900000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
