;;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mortality statistics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Infant mortality rate (/1000);Mean;53.60090000;52.44920000;50.92420000;49.47650000;48.12060000;46.96670000;46.26110000;45.97030000;46.15220000;46.77320000;47.74740000;49.07250000;50.00430000;52.22050000;52.26380000;52.43920000;52.74290000;55.15640000;56.49290000;55.56430000;53.06370000;50.09420000;45.59240000;41.25920000;36.34520000;32.74530000;31.03400000;30.27530000;29.59900000;28.93080000;28.30290000;27.82570000;27.43590000;27.17610000;25.09030000;24.94630000;29.03520000;29.30010000;28.53480000;27.76480000;27.01610000;26.28650000;25.58250000;24.90530000;24.25380000;23.62430000;23.01480000;22.42380000;21.84810000;21.28870000;20.74510000;20.21640000;19.70230000;19.20320000;18.71880000;18.24880000;17.79270000;17.35000000;16.92050000;16.50380000;16.09980000;15.70810000;15.32820000;14.95980000;14.60260000;14.25620000;13.92000000;13.59370000;13.27720000;12.96990000;12.67170000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% LL;53.59770000;52.43880000;50.90580000;49.43940000;48.04440000;46.79830000;45.89450000;45.33060000;45.22210000;45.63210000;46.49730000;47.72200000;48.60510000;50.83960000;50.89170000;51.07830000;51.45220000;53.90650000;55.37510000;54.47820000;52.03450000;49.18740000;44.85600000;40.72890000;36.04090000;32.58480000;30.94140000;30.20290000;29.54150000;28.88510000;28.27040000;27.79790000;27.41030000;27.15060000;25.06440000;24.92060000;29.01010000;29.27610000;28.51260000;27.74550000;26.99920000;26.27210000;25.56970000;24.89360000;24.24280000;23.61370000;23.00460000;22.41390000;21.83840000;21.27940000;20.73600000;20.20760000;19.69390000;19.19510000;18.71100000;18.24130000;17.78550000;17.34320000;16.91400000;16.49770000;16.09390000;15.70250000;15.32290000;14.95470000;14.59770000;14.25150000;13.91540000;13.58930000;13.27290000;12.96590000;12.66790000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% UL;53.60620000;52.46530000;50.95120000;49.52640000;48.21970000;47.19780000;46.70080000;46.67080000;47.02510000;47.80950000;48.98000000;50.29340000;51.28790000;53.45520000;53.48740000;53.64390000;53.83300000;56.28540000;57.59750000;56.60310000;54.01020000;50.90990000;46.30290000;41.80260000;36.69460000;32.95620000;31.15740000;30.37500000;29.68120000;28.99850000;28.35040000;27.86420000;27.47020000;27.20910000;25.12470000;24.98080000;29.07360000;29.33820000;28.57050000;27.79610000;27.04320000;26.30950000;25.60350000;24.92510000;24.27280000;23.64250000;23.03250000;22.44100000;21.86520000;21.30570000;20.76180000;20.23280000;19.71830000;19.21870000;18.73380000;18.26320000;17.80650000;17.36330000;16.93310000;16.51580000;16.11120000;15.71890000;15.33850000;14.96960000;14.61190000;14.26500000;13.92840000;13.60180000;13.28490000;12.97730000;12.67870000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
Under-5 mortality rate (/1000);Mean;74.13290000;72.28720000;70.16070000;68.10130000;66.14590000;64.44940000;63.31260000;62.80430000;63.06470000;64.07820000;65.72970000;67.96300000;69.99400000;73.79720000;75.33700000;77.32810000;79.00810000;82.04480000;84.00920000;83.47220000;79.60100000;74.95400000;68.96730000;62.91730000;55.24970000;48.42180000;44.51450000;42.72210000;41.39630000;40.26050000;39.13370000;38.24250000;37.59420000;37.11350000;34.13400000;33.90960000;39.55640000;40.13770000;39.10570000;38.02670000;36.97140000;35.94810000;34.96660000;34.03090000;33.13730000;32.27630000;31.44350000;30.63620000;29.85090000;29.08840000;28.34790000;27.62820000;26.92900000;26.25050000;25.59220000;24.95380000;24.33450000;23.73380000;23.15120000;22.58640000;22.03880000;21.50810000;20.99370000;20.49510000;20.01180000;19.54330000;19.08900000;18.64840000;18.22120000;17.80690000;17.40500000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% LL;74.12960000;72.27510000;70.13700000;68.05340000;66.04480000;64.24150000;62.84050000;61.95290000;61.76980000;62.34940000;63.75510000;65.82960000;67.77190000;71.54100000;73.07320000;75.13450000;76.79280000;80.01180000;82.06900000;81.72120000;77.91820000;73.42000000;67.66080000;61.90660000;54.58570000;48.05750000;44.29020000;42.56730000;41.28230000;40.16870000;39.06430000;38.18630000;37.54300000;37.06330000;34.08420000;33.85970000;39.50310000;40.08510000;39.05530000;37.98390000;36.93590000;35.91890000;34.94190000;34.00850000;33.11610000;32.25590000;31.42390000;30.61730000;29.83240000;29.07030000;28.33030000;27.61130000;26.91280000;26.23490000;25.57730000;24.93940000;24.32080000;23.72070000;23.13880000;22.57450000;22.02750000;21.49740000;20.98340000;20.48510000;20.00200000;19.53380000;19.07990000;18.63990000;18.21310000;17.79910000;17.39750000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% UL;74.13820000;72.30620000;70.19520000;68.16760000;66.27500000;64.73810000;63.88720000;63.76850000;64.31770000;65.62030000;67.60070000;70.03040000;72.06640000;75.85160000;77.35850000;79.31050000;80.91400000;83.82880000;85.85080000;85.21650000;81.19600000;76.35370000;70.18890000;63.92120000;55.95630000;48.88770000;44.81330000;42.93230000;41.56160000;40.39970000;39.23500000;38.32160000;37.66240000;37.18110000;34.20190000;33.97870000;39.62880000;40.20880000;39.17520000;38.08660000;37.02340000;35.99430000;35.00880000;34.07050000;33.17460000;32.31170000;31.47800000;30.67000000;29.88450000;29.12180000;28.38100000;27.66090000;26.96100000;26.28170000;25.62250000;24.98300000;24.36260000;23.76080000;23.17700000;22.61090000;22.06210000;21.53020000;21.01460000;20.51490000;20.03060000;19.56110000;19.10590000;18.66450000;18.23650000;17.82150000;17.41890000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
Total AIDS deaths;Mean;9.59862000;42.61500000;105.22800000;246.00200000;580.79000000;1374.51000000;3144.08000000;6671.15000000;12798.40000000;22311.50000000;35821.60000000;53571.40000000;75481.70000000;100710.00000000;129296.00000000;160042.00000000;189005.00000000;218353.00000000;246433.00000000;273781.00000000;282297.00000000;276575.00000000;258860.00000000;237502.00000000;212540.00000000;180965.00000000;148558.00000000;119372.00000000;103330.00000000;95466.00000000;91990.80000000;87812.50000000;83058.40000000;78989.80000000;75836.90000000;72113.60000000;67463.60000000;62558.60000000;58197.70000000;54599.60000000;51647.20000000;49421.00000000;47737.80000000;46534.80000000;45820.60000000;45407.50000000;45191.20000000;45042.70000000;44921.10000000;44803.10000000;44673.40000000;44522.00000000;44341.90000000;44128.50000000;43878.90000000;43591.70000000;43266.60000000;42903.40000000;42502.70000000;42064.80000000;41590.40000000;41080.20000000;40535.00000000;39955.70000000;39343.10000000;38698.20000000;38022.00000000;37315.50000000;36579.90000000;35816.70000000;35027.50000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
