;;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mortality statistics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Infant mortality rate (/1000);Mean;53.60320000;52.46020000;50.95990000;49.57160000;48.31750000;47.27660000;46.61570000;46.25370000;46.29980000;46.79610000;47.68450000;48.96080000;49.86530000;52.06530000;52.10140000;52.27500000;52.58220000;55.00230000;56.34780000;55.42910000;52.94050000;49.98770000;45.50680000;41.19930000;36.31430000;32.73500000;31.03300000;30.27800000;29.60320000;28.93610000;28.30860000;27.83150000;27.44200000;27.18260000;25.09720000;24.95340000;29.04210000;29.30670000;28.54080000;27.76990000;27.02020000;26.28970000;25.58510000;24.90740000;24.25550000;23.62570000;23.01610000;22.42490000;21.84890000;21.28940000;20.74560000;20.21660000;19.70230000;19.20290000;18.71830000;18.24790000;17.79150000;17.34860000;16.91870000;16.50170000;16.09740000;15.70540000;15.32520000;14.95660000;14.59920000;14.25250000;13.91620000;13.58970000;13.27300000;12.96570000;12.66740000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% LL;53.59840000;52.44470000;50.92960000;49.49770000;48.18330000;47.01490000;46.16580000;45.62180000;45.54500000;45.83570000;46.54900000;47.71050000;48.55570000;50.71340000;50.78850000;50.95460000;51.26600000;53.72800000;55.12530000;54.29350000;51.91080000;49.10240000;44.78480000;40.62810000;35.94890000;32.54140000;30.91320000;30.18420000;29.52610000;28.87300000;28.26390000;27.79570000;27.40970000;27.15040000;25.06420000;24.91990000;29.00770000;29.27330000;28.50960000;27.74300000;26.99740000;26.27050000;25.56850000;24.89220000;24.24120000;23.61200000;23.00270000;22.41190000;21.83630000;21.27710000;20.73360000;20.20490000;19.69100000;19.19190000;18.70760000;18.23760000;17.78140000;17.33880000;16.90930000;16.49260000;16.08870000;15.69690000;15.31710000;14.94880000;14.59170000;14.24530000;13.90920000;13.58310000;13.26670000;12.95960000;12.66160000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% UL;53.60710000;52.47390000;50.98820000;49.63780000;48.46640000;47.54050000;47.08140000;46.96000000;47.23470000;47.95030000;48.99230000;50.35810000;51.32890000;53.57040000;53.59660000;53.70910000;54.00240000;56.42470000;57.71270000;56.72650000;54.20060000;51.11550000;46.42140000;41.86970000;36.71420000;32.95970000;31.17850000;30.39550000;29.69830000;29.01030000;28.36180000;27.87380000;27.47940000;27.21820000;25.13330000;24.98890000;29.08430000;29.34760000;28.57890000;27.80280000;27.04810000;26.31300000;25.60500000;24.92550000;24.27270000;23.64230000;23.03180000;22.43990000;21.86330000;21.30320000;20.75910000;20.23000000;19.71540000;19.21580000;18.73080000;18.25990000;17.80300000;17.35950000;16.92900000;16.51160000;16.10690000;15.71460000;15.33420000;14.96530000;14.60760000;14.26070000;13.92400000;13.59730000;13.28040000;12.97280000;12.67420000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
Under-5 mortality rate (/1000);Mean;74.13510000;72.29950000;70.20290000;68.21800000;66.39950000;64.87500000;63.84860000;63.30050000;63.39610000;64.21330000;65.70020000;67.82160000;69.78620000;73.55290000;75.07530000;77.06060000;78.74410000;81.78840000;83.76440000;83.24140000;79.38990000;74.76790000;68.81110000;62.79820000;55.17670000;48.38800000;44.50390000;42.72320000;41.40330000;40.27080000;39.14510000;38.25400000;37.60630000;37.12640000;34.14780000;33.92420000;39.57110000;40.15180000;39.11890000;38.03760000;36.98010000;35.95480000;34.97180000;34.03490000;33.14050000;32.27890000;31.44570000;30.63800000;29.85230000;29.08950000;28.34850000;27.62850000;26.92880000;26.24970000;25.59090000;24.95190000;24.33200000;23.73070000;23.14740000;22.58190000;22.03370000;21.50240000;20.98740000;20.48830000;20.00440000;19.53550000;19.08080000;18.63980000;18.21230000;17.79770000;17.39560000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% LL;74.13030000;72.28150000;70.16450000;68.12810000;66.22870000;64.53250000;63.24140000;62.37240000;62.31190000;62.78430000;63.96210000;65.84980000;67.67640000;71.42070000;72.90240000;74.95410000;76.57750000;79.71360000;81.77350000;81.35790000;77.68740000;73.27540000;67.52950000;61.75410000;54.42180000;47.92740000;44.22930000;42.52250000;41.24980000;40.14670000;39.05300000;38.18230000;37.54190000;37.06260000;34.08250000;33.85700000;39.50250000;40.08440000;39.05440000;37.98240000;36.93380000;35.91510000;34.93700000;34.00340000;33.11080000;32.25030000;31.41790000;30.61090000;29.82580000;29.06360000;28.32320000;27.60380000;26.90490000;26.22660000;25.56870000;24.93050000;24.31120000;23.71060000;23.12810000;22.56320000;22.01580000;21.48520000;20.97090000;20.47240000;19.98930000;19.52110000;19.06720000;18.62690000;18.19990000;17.78600000;17.38440000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% UL;74.13900000;72.31560000;70.23800000;68.29740000;66.59290000;65.22720000;64.46200000;64.30280000;64.75590000;65.92420000;67.74260000;70.01450000;72.12990000;75.94900000;77.59390000;79.49340000;81.11020000;84.08000000;86.02980000;85.32640000;81.44240000;76.68260000;70.43670000;64.07260000;56.03290000;48.90420000;44.83820000;42.97070000;41.59540000;40.42460000;39.25760000;38.34090000;37.68060000;37.19840000;34.21880000;33.99480000;39.64860000;40.22710000;39.19070000;38.09890000;37.03180000;35.99810000;35.01030000;34.07000000;33.17360000;32.31050000;31.47570000;30.66680000;29.87990000;29.11690000;28.37580000;27.65540000;26.95530000;26.27540000;25.61570000;24.97550000;24.35460000;23.75220000;23.16790000;22.60170000;22.05300000;21.52110000;21.00550000;20.50580000;20.02140000;19.55190000;19.09660000;18.65510000;18.22710000;17.81210000;17.40960000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
Total AIDS deaths;Mean;12.41140000;59.58150000;167.74500000;433.00300000;1032.58000000;2255.21000000;4535.83000000;8480.26000000;14740.40000000;23980.30000000;36772.70000000;53431.60000000;74038.40000000;97956.60000000;125394.00000000;155269.00000000;183690.00000000;212782.00000000;240879.00000000;268465.00000000;277392.00000000;272185.00000000;255034.00000000;234272.00000000;209898.00000000;178895.00000000;147026.00000000;118343.00000000;102608.00000000;94933.80000000;91608.60000000;87592.00000000;83010.90000000;79081.40000000;76043.50000000;72401.90000000;67744.80000000;62786.40000000;58373.90000000;54727.50000000;51735.20000000;49473.40000000;47759.50000000;46529.10000000;45789.20000000;45351.00000000;45110.00000000;44937.20000000;44791.80000000;44650.30000000;44497.50000000;44323.10000000;44119.90000000;43883.20000000;43610.00000000;43298.90000000;42949.40000000;42561.80000000;42136.40000000;41673.80000000;41174.80000000;40640.20000000;40070.80000000;39467.70000000;38831.90000000;38164.30000000;37466.00000000;36738.30000000;35982.30000000;35199.50000000;34391.60000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
