;;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;;;;;;;;;;;;;;;
;95% LL;4.45826000;20.17630000;52.56420000;137.41300000;354.66300000;948.74800000;2310.32000000;5062.52000000;9669.76000000;16900.30000000;28102.80000000;43054.60000000;61944.20000000;84288.10000000;110773.00000000;140321.00000000;168599.00000000;196872.00000000;224690.00000000;252849.00000000;262022.00000000;258311.00000000;242754.00000000;222450.00000000;199134.00000000;169626.00000000;139685.00000000;112148.00000000;97131.50000000;89075.70000000;85604.60000000;81349.00000000;76778.60000000;72739.40000000;69422.50000000;65466.60000000;61189.00000000;57203.80000000;53880.50000000;51148.50000000;48828.50000000;47090.40000000;45751.10000000;44763.60000000;44189.40000000;43857.10000000;43671.20000000;43532.70000000;43409.70000000;43279.70000000;43131.40000000;42968.80000000;42776.90000000;42551.90000000;42291.50000000;41994.60000000;41659.80000000;41282.40000000;40869.00000000;40420.10000000;39936.40000000;39418.70000000;38867.70000000;38281.60000000;37656.30000000;36996.40000000;36306.60000000;35588.20000000;34842.40000000;34070.60000000;33274.60000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% UL;16.98460000;74.79610000;176.09100000;392.67300000;870.20100000;1919.34000000;4151.55000000;8434.93000000;16090.60000000;27631.80000000;43563.70000000;63938.00000000;88427.50000000;115987.00000000;146576.00000000;178896.00000000;208955.00000000;238996.00000000;267319.00000000;294403.00000000;302248.00000000;295492.00000000;276424.00000000;253460.00000000;225695.00000000;192015.00000000;158179.00000000;127069.00000000;109927.00000000;101513.00000000;97586.40000000;93050.00000000;88174.20000000;84087.50000000;80963.10000000;77511.40000000;72475.40000000;66730.70000000;61479.60000000;57092.00000000;53660.90000000;51030.40000000;49045.40000000;47640.80000000;46823.80000000;46351.00000000;46100.00000000;45927.70000000;45788.40000000;45656.30000000;45514.80000000;45352.90000000;45163.10000000;44940.40000000;44681.60000000;44385.40000000;44051.20000000;43679.10000000;43269.40000000;42822.70000000;42339.80000000;41821.30000000;41268.20000000;40681.40000000;40061.80000000;39410.40000000;38728.30000000;38011.10000000;37255.50000000;36472.30000000;35670.00000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
Total non-AIDS deaths;Mean;258486.00000000;263822.00000000;269453.00000000;275022.00000000;280540.00000000;286027.00000000;292270.00000000;300125.00000000;307923.00000000;315592.00000000;323063.00000000;330180.00000000;335869.00000000;338187.00000000;341224.00000000;344103.00000000;348758.00000000;359704.00000000;375443.00000000;378881.00000000;383159.00000000;390707.00000000;396166.00000000;402341.00000000;407861.00000000;413613.00000000;419778.00000000;424852.00000000;430078.00000000;435258.00000000;440399.00000000;445499.00000000;450553.00000000;455926.00000000;489362.00000000;590270.00000000;575224.00000000;482407.00000000;488049.00000000;494120.00000000;500607.00000000;507499.00000000;514786.00000000;522454.00000000;530489.00000000;538875.00000000;547616.00000000;556721.00000000;566225.00000000;576122.00000000;586392.00000000;596992.00000000;607867.00000000;618963.00000000;630255.00000000;641727.00000000;653372.00000000;665186.00000000;677162.00000000;689280.00000000;701525.00000000;713890.00000000;726371.00000000;738976.00000000;751729.00000000;764655.00000000;777776.00000000;791112.00000000;804657.00000000;818376.00000000;832266.00000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% LL;258486.00000000;263822.00000000;269452.00000000;275020.00000000;280537.00000000;286021.00000000;292257.00000000;300100.00000000;307874.00000000;315503.00000000;322909.00000000;329935.00000000;335508.00000000;337692.00000000;340578.00000000;343294.00000000;347771.00000000;358513.00000000;374022.00000000;377254.00000000;381338.00000000;388704.00000000;393992.00000000;399994.00000000;405353.00000000;410949.00000000;416964.00000000;421895.00000000;426979.00000000;432016.00000000;437012.00000000;441989.00000000;446901.00000000;452098.00000000;485113.00000000;584940.00000000;569998.00000000;478024.00000000;483496.00000000;489410.00000000;495751.00000000;502505.00000000;509662.00000000;517208.00000000;525127.00000000;533403.00000000;542040.00000000;551045.00000000;560455.00000000;570265.00000000;580453.00000000;590979.00000000;601786.00000000;612823.00000000;624062.00000000;635490.00000000;647097.00000000;658872.00000000;670816.00000000;682912.00000000;695142.00000000;707501.00000000;719985.00000000;732602.00000000;745376.00000000;758331.00000000;771492.00000000;784897.00000000;798481.00000000;812271.00000000;826241.00000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% UL;258486.00000000;263823.00000000;269454.00000000;275024.00000000;280544.00000000;286035.00000000;292284.00000000;300150.00000000;307964.00000000;315669.00000000;323194.00000000;330391.00000000;336183.00000000;338622.00000000;341795.00000000;344843.00000000;349683.00000000;360834.00000000;376832.00000000;380514.00000000;385016.00000000;392760.00000000;398440.00000000;404841.00000000;410578.00000000;416510.00000000;422831.00000000;428048.00000000;433413.00000000;438734.00000000;444016.00000000;449261.00000000;454459.00000000;459951.00000000;493748.00000000;595662.00000000;580418.00000000;486697.00000000;492450.00000000;498633.00000000;505229.00000000;512224.00000000;519608.00000000;527367.00000000;535486.00000000;543950.00000000;552762.00000000;561931.00000000;571494.00000000;581443.00000000;591759.00000000;602418.00000000;613309.00000000;624433.00000000;635747.00000000;647293.00000000;658901.00000000;670669.00000000;682589.00000000;694642.00000000;706814.00000000;719097.00000000;731489.00000000;744067.00000000;756813.00000000;769733.00000000;782846.00000000;796173.00000000;809670.00000000;823410.00000000;837281.00000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
Non-AIDS deaths in HIV-positive individuals;Mean;8.23002000;13.65720000;29.38430000;69.09750000;166.84600000;396.75300000;885.56000000;1778.02000000;3109.16000000;4832.94000000;6886.02000000;9202.31000000;11598.30000000;13767.20000000;15907.00000000;17686.20000000;19522.10000000;21639.20000000;23916.50000000;25380.60000000;26552.40000000;27365.50000000;28295.30000000;29232.80000000;30247.20000000;31346.20000000;32587.10000000;33973.60000000;35538.50000000;37222.80000000;38981.60000000;40815.60000000;42721.60000000;44696.00000000;49348.80000000;61888.30000000;62155.40000000;52578.60000000;54977.20000000;57471.60000000;60066.10000000;62766.90000000;65572.30000000;68481.00000000;71497.40000000;74617.40000000;77835.70000000;81146.80000000;84548.50000000;88035.90000000;91603.40000000;95245.50000000;98955.40000000;102726.00000000;106549.00000000;110419.00000000;114327.00000000;118263.00000000;122216.00000000;126174.00000000;130124.00000000;134053.00000000;137949.00000000;141802.00000000;145604.00000000;149345.00000000;153013.00000000;156593.00000000;160065.00000000;163404.00000000;166587.00000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% LL;2.93365000;5.13934000;12.94110000;36.49680000;104.59400000;277.35900000;616.30500000;1240.44000000;2247.87000000;3693.89000000;5555.15000000;7654.73000000;9888.01000000;12016.50000000;14153.80000000;15993.00000000;17917.10000000;20135.60000000;22478.20000000;24069.70000000;25359.00000000;26304.50000000;27272.40000000;28264.30000000;29338.10000000;30425.50000000;31680.50000000;33077.90000000;34625.80000000;36346.70000000;38134.20000000;39931.10000000;41799.80000000;43702.90000000;48183.10000000;60339.90000000;60662.00000000;51373.90000000;53699.10000000;56120.00000000;58641.20000000;61268.60000000;64000.60000000;66836.00000000;69779.00000000;72825.30000000;75970.30000000;79208.60000000;82538.20000000;85954.50000000;89452.40000000;93026.70000000;96671.10000000;100362.00000000;104135.00000000;107895.00000000;111762.00000000;115596.00000000;119435.00000000;123323.00000000;127169.00000000;130964.00000000;134728.00000000;138450.00000000;142138.00000000;145804.00000000;149354.00000000;152825.00000000;156241.00000000;159471.00000000;162534.00000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% UL;11.36640000;18.70000000;39.45920000;93.60320000;228.67100000;544.51100000;1223.57000000;2450.30000000;4088.93000000;6039.73000000;8254.40000000;10681.80000000;13131.30000000;15285.00000000;17393.00000000;19105.40000000;20893.90000000;22933.70000000;25158.90000000;26530.70000000;27596.90000000;28295.80000000;29117.00000000;30001.40000000;31015.20000000;32113.70000000;33371.60000000;34770.50000000;36359.60000000;38074.80000000;39894.10000000;41784.00000000;43761.10000000;45807.80000000;50597.70000000;63490.90000000;63765.90000000;53935.80000000;56422.00000000;59001.40000000;61686.50000000;64483.10000000;67388.80000000;70389.60000000;73495.20000000;76717.70000000;80035.00000000;83458.80000000;86973.20000000;90573.00000000;94252.20000000;97995.40000000;101803.00000000;105671.00000000;109603.00000000;113499.00000000;117490.00000000;121586.00000000;125630.00000000;129677.00000000;133715.00000000;137711.00000000;141664.00000000;145637.00000000;149598.00000000;153498.00000000;157279.00000000;160921.00000000;164449.00000000;167837.00000000;171064.00000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
AIDS deaths in people who have been on ART;Mean;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;770.78700000;1335.30000000;1841.40000000;2375.24000000;7503.95000000;13817.80000000;21058.60000000;27795.40000000;33102.20000000;40291.50000000;45794.40000000;48389.50000000;45755.30000000;42806.70000000;40570.20000000;40823.00000000;41727.60000000;41832.70000000;41626.70000000;42328.90000000;42745.60000000;42791.00000000;42528.70000000;42081.00000000;41680.30000000;41271.20000000;40973.00000000;40748.10000000;40546.00000000;40459.20000000;40461.20000000;40528.70000000;40591.50000000;40633.20000000;40646.30000000;40626.10000000;40569.70000000;40475.20000000;40341.30000000;40167.10000000;39952.50000000;39697.50000000;39402.80000000;39068.70000000;38696.10000000;38285.60000000;37838.20000000;37354.80000000;36836.40000000;36283.90000000;35698.50000000;35081.30000000;34433.50000000;33756.50000000;33051.70000000;32320.80000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% LL;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;766.03000000;1325.45000000;1827.00000000;2354.66000000;7434.09000000;13670.80000000;20774.00000000;27339.30000000;32506.80000000;39498.30000000;44727.10000000;47043.50000000;44651.40000000;41941.10000000;39630.30000000;39776.00000000;40691.20000000;40830.80000000;40643.30000000;41249.30000000;41372.20000000;41228.60000000;40947.00000000;40604.90000000;40333.50000000;40048.10000000;39847.00000000;39697.50000000;39571.30000000;39522.70000000;39533.60000000;39599.70000000;39666.50000000;39710.10000000;39723.40000000;39697.70000000;39633.10000000;39534.20000000;39400.60000000;39218.50000000;39005.10000000;38747.30000000;38444.30000000;38102.60000000;37722.90000000;37306.10000000;36862.10000000;36388.40000000;35880.70000000;35340.20000000;34758.50000000;34139.70000000;33491.30000000;32814.50000000;32110.90000000;31382.90000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% UL;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;774.91200000;1343.99000000;1854.71000000;2394.13000000;7570.34000000;13971.80000000;21362.80000000;28314.70000000;33817.30000000;41254.40000000;47001.20000000;49783.60000000;46950.50000000;43957.60000000;41791.90000000;42141.80000000;43068.80000000;43043.00000000;42731.10000000;43511.70000000;44282.50000000;44611.40000000;44448.90000000;43873.80000000;43312.30000000;42749.90000000;42327.60000000;42010.40000000;41735.50000000;41605.40000000;41594.00000000;41661.30000000;41731.90000000;41785.00000000;41811.20000000;41804.90000000;41762.40000000;41681.50000000;41560.50000000;41399.10000000;41196.90000000;40951.10000000;40664.50000000;40337.80000000;39971.30000000;39547.80000000;39086.80000000;38607.40000000;38092.20000000;37542.30000000;36951.70000000;36322.30000000;35672.00000000;34985.40000000;34261.70000000;33510.50000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
AIDS deaths in adult males (15+);Mean;0.87537500;7.50280000;25.44640000;66.32630000;160.08100000;378.47400000;875.80900000;1953.92000000;4027.86000000;7549.50000000;12872.50000000;20164.40000000;29104.70000000;39525.70000000;51014.00000000;63048.80000000;74299.70000000;85524.60000000;95985.90000000;105899.00000000;110200.00000000;110043.00000000;105570.00000000;99534.80000000;92836.00000000;82424.20000000;69233.10000000;56565.60000000;49800.20000000;47029.20000000;46332.80000000;44829.20000000;42485.60000000;40510.50000000;39078.20000000;37202.00000000;34906.30000000;32468.40000000;30135.30000000;28218.50000000;26569.40000000;25319.70000000;24347.20000000;23626.50000000;23159.60000000;22851.10000000;22650.80000000;22486.70000000;22338.90000000;22195.10000000;22046.00000000;21886.00000000;21711.60000000;21520.50000000;21311.30000000;21083.40000000;20836.50000000;20571.10000000;20287.40000000;19986.10000000;19667.80000000;19333.20000000;18983.00000000;18618.10000000;18239.20000000;17847.20000000;17442.90000000;17027.20000000;16601.10000000;16165.80000000;15722.30000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% LL;0.31284500;2.73603000;9.83424000;29.12580000;82.17580000;225.52700000;593.77800000;1429.58000000;2867.56000000;5425.66000000;9422.54000000;15258.40000000;22878.60000000;31973.70000000;42009.70000000;53309.30000000;63981.50000000;74828.60000000;85255.60000000;95528.20000000;100250.00000000;101069.00000000;97353.40000000;91965.60000000;86107.50000000;76497.00000000;63896.30000000;51849.20000000;45288.40000000;42384.40000000;41475.90000000;39857.20000000;37669.90000000;35835.20000000;34584.70000000;32905.50000000;31099.90000000;29316.30000000;27638.40000000;26236.70000000;25022.00000000;24090.20000000;23344.40000000;22779.90000000;22401.50000000;22140.60000000;21961.20000000;21807.80000000;21665.10000000;21523.20000000;21374.50000000;21214.10000000;21039.30000000;20847.90000000;20638.90000000;20407.70000000;20157.50000000;19889.10000000;19603.10000000;19299.90000000;18983.20000000;18651.90000000;18309.90000000;17945.80000000;17572.60000000;17187.20000000;16790.50000000;16383.20000000;15966.50000000;15538.50000000;15098.70000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% UL;1.21166000;10.34520000;34.81840000;89.56610000;214.54400000;521.56700000;1184.73000000;2643.01000000;5406.54000000;9985.25000000;16652.10000000;25330.10000000;35469.00000000;46816.80000000;58975.00000000;71545.00000000;83027.50000000;94349.40000000;105113.00000000;115107.00000000;118811.00000000;117951.00000000;113197.00000000;106906.00000000;99715.60000000;88330.00000000;74079.80000000;60578.90000000;53860.00000000;51224.70000000;50507.60000000;48815.20000000;46166.00000000;44208.40000000;42864.70000000;40988.00000000;38367.90000000;35376.10000000;32454.00000000;30042.40000000;28000.00000000;26484.70000000;25302.80000000;24448.50000000;23901.30000000;23546.70000000;23322.50000000;23150.60000000;22994.50000000;22850.90000000;22704.00000000;22547.20000000;22374.90000000;22184.30000000;21972.80000000;21742.10000000;21497.60000000;21235.40000000;20958.70000000;20658.20000000;20341.50000000;20001.90000000;19652.10000000;19287.60000000;18908.80000000;18504.40000000;18107.00000000;17695.10000000;17258.70000000;16812.20000000;16356.70000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
AIDS deaths in adult females (15+);Mean;0.84940000;7.00426000;22.04240000;51.83410000;112.40300000;243.99800000;542.91200000;1194.59000000;2500.24000000;4860.32000000;8715.47000000;14475.00000000;22242.30000000;32216.60000000;44346.40000000;58271.40000000;72259.20000000;87132.70000000;102252.00000000;117497.00000000;123100.00000000;121412.00000000;113393.00000000;104251.00000000;94769.50000000;82136.70000000;68060.10000000;53581.10000000;45567.20000000;41295.40000000;39471.30000000;37613.60000000;35626.40000000;33857.40000000;32395.10000000;30759.60000000;28619.00000000;26469.70000000;24745.20000000;23469.10000000;22542.60000000;21897.30000000;21470.30000000;21213.80000000;21119.20000000;21117.70000000;21174.80000000;21244.50000000;21312.90000000;21373.10000000;21420.60000000;21452.40000000;21467.00000000;21463.00000000;21439.70000000;21396.80000000;21334.20000000;21251.90000000;21149.90000000;21028.10000000;20886.60000000;20725.40000000;20544.50000000;20344.10000000;20124.20000000;19884.90000000;19626.40000000;19348.80000000;19052.60000000;18738.00000000;18405.40000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% LL;0.30288900;2.51156000;8.09655000;20.27510000;50.66210000;126.80300000;335.70000000;828.06500000;1896.32000000;3808.70000000;6940.16000000;11786.90000000;18445.20000000;27416.60000000;38569.60000000;51583.10000000;64746.50000000;79093.80000000;94047.30000000;109443.00000000;115478.00000000;114285.00000000;106721.00000000;98045.90000000;89027.90000000;77040.60000000;63747.50000000;50164.10000000;42271.10000000;37956.30000000;36066.90000000;34291.20000000;32381.80000000;30416.60000000;28759.90000000;26940.20000000;25191.50000000;23678.60000000;22568.70000000;21783.70000000;21226.60000000;20839.30000000;20585.10000000;20436.50000000;20393.90000000;20412.20000000;20469.70000000;20539.60000000;20601.80000000;20654.70000000;20694.30000000;20718.40000000;20725.60000000;20714.70000000;20685.10000000;20636.50000000;20568.80000000;20482.00000000;20376.00000000;20250.90000000;20106.60000000;19943.20000000;19760.60000000;19559.00000000;19338.40000000;19098.90000000;18840.80000000;18564.10000000;18269.10000000;17956.30000000;17627.80000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% UL;1.17496000;9.70213000;30.30130000;70.71510000;151.50700000;325.31700000;712.37300000;1538.16000000;3219.34000000;6356.99000000;11317.80000000;18461.20000000;27750.70000000;39300.40000000;52951.70000000;68250.40000000;83402.00000000;99214.80000000;114745.00000000;129528.00000000;134823.00000000;132847.00000000;124240.00000000;114298.00000000;103902.00000000;90080.60000000;74657.00000000;59577.00000000;50886.30000000;46317.10000000;44254.90000000;41974.60000000;39537.20000000;37822.70000000;36535.10000000;35110.40000000;32548.20000000;29667.40000000;27177.90000000;25350.20000000;24018.40000000;23089.70000000;22472.30000000;22095.00000000;21938.40000000;21908.40000000;21964.50000000;22044.30000000;22127.00000000;22197.40000000;22247.50000000;22281.50000000;22297.50000000;22294.20000000;22276.70000000;22232.40000000;22171.00000000;22095.10000000;21999.00000000;21882.50000000;21745.50000000;21580.40000000;21398.30000000;21198.20000000;20977.90000000;20737.50000000;20477.20000000;20197.20000000;19897.80000000;19579.20000000;19248.20000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
AIDS deaths in children;Mean;10.55450000;39.69850000;83.44560000;175.68400000;384.16600000;844.62400000;1783.81000000;3454.47000000;5972.65000000;9290.58000000;13262.80000000;17610.90000000;22527.90000000;27173.80000000;32052.10000000;36837.10000000;40627.50000000;43977.10000000;46598.80000000;48924.40000000;47672.00000000;43927.70000000;38818.50000000;32749.10000000;24081.90000000;15648.30000000;10579.20000000;8597.52000000;7350.81000000;6485.23000000;5446.55000000;4546.52000000;4049.58000000;3630.24000000;3246.39000000;2922.78000000;2738.41000000;2551.77000000;2424.88000000;2169.30000000;1912.71000000;1667.83000000;1444.42000000;1256.39000000;1117.96000000;1014.95000000;932.63800000;865.40100000;807.92700000;757.30800000;712.72300000;672.92200000;636.34500000;602.10100000;569.68600000;538.69900000;508.91500000;480.26400000;452.74900000;426.30700000;400.95400000;376.72800000;353.65800000;331.76400000;311.06800000;291.58500000;273.31000000;256.21400000;240.25100000;225.37900000;211.54900000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
