;;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mortality statistics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Infant mortality rate (/1000);Mean;53.60380000;52.45700000;50.93230000;49.47460000;48.07410000;46.78770000;45.80030000;45.10920000;44.93800000;45.39140000;46.37640000;47.81700000;48.90640000;51.30460000;51.52670000;51.86720000;52.31370000;54.85070000;56.29120000;55.45220000;52.99500000;50.05410000;45.56930000;41.25630000;36.35280000;32.75650000;31.04790000;30.29130000;29.61540000;28.94660000;28.31690000;27.83900000;27.44950000;27.19070000;25.10650000;24.96370000;29.05490000;29.32030000;28.55460000;27.78310000;27.03270000;26.30130000;25.59580000;24.91750000;24.26520000;23.63520000;23.02530000;22.43400000;21.85790000;21.29830000;20.75440000;20.22540000;19.71110000;19.21180000;18.72730000;18.25700000;17.80070000;17.35800000;16.92820000;16.51140000;16.10720000;15.71520000;15.33520000;14.96660000;14.60910000;14.26240000;13.92590000;13.59940000;13.28260000;12.97500000;12.67650000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% LL;53.60020000;52.44610000;50.91470000;49.44310000;48.02320000;46.70630000;45.63160000;44.81250000;44.41220000;44.64200000;45.45000000;46.74970000;47.77890000;50.09710000;50.33670000;50.73310000;51.18810000;53.78170000;55.28160000;54.47930000;52.02480000;49.16300000;44.81350000;40.70160000;36.00310000;32.57730000;30.94590000;30.21000000;29.54990000;28.89210000;28.27670000;27.80630000;27.41990000;27.16150000;25.07660000;24.93400000;29.02410000;29.29020000;28.52670000;27.75900000;27.01210000;26.28370000;25.58030000;24.90350000;24.25220000;23.62270000;23.01330000;22.42230000;21.84650000;21.28720000;20.74360000;20.21510000;19.70120000;19.20240000;18.71820000;18.24840000;17.79260000;17.35020000;16.92090000;16.50440000;16.10050000;15.70890000;15.32910000;14.96090000;14.60370000;14.25720000;13.92100000;13.59460000;13.27790000;12.97060000;12.67230000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% UL;53.60670000;52.46560000;50.94580000;49.49650000;48.11090000;46.85840000;45.97910000;45.47990000;45.54790000;46.18870000;47.24450000;48.81630000;49.94150000;52.33030000;52.50570000;52.87260000;53.32520000;55.84830000;57.24850000;56.34390000;53.80350000;50.74610000;46.12880000;41.68920000;36.64190000;32.92350000;31.15820000;30.38430000;29.69630000;29.01360000;28.36570000;27.87830000;27.48460000;27.22530000;25.14130000;24.99830000;29.09010000;29.35500000;28.58730000;27.81160000;27.05740000;26.32270000;25.61490000;24.93510000;24.28200000;23.65150000;23.04140000;22.44980000;21.87350000;21.31360000;20.76930000;20.24000000;19.72530000;19.22550000;18.74060000;18.26990000;17.81310000;17.36990000;16.93970000;16.52240000;16.11770000;15.72530000;15.34480000;14.97580000;14.61800000;14.27100000;13.93420000;13.60730000;13.29020000;12.98230000;12.68350000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
Under-5 mortality rate (/1000);Mean;74.13580000;72.29650000;70.17250000;68.10330000;66.09700000;64.24000000;62.74050000;61.66570000;61.33800000;61.96180000;63.49100000;65.81320000;68.05430000;72.13980000;73.97270000;76.24340000;78.17060000;81.42570000;83.57780000;83.20440000;79.42080000;74.84200000;68.90260000;62.90070000;55.25800000;48.43870000;44.53620000;42.74860000;41.42540000;40.29060000;39.16120000;38.26830000;37.62040000;37.14170000;34.16500000;33.94380000;39.59460000;40.17720000;39.14550000;38.06320000;37.00430000;35.97710000;34.99250000;34.05450000;33.15930000;32.29720000;31.46370000;30.65570000;29.86980000;29.10680000;28.36580000;27.64570000;26.94610000;26.26720000;25.60860000;24.96980000;24.35020000;23.74920000;23.16620000;22.60100000;22.05300000;21.52190000;21.00700000;20.50800000;20.02420000;19.55510000;19.10030000;18.65910000;18.23130000;17.81640000;17.41400000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% LL;74.13210000;72.28370000;70.14940000;68.06230000;66.02700000;64.13220000;62.52710000;61.26750000;60.62860000;60.90990000;62.08410000;64.18830000;66.24680000;70.23460000;71.98240000;74.37560000;76.34430000;79.63650000;81.93380000;81.57950000;77.85760000;73.36760000;67.56550000;61.84270000;54.51970000;47.99390000;44.28190000;42.57820000;41.29240000;40.17890000;39.07640000;38.20070000;37.56000000;37.08330000;34.10660000;33.88470000;39.53510000;40.11900000;39.09060000;38.01730000;36.96650000;35.94420000;34.96380000;34.02920000;33.13540000;32.27410000;31.44110000;30.63360000;29.84810000;29.08560000;28.34510000;27.62580000;26.92700000;26.24870000;25.59080000;24.95270000;24.33390000;23.73380000;23.15170000;22.58720000;22.04010000;21.50970000;20.99550000;20.49700000;20.01380000;19.54520000;19.09070000;18.64990000;18.22250000;17.80790000;17.40580000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
;95% UL;74.13870000;72.30670000;70.19030000;68.13330000;66.14660000;64.33300000;62.96650000;62.15220000;62.18290000;63.14460000;64.87500000;67.29810000;69.81140000;73.84150000;75.55960000;77.85540000;79.80500000;83.05360000;85.16230000;84.70300000;80.79370000;76.03920000;69.90480000;63.70030000;55.85320000;48.82450000;44.78950000;42.94470000;41.58840000;40.42880000;39.26560000;38.35070000;37.69360000;37.21210000;34.23530000;34.01440000;39.66620000;40.24770000;39.21310000;38.12170000;37.05420000;36.02000000;35.03060000;34.08960000;33.19290000;32.33010000;31.49610000;30.68770000;29.90140000;29.13800000;28.39640000;27.67560000;26.97520000;26.29550000;25.63610000;24.99630000;24.37580000;23.77380000;23.18990000;22.62370000;22.07480000;21.54270000;21.02700000;20.52710000;20.04250000;19.57270000;19.11710000;18.67530000;18.24680000;17.83130000;17.42830000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
Total AIDS deaths;Mean;13.27780000;56.80530000;129.51900000;267.92400000;542.51400000;1099.99000000;2242.03000000;4531.19000000;8794.71000000;16036.20000000;27212.90000000;42972.10000000;63623.50000000;88524.20000000;117660.00000000;149680.00000000;180365.00000000;211608.00000000;241560.00000000;270754.00000000;280774.00000000;276156.00000000;259133.00000000;238237.00000000;213475.00000000;181892.00000000;149327.00000000;119862.00000000;103592.00000000;95555.50000000;91945.10000000;87691.90000000;82966.10000000;79004.20000000;76014.40000000;72479.90000000;67898.90000000;62976.30000000;58576.20000000;54935.60000000;51949.30000000;49696.50000000;47993.70000000;46777.10000000;46054.70000000;45636.20000000;45416.30000000;45265.70000000;45143.00000000;45024.50000000;44895.10000000;44744.30000000;44565.00000000;44352.70000000;44104.30000000;43818.30000000;43494.30000000;43132.10000000;42732.20000000;42295.00000000;41821.00000000;41310.90000000;40765.70000000;40186.00000000;39572.80000000;38927.00000000;38249.70000000;37541.90000000;36804.80000000;36039.90000000;35248.80000000;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         ;         
