Finished reading inputs
Log likelihood: -1504.83
Completed simulation 1
Log likelihood: -2145.88
Log likelihood: -11153.2
Log likelihood: -1281.72
Log likelihood: -538.913
Log likelihood: -1556.4
Log likelihood: -2104.89
Log likelihood: -1719.17
Log likelihood: -20032.9
Log likelihood: -2901.77
Log likelihood: -1816.26
Log likelihood: -430.045
Log likelihood: -40855.8
Log likelihood: -8651.68
Log likelihood: -812.089
Log likelihood: -4244.39
Log likelihood: -3175.61
Log likelihood: -285.169
Log likelihood: -1514.19
Log likelihood: -4434.48
Log likelihood: -1789
Log likelihood: -933.527
Log likelihood: -2526.35
Log likelihood: -10279.4
Log likelihood: -412.551
Log likelihood: -17253.8
Log likelihood: -193.279
Log likelihood: -14849
Log likelihood: -1658.03
Log likelihood: -449.298
Log likelihood: -16973.6
Log likelihood: -11192
Log likelihood: -1131.65
Log likelihood: -15281.9
Log likelihood: -13297
Log likelihood: -7236.75
Log likelihood: -14180
Log likelihood: -1499.65
Log likelihood: -3116.37
Log likelihood: -20659.2
Log likelihood: -16721.1
Log likelihood: -16291.9
Log likelihood: -645.839
Log likelihood: -5171.21
Log likelihood: -848.446
Log likelihood: -3244.57
Log likelihood: -291.894
Log likelihood: -735.596
Log likelihood: -935.574
Log likelihood: -730.696
Log likelihood: -2081.94
Log likelihood: -270.381
Log likelihood: -17115.4
Log likelihood: -1336.89
Log likelihood: -2267.85
Log likelihood: -17364.4
Log likelihood: -12197.2
Log likelihood: -952.554
Log likelihood: -5647.77
Log likelihood: -944.581
Log likelihood: -15162.5
Log likelihood: -7558.02
Log likelihood: -16623.4
Log likelihood: -673.866
Log likelihood: -8066.04
Log likelihood: -583.592
Log likelihood: -12883.2
Log likelihood: -9792.55
Log likelihood: -4390.33
Log likelihood: -17871.7
Log likelihood: -17352.2
Log likelihood: -1887.94
Log likelihood: -250.271
Log likelihood: -339.5
Log likelihood: -13014.8
Log likelihood: -5593.95
Log likelihood: -852.852
Log likelihood: -24572.1
Log likelihood: -1766.01
Log likelihood: -656.604
Log likelihood: -902.34
Log likelihood: -812.758
Log likelihood: -2633.97
Log likelihood: -1436.85
Log likelihood: -12818.2
Log likelihood: -6299.46
Log likelihood: -19716.8
Log likelihood: -1104.35
Log likelihood: -997.376
Log likelihood: -6448.43
Log likelihood: -36039.1
Log likelihood: -26815.8
Log likelihood: -689.613
Log likelihood: -2112.77
Log likelihood: -1050.41
Log likelihood: -5885.32
Log likelihood: -1855.19
Log likelihood: -6461.17
Log likelihood: -1298.13
Log likelihood: -632.775
Log likelihood: -2843.65
Completed simulation 101
Log likelihood: -1502.85
Log likelihood: -918.648
Log likelihood: -4239.45
Log likelihood: -15574.5
Log likelihood: -8488.8
Log likelihood: -7046.22
Log likelihood: -1229.01
Log likelihood: -940.665
Log likelihood: -1555.98
Log likelihood: -594.482
Log likelihood: -7550.17
Log likelihood: -1391.17
Log likelihood: -8094.87
Log likelihood: -3231.46
Log likelihood: -4202.3
Log likelihood: -1010.12
Log likelihood: -2529.31
Log likelihood: -2806.69
Log likelihood: -2689.81
Log likelihood: -694.769
Log likelihood: -673.026
Log likelihood: -339.71
Log likelihood: -1339.72
Log likelihood: -6886.53
Log likelihood: -369.038
Log likelihood: -729.887
Log likelihood: -402.776
Log likelihood: -2281.83
Log likelihood: -491.608
Log likelihood: -31875.2
Log likelihood: -6206.07
Log likelihood: -3925.6
Log likelihood: -23023.5
Log likelihood: -409.044
Log likelihood: -3625.07
Log likelihood: -5806.57
Log likelihood: -2846.66
Log likelihood: -28795
Log likelihood: -524.953
Log likelihood: -22061.8
Log likelihood: -25082.8
Log likelihood: -729.416
Log likelihood: -1985.49
Log likelihood: -796.999
Log likelihood: -4995.51
Log likelihood: -786.81
Log likelihood: -1995.57
Log likelihood: -4070.82
Log likelihood: -3039.87
Log likelihood: -1582.97
Log likelihood: -2441.13
Log likelihood: -1399.97
Log likelihood: -11438.2
Log likelihood: -747.94
Log likelihood: -872.436
Log likelihood: -3278.51
Log likelihood: -918.8
Log likelihood: -2245.45
Log likelihood: -4960.13
Log likelihood: -1391.91
Log likelihood: -3627.26
Log likelihood: -12546.8
Log likelihood: -14373.8
Log likelihood: -4471.79
Log likelihood: -21503.3
Log likelihood: -18555.6
Log likelihood: -1182.07
Log likelihood: -1375.69
Log likelihood: -1520.24
Log likelihood: -3855.66
Log likelihood: -4452.84
Log likelihood: -1188.94
Log likelihood: -366.183
Log likelihood: -12943.8
Log likelihood: -1585.58
Log likelihood: -17389.2
Log likelihood: -965.18
Log likelihood: -2415.09
Log likelihood: -3240.52
Log likelihood: -1726.95
Log likelihood: -864.521
Log likelihood: -9928.76
Log likelihood: -1260.38
Log likelihood: -2922.99
Log likelihood: -5075.97
Log likelihood: -34006.2
Log likelihood: -1283.79
Log likelihood: -24870.9
Log likelihood: -1540.79
Log likelihood: -2953.09
Log likelihood: -11567.6
Log likelihood: -3812.76
Log likelihood: -683.388
Log likelihood: -258.928
Log likelihood: -15692.8
Log likelihood: -25475.5
Log likelihood: -10461.8
Log likelihood: -14386.7
Log likelihood: -3407.57
Log likelihood: -763.524
Completed simulation 201
Log likelihood: -21694.9
Log likelihood: -344.568
Log likelihood: -4953.96
Log likelihood: -10048.1
Log likelihood: -641.235
Log likelihood: -387.308
Log likelihood: -463.776
Log likelihood: -8505.19
Log likelihood: -7626.86
Log likelihood: -10819.8
Log likelihood: -16525.8
Log likelihood: -2055.17
Log likelihood: -520.001
Log likelihood: -948.18
Log likelihood: -19748.8
Log likelihood: -650.715
Log likelihood: -3894.49
Log likelihood: -13177.2
Log likelihood: -13903.1
Log likelihood: -528.191
Log likelihood: -1670.38
Log likelihood: -671.337
Log likelihood: -23513.6
Log likelihood: -6449.98
Log likelihood: -1100.84
Log likelihood: -2334.89
Log likelihood: -12726.3
Log likelihood: -3347.36
Log likelihood: -913.629
Log likelihood: -708.827
Log likelihood: -935.752
Log likelihood: -16157.6
Log likelihood: -20122.1
Log likelihood: -3054.21
Log likelihood: -23660.6
Log likelihood: -553.745
Log likelihood: -1186.37
Log likelihood: -18931.2
Log likelihood: -12427.3
Log likelihood: -7533.96
Log likelihood: -1808.89
Log likelihood: -5367.42
Log likelihood: -8828.21
Log likelihood: -16087.1
Log likelihood: -25893.9
Log likelihood: -7609.29
Log likelihood: -1874.74
Log likelihood: -2151.08
Log likelihood: -1512.35
Log likelihood: -9512
Log likelihood: -23436.5
Log likelihood: -3729.21
Log likelihood: -4628.88
Log likelihood: -28013.3
Log likelihood: -19231.6
Log likelihood: -4006.14
Log likelihood: -6719.21
Log likelihood: -16431.5
Log likelihood: -341.827
Log likelihood: -6135.61
Log likelihood: -19246.2
Log likelihood: -1346.95
Log likelihood: -8314.19
Log likelihood: -1948
Log likelihood: -999.356
Log likelihood: -3933.62
Log likelihood: -17096.9
Log likelihood: -6433.69
Log likelihood: -4443.95
