Read input files
Log likelihood: -68.5124
Log likelihood: -61.6969
Log likelihood: -67.9973
Log likelihood: -69.6424
Log likelihood: -66.2703
Log likelihood: -67.7039
Log likelihood: -66.4546
Log likelihood: -68.8321
Log likelihood: -66.6346
Log likelihood: -63.8131
Log likelihood: -67.2181
Log likelihood: -62.8124
Log likelihood: -66.1098
Log likelihood: -71.2889
Log likelihood: -68.7207
Log likelihood: -65.8656
Log likelihood: -74.8638
Log likelihood: -65.3462
Log likelihood: -70.7447
Log likelihood: -70.0879
Log likelihood: -68.4839
Log likelihood: -65.8557
Log likelihood: -69.6507
Log likelihood: -68.942
Log likelihood: -70.2552
Log likelihood: -68.4839
Log likelihood: -63.7909
Log likelihood: -62.2382
Log likelihood: -62.3394
Log likelihood: -66.8402
Log likelihood: -65.623
Log likelihood: -64.0405
Log likelihood: -68.8321
Log likelihood: -65.2811
Log likelihood: -65.5396
Log likelihood: -76.3657
Log likelihood: -61.6368
Log likelihood: -65.7386
Log likelihood: -68.9511
Log likelihood: -69.9404
Log likelihood: -68.7207
Log likelihood: -60.2586
Log likelihood: -64.6633
Log likelihood: -65.2811
Log likelihood: -67.0294
Log likelihood: -69.9404
Log likelihood: -63.0182
Log likelihood: -64.0851
Log likelihood: -69.5609
Log likelihood: -62.8816
Log likelihood: -71.031
Log likelihood: -71.8406
Log likelihood: -70.9058
Log likelihood: -72.4897
Log likelihood: -66.0694
Log likelihood: -62.1724
Log likelihood: -63.4604
Log likelihood: -66.8552
Log likelihood: -68.4593
Log likelihood: -64.9148
Log likelihood: -65.7358
Log likelihood: -68.4392
Log likelihood: -64.9274
Log likelihood: -69.4058
Log likelihood: -68.2715
Log likelihood: -67.8022
Log likelihood: -61.4183
Log likelihood: -70.7347
Log likelihood: -70.0783
Log likelihood: -73.3332
Log likelihood: -73.2457
Log likelihood: -64.2042
Log likelihood: -66.2962
Log likelihood: -62.3394
Log likelihood: -67.9607
Log likelihood: -62.496
Log likelihood: -67.7746
Log likelihood: -67.7224
Log likelihood: -68.6091
Log likelihood: -64.8819
Log likelihood: -66.2148
Log likelihood: -64.3977
Log likelihood: -67.2442
Log likelihood: -69.2489
Log likelihood: -63.7903
Log likelihood: -63.9023
Log likelihood: -67.7919
Log likelihood: -63.8622
Log likelihood: -68.9529
Log likelihood: -63.9304
Log likelihood: -72.1576
Log likelihood: -64.6633
Log likelihood: -66.895
Log likelihood: -62.1724
Log likelihood: -62.7427
Log likelihood: -68.8321
Log likelihood: -62.9454
Log likelihood: -68.9286
Log likelihood: -70.1853
Log likelihood: -66.0752
Completed simulation 100
Log likelihood: -63.7903
Log likelihood: -74.6399
Log likelihood: -65.2811
Log likelihood: -62.2382
Log likelihood: -69.9404
Log likelihood: -69.7925
Log likelihood: -65.2301
Log likelihood: -65.9727
Log likelihood: -64.2603
Log likelihood: -69.3762
Log likelihood: -69.7925
Log likelihood: -67.9973
Log likelihood: -62.2382
Log likelihood: -72.0686
Log likelihood: -61.8075
Log likelihood: -68.3951
Log likelihood: -62.8124
Log likelihood: -63.9082
Log likelihood: -63.572
Log likelihood: -65.5865
Log likelihood: -67.5851
Log likelihood: -64.9148
Log likelihood: -68.826
Log likelihood: -67.1038
Log likelihood: -62.6552
Log likelihood: -63.8559
Log likelihood: -64.3173
Log likelihood: -65.6084
Log likelihood: -62.3394
Log likelihood: -66.8724
Log likelihood: -65.8051
Log likelihood: -66.2148
Log likelihood: -66.8029
Log likelihood: -69.1792
Log likelihood: -68.9459
Log likelihood: -63.9304
Log likelihood: -67.2244
Log likelihood: -64.5216
Log likelihood: -67.3257
Log likelihood: -72.9367
Log likelihood: -66.4997
Log likelihood: -61.209
Log likelihood: -62.3902
Log likelihood: -66.895
Log likelihood: -64.3208
Log likelihood: -68.4839
Log likelihood: -65.4216
Log likelihood: -64.9849
Log likelihood: -65.3462
Log likelihood: -61.5344
Log likelihood: -63.8131
Log likelihood: -62.8415
Log likelihood: -66.895
Log likelihood: -66.2148
Log likelihood: -63.672
Log likelihood: -69.1119
Log likelihood: -62.2382
Log likelihood: -69.5609
Log likelihood: -66.4187
Log likelihood: -65.3925
Log likelihood: -65.8557
Log likelihood: -66.2962
Log likelihood: -67.2244
Log likelihood: -69.7932
Log likelihood: -70.1799
Log likelihood: -62.3394
Log likelihood: -65.0351
Log likelihood: -69.9404
Log likelihood: -62.9414
Log likelihood: -66.6346
Log likelihood: -67.4712
Log likelihood: -68.4839
Log likelihood: -65.9508
Log likelihood: -66.8248
Log likelihood: -65.9727
Log likelihood: -66.9739
Log likelihood: -64.835
Log likelihood: -68.8321
