	      0.0448288	     -0.0124592	    -0.00121862	    -0.00241675	   -0.000682223	    -0.00185885	    0.000196777	      0.0117405	      0.0248487	    0.000456315	     -0.0041247
	     -0.0124592	       0.363302	    -0.00957329	       0.012765	     -0.0039753	     0.00538864	     0.00853235	     -0.0425223	       -0.14382	      0.0182283	     0.00868516
	    -0.00121862	    -0.00957329	     0.00249513	    -0.00164211	    0.000325074	   -0.000220715	   -0.000988324	     0.00137719	      0.0133676	     0.00200469	    -0.00355012
	    -0.00241675	       0.012765	    -0.00164211	     0.00297439	   -0.000303386	    0.000562053	    0.000776306	    -0.00405557	      -0.015229	   -0.000223396	     0.00134269
	   -0.000682223	     -0.0039753	    0.000325074	   -0.000303386	     0.00071904	   -0.000130983	   -0.000312911	     0.00019597	    0.000192968	    -0.00106886	    0.000741955
	    -0.00185885	     0.00538864	   -0.000220715	    0.000562053	   -0.000130983	    0.000588499	     0.00056877	    -0.00166086	    -0.00223208	    0.000895215	   -0.000297511
	    0.000196777	     0.00853235	   -0.000988324	    0.000776306	   -0.000312911	     0.00056877	      0.0013854	    -0.00124339	     -0.0058635	   -0.000331671	     0.00170298
	      0.0117405	     -0.0425223	     0.00137719	    -0.00405557	     0.00019597	    -0.00166086	    -0.00124339	       0.019126	      0.0231503	     -0.0114489	    -0.00129257
	      0.0248487	       -0.14382	      0.0133676	      -0.015229	    0.000192968	    -0.00223208	     -0.0058635	      0.0231503	        0.24875	      0.0316124	      -0.041733
	    0.000456315	      0.0182283	     0.00200469	   -0.000223396	    -0.00106886	    0.000895215	   -0.000331671	     -0.0114489	      0.0316124	      0.0276779	     -0.0168877
	     -0.0041247	     0.00868516	    -0.00355012	     0.00134269	    0.000741955	   -0.000297511	     0.00170298	    -0.00129257	      -0.041733	     -0.0168877	      0.0237894
