Read input files
Log likelihood: -61.8781
Log likelihood: -67.4886
Log likelihood: -66.7363
Log likelihood: -64.8407
Log likelihood: -61.8198
Log likelihood: -70.035
Log likelihood: -67.216
Log likelihood: -67.216
Log likelihood: -72.7918
Log likelihood: -65.4604
Log likelihood: -65.2231
Log likelihood: -66.7147
Log likelihood: -65.2251
Log likelihood: -65.2676
Log likelihood: -67.216
Log likelihood: -69.2604
Log likelihood: -67.216
Log likelihood: -65.9002
Log likelihood: -66.3568
Log likelihood: -68.8198
Log likelihood: -62.8601
Log likelihood: -67.216
Log likelihood: -70.2947
Log likelihood: -66.3568
Log likelihood: -67.1458
Log likelihood: -65.4573
Log likelihood: -67.1458
Log likelihood: -61.5501
Log likelihood: -64.9022
Log likelihood: -68.416
Log likelihood: -69.6691
Log likelihood: -66.3568
Log likelihood: -67.216
Log likelihood: -65.8139
Log likelihood: -68.8198
Log likelihood: -75.6309
Log likelihood: -65.2251
Log likelihood: -68.416
Log likelihood: -65.9198
Log likelihood: -67.1458
Log likelihood: -67.216
Log likelihood: -65.9198
Log likelihood: -62.7492
Log likelihood: -63.9077
Log likelihood: -64.7377
Log likelihood: -67.1458
Log likelihood: -67.216
Log likelihood: -64.087
Log likelihood: -60.2691
Log likelihood: -64.9531
Log likelihood: -68.416
Log likelihood: -67.1458
Log likelihood: -65.8867
Log likelihood: -63.3813
Log likelihood: -62.105
Log likelihood: -65.8867
Log likelihood: -66.2876
Log likelihood: -65.9702
Log likelihood: -69.7759
Log likelihood: -68.942
Log likelihood: -65.5164
Log likelihood: -64.7319
Log likelihood: -68.3045
Log likelihood: -69.5205
Log likelihood: -68.8176
Log likelihood: -68.8198
Log likelihood: -64.1597
Log likelihood: -69.7549
Log likelihood: -66.3568
Log likelihood: -66.0629
Log likelihood: -67.5026
Log likelihood: -68.8198
Log likelihood: -65.2161
Log likelihood: -64.1855
Log likelihood: -65.0612
Log likelihood: -67.1458
Log likelihood: -64.8736
Log likelihood: -75.3886
Log likelihood: -64.1614
Log likelihood: -64.408
Log likelihood: -64.663
Log likelihood: -63.2271
Log likelihood: -66.74
Log likelihood: -66.3568
Log likelihood: -67.1458
Log likelihood: -68.9787
Log likelihood: -67.1458
Log likelihood: -63.4788
Log likelihood: -67.7982
Log likelihood: -65.8995
Log likelihood: -68.5535
Log likelihood: -66.3342
Log likelihood: -62.6825
Log likelihood: -65.8867
Log likelihood: -67.4886
Log likelihood: -67.216
Log likelihood: -67.3211
Log likelihood: -63.7943
Log likelihood: -67.216
Log likelihood: -65.0928
Completed simulation 100
Log likelihood: -67.1458
Log likelihood: -65.8867
Log likelihood: -63.9077
Log likelihood: -61.5501
Log likelihood: -67.1458
Log likelihood: -81.1248
Log likelihood: -67.163
Log likelihood: -65.8867
Log likelihood: -63.9056
Log likelihood: -68.8901
Log likelihood: -68.1106
Log likelihood: -68.0487
Log likelihood: -61.5501
Log likelihood: -65.4731
Log likelihood: -67.6619
Log likelihood: -66.5652
Log likelihood: -64.2096
Log likelihood: -65.0897
Log likelihood: -72.9556
Log likelihood: -67.7289
Log likelihood: -68.8198
Log likelihood: -67.6922
Log likelihood: -67.0588
Log likelihood: -66.385
Log likelihood: -68.3697
Log likelihood: -68.8198
Log likelihood: -71.8216
Log likelihood: -60.9393
Log likelihood: -71.5766
Log likelihood: -65.9765
Log likelihood: -66.5652
Log likelihood: -65.7866
Log likelihood: -65.9198
Log likelihood: -64.7902
Log likelihood: -69.6318
Log likelihood: -65.8995
Log likelihood: -68.4933
Log likelihood: -64.358
Log likelihood: -68.8198
Log likelihood: -62.9169
Log likelihood: -67.216
Log likelihood: -68.8198
Log likelihood: -66.3568
Log likelihood: -66.1448
Log likelihood: -65.2251
Log likelihood: -69.516
Log likelihood: -64.9586
Log likelihood: -67.0451
Log likelihood: -64.1568
Log likelihood: -64.8764
Log likelihood: -66.8365
Log likelihood: -75.7311
Log likelihood: -63.8415
Log likelihood: -65.7866
Log likelihood: -71.9196
Log likelihood: -67.1458
Log likelihood: -61.5501
Log likelihood: -60.2691
Log likelihood: -65.5696
Log likelihood: -66.134
Log likelihood: -67.216
Log likelihood: -65.2161
Log likelihood: -61.3161
Log likelihood: -67.1458
Log likelihood: -64.5639
Log likelihood: -64.1855
Log likelihood: -65.2789
Log likelihood: -67.1458
Log likelihood: -68.7948
Log likelihood: -70.3058
Log likelihood: -61.5501
Log likelihood: -64.4815
Log likelihood: -64.3377
Log likelihood: -71.8216
Log likelihood: -65.8867
Log likelihood: -66.3568
Log likelihood: -70.3501
Log likelihood: -67.216
Log likelihood: -65.6011
Log likelihood: -68.8198
Log likelihood: -66.3568
Log likelihood: -66.3568
Log likelihood: -67.1458
Log likelihood: -67.216
Log likelihood: -72.9556
Log likelihood: -61.9937
Log likelihood: -65.9002
Log likelihood: -68.8198
Log likelihood: -66.1276
Log likelihood: -62.5826
Log likelihood: -65.2515
Log likelihood: -67.6136
Log likelihood: -69.9822
Log likelihood: -67.1458
Log likelihood: -61.4192
Log likelihood: -66.2139
Log likelihood: -64.1597
Log likelihood: -67.216
Log likelihood: -64.8764
Log likelihood: -66.0355
Completed simulation 200
Log likelihood: -62.0503
Log likelihood: -66.3568
Log likelihood: -61.9241
Log likelihood: -68.8198
Log likelihood: -71.8216
Log likelihood: -67.1458
Log likelihood: -68.8198
Log likelihood: -62.866
Log likelihood: -67.1458
Log likelihood: -65.8432
Log likelihood: -66.542
Log likelihood: -68.8362
Log likelihood: -68.416
Log likelihood: -62.8601
Log likelihood: -66.542
Log likelihood: -65.5696
Log likelihood: -64.8764
Log likelihood: -67.6805
Log likelihood: -68.8198
Log likelihood: -63.2096
Log likelihood: -69.5513
Log likelihood: -64.6719
Log likelihood: -68.416
Log likelihood: -67.216
Log likelihood: -68.3697
Log likelihood: -71.518
Log likelihood: -68.6884
Log likelihood: -62.048
Log likelihood: -66.5158
Log likelihood: -69.1829
Log likelihood: -66.7774
Log likelihood: -65.2515
Log likelihood: -61.7079
Log likelihood: -67.1458
Log likelihood: -67.6619
Log likelihood: -66.8355
Log likelihood: -65.8444
Log likelihood: -68.8198
Log likelihood: -60.2691
Log likelihood: -65.9198
Log likelihood: -66.0355
Log likelihood: -65.7866
Log likelihood: -62.0079
Log likelihood: -63.9056
Log likelihood: -66.1783
Log likelihood: -66.542
Log likelihood: -66.3507
Log likelihood: -62.6083
Log likelihood: -67.1458
Log likelihood: -65.976
Log likelihood: -66.8837
Log likelihood: -69.516
Log likelihood: -64.663
Log likelihood: -71.8216
Log likelihood: -65.2161
Log likelihood: -65.6011
Log likelihood: -65.9376
Log likelihood: -64.7485
Log likelihood: -67.1458
Log likelihood: -64.8764
